number,state,created_at,merged_at,closed_at,title
8676,closed,2023-06-05 03:20:49+00:00,2023-06-05 14:37:27+00:00,2023-06-05 14:37:27+00:00,Side-based liquid tile padding
8674,closed,2023-06-04 12:49:35+00:00,,2023-09-30 12:33:30+00:00,Configurable unit movement speed
8673,closed,2023-06-04 12:45:31+00:00,2023-06-05 00:50:49+00:00,2023-06-05 00:50:49+00:00,Better votekick reason input
8672,closed,2023-06-04 11:44:22+00:00,2023-06-04 14:59:43+00:00,2023-06-04 14:59:43+00:00,Remove the rulebreaker
8670,closed,2023-06-04 05:54:29+00:00,,2023-06-19 04:51:24+00:00,Weather World Processor
8669,closed,2023-06-03 13:57:11+00:00,2023-06-03 15:47:32+00:00,2023-06-03 15:47:33+00:00,Change darkdustry IP
8666,closed,2023-06-03 11:32:29+00:00,2023-06-04 16:43:07+00:00,2023-06-04 16:43:07+00:00,Adapt interface to display notch of mac laptops
8664,closed,2023-06-03 06:01:42+00:00,2023-06-04 03:45:55+00:00,2023-06-04 03:45:55+00:00,Improvement on votekick
8663,closed,2023-06-03 04:37:15+00:00,2023-06-03 05:00:30+00:00,2023-06-03 05:00:30+00:00,Update Vietnamese translation
8662,closed,2023-06-03 04:24:27+00:00,,2023-06-03 04:34:03+00:00,Update Vietnamese translattion
8660,closed,2023-06-02 22:54:32+00:00,2023-06-02 23:12:05+00:00,2023-06-02 23:12:06+00:00,Updated servers_v7.json - switching hosts
8656,closed,2023-06-02 09:41:53+00:00,2023-06-02 15:11:55+00:00,2023-06-02 15:11:55+00:00,Update servers_v7.json
8655,closed,2023-05-31 14:10:47+00:00,2023-05-31 22:26:05+00:00,2023-05-31 22:26:05+00:00,Make PlayerInfo map public
8654,closed,2023-05-31 14:08:10+00:00,,2023-06-03 04:07:53+00:00,Update Vietnamese translation
8652,closed,2023-05-31 00:43:11+00:00,2023-05-31 02:51:07+00:00,2023-05-31 02:51:08+00:00,Inversion option for payload router sorting
8651,closed,2023-05-29 17:59:33+00:00,2023-05-29 18:01:55+00:00,2023-05-29 18:01:55+00:00,Update servers_v7.json
8650,closed,2023-05-29 14:51:34+00:00,2023-05-29 17:09:56+00:00,2023-05-29 17:09:56+00:00,Load content icons on a headless server
8647,closed,2023-05-28 08:03:38+00:00,2023-05-28 13:14:15+00:00,2023-05-28 13:14:15+00:00,Allow Universe to update all solar systems
8646,closed,2023-05-27 20:20:52+00:00,2023-05-27 20:26:25+00:00,2023-05-27 20:26:25+00:00,Fix Liquid Icon Scaling on Objective Dialogs
8644,closed,2023-05-26 21:53:08+00:00,2023-05-26 21:57:24+00:00,2023-05-26 21:57:24+00:00,Don't show ghosts when typing in chat
8643,closed,2023-05-26 21:51:41+00:00,,2024-04-21 09:27:49+00:00,ChatMode & history bugfix
8641,closed,2023-05-26 16:14:49+00:00,2023-05-27 13:05:08+00:00,2023-05-27 13:05:08+00:00,ci: fix assetsJar
8640,closed,2023-05-25 16:46:23+00:00,2023-05-27 13:19:14+00:00,2023-05-27 13:19:14+00:00,Add some servers
8639,closed,2023-05-24 12:36:47+00:00,2023-05-24 13:22:34+00:00,2023-05-24 13:22:34+00:00,Update bundle_cs.properties
8638,closed,2023-05-24 10:53:17+00:00,2023-05-24 13:22:06+00:00,2023-05-24 13:22:06+00:00,Update bundle_ru.properties
8637,closed,2023-05-24 00:05:01+00:00,2023-05-28 04:06:57+00:00,2023-05-28 04:06:57+00:00,Spinning FlareParts
8636,open,2023-05-23 22:22:12+00:00,,,Add test case for ItemModule
8635,closed,2023-05-23 22:12:39+00:00,,2024-03-29 19:14:49+00:00,Add test case for Inventories
8634,closed,2023-05-23 21:56:54+00:00,,2023-05-23 22:14:47+00:00,Add test case for modules
8633,closed,2023-05-23 19:22:30+00:00,2023-05-23 19:44:25+00:00,2023-05-23 19:44:25+00:00,Add test case for achievement
8631,closed,2023-05-23 07:02:56+00:00,2023-05-23 13:16:54+00:00,2023-05-23 13:16:54+00:00,new server CreateDustry v7
8629,closed,2023-05-21 10:04:53+00:00,2023-05-21 14:59:09+00:00,2023-05-21 14:59:09+00:00,fixup! Fix Turret bug when `cheat` (#8273)
8628,closed,2023-05-19 23:05:06+00:00,2023-05-20 01:02:55+00:00,2023-05-20 01:02:55+00:00,Interval bullets for continuous bullets
8627,closed,2023-05-19 18:01:20+00:00,2023-05-20 01:03:40+00:00,2023-05-20 01:03:40+00:00,Chained PartProgress Operation in Json
8624,closed,2023-05-19 09:32:34+00:00,2023-05-19 14:53:06+00:00,2023-05-19 14:53:06+00:00,Shift swarmer shoot barrels to match the chutes
8621,closed,2023-05-18 13:22:12+00:00,2023-05-18 13:29:44+00:00,2023-05-18 13:29:44+00:00,insanity is never final
8616,closed,2023-05-16 09:08:28+00:00,,2023-06-16 03:33:36+00:00,Allow admins to cancel the votekick
8615,closed,2023-05-16 07:24:01+00:00,2023-05-16 13:35:12+00:00,2023-05-16 13:35:12+00:00,Update servers_v7.json
8614,closed,2023-05-16 03:53:55+00:00,,2023-05-16 04:20:18+00:00, only take the non color coding charecters into account for player name length
8611,closed,2023-05-15 12:01:57+00:00,2023-05-15 12:53:55+00:00,2023-05-15 12:53:55+00:00,Update servers_v7.json
8610,closed,2023-05-15 11:43:52+00:00,2023-05-15 12:54:07+00:00,2023-05-15 12:54:07+00:00,Update bundle_cs.properties
8609,closed,2023-05-15 11:39:15+00:00,,2023-06-19 11:19:06+00:00,Update bundle_ca.properties
8608,closed,2023-05-15 09:50:31+00:00,2023-05-15 13:59:15+00:00,2023-05-15 13:59:15+00:00,Move most planet rendering out of PlanetRenderer to Planet
8606,closed,2023-05-14 18:13:18+00:00,2023-05-14 20:50:20+00:00,2023-05-14 20:50:20+00:00,Update servers_v7.json
8605,closed,2023-05-14 15:16:33+00:00,2023-06-02 15:37:16+00:00,2023-06-02 15:37:16+00:00,Improvements to the Schematics UI
8603,closed,2023-05-13 19:42:58+00:00,2023-06-15 17:57:28+00:00,2023-06-15 17:57:28+00:00,Better handling of missiles splitting to other missiles (Done correctly this time)
8600,closed,2023-05-13 12:32:30+00:00,2023-05-13 13:53:47+00:00,2023-05-13 13:53:48+00:00,"Use shouldExplode, explosionMinWarmup in generators"
8599,closed,2023-05-13 09:08:45+00:00,2023-05-13 13:48:32+00:00,2023-05-13 13:48:32+00:00,Fix crash
8597,closed,2023-05-13 06:33:30+00:00,,2023-07-24 02:18:57+00:00,Update servers_v6.json
8595,open,2023-05-13 02:07:55+00:00,,,Modded payload factory sprites
8590,open,2023-05-12 17:35:00+00:00,,,Annihilates them boulders when you step on it
8586,closed,2023-05-12 12:50:18+00:00,,2023-06-12 01:32:21+00:00,"Remove Team#6, confilct with neoplastic"
8585,closed,2023-05-12 05:37:52+00:00,2023-05-12 05:58:30+00:00,2023-05-12 05:58:30+00:00,"Revert ""Properly handle missile units shooting more missile units"""
8584,closed,2023-05-12 02:12:53+00:00,2023-05-12 02:21:05+00:00,2023-05-12 02:21:05+00:00,fix NPE in SpawnGroup.write
8583,closed,2023-05-12 01:55:29+00:00,2023-06-15 19:44:02+00:00,2023-06-15 19:44:02+00:00,Fix items lower than the storageCapacity after core destory
8580,closed,2023-05-11 04:53:46+00:00,2023-05-11 05:06:49+00:00,2023-05-11 05:06:49+00:00,PartMove progress is ignored for growth
8579,closed,2023-05-11 01:13:27+00:00,2023-05-11 16:04:14+00:00,2023-05-11 16:04:14+00:00,Update French translation
8578,closed,2023-05-10 23:33:02+00:00,2023-05-11 01:07:40+00:00,2023-05-11 01:07:40+00:00,RegionPart movement should not be affected by growth scale
8577,closed,2023-05-10 23:19:20+00:00,2023-05-11 01:03:09+00:00,2023-05-11 01:03:09+00:00,Add BlockRotateEvent
8575,closed,2023-05-10 13:50:58+00:00,2023-05-10 16:52:48+00:00,2023-05-10 16:52:48+00:00,sendUnformatted method in PlayerComp
8574,closed,2023-05-09 23:59:27+00:00,,2023-05-24 20:49:52+00:00,predictTarget for Turrets
8573,closed,2023-05-09 21:56:23+00:00,2023-05-18 23:56:39+00:00,2023-05-18 23:56:39+00:00,swarmer resprite?
8572,closed,2023-05-09 15:34:56+00:00,2023-05-10 16:54:18+00:00,2023-05-10 16:54:18+00:00,Better planet selection
8570,closed,2023-05-08 23:33:42+00:00,2023-05-09 13:33:59+00:00,2023-05-09 13:33:59+00:00,Revert Math.max in shakeReduction
8568,closed,2023-05-07 18:49:23+00:00,2023-05-08 01:17:45+00:00,2023-05-08 01:17:45+00:00,Update servers_v7.json
8567,closed,2023-05-07 18:46:53+00:00,,2023-05-07 18:48:16+00:00,Update servers_v7.json
8566,closed,2023-05-07 18:41:04+00:00,,2023-05-07 18:48:31+00:00,Update servers_v7.json
8564,closed,2023-05-07 15:11:58+00:00,2023-05-07 16:32:10+00:00,2023-05-07 16:32:10+00:00,Fix some Italian translations
8562,closed,2023-05-07 04:30:21+00:00,2023-05-10 16:52:54+00:00,2023-05-10 16:52:54+00:00,Ser-pew-lo Turret Animations
8560,closed,2023-05-05 12:31:23+00:00,2023-05-07 01:51:38+00:00,2023-05-07 01:51:38+00:00,update german translation
8559,closed,2023-05-04 11:14:54+00:00,2023-05-07 01:51:52+00:00,2023-05-07 01:51:52+00:00,Update russian bundle
8558,closed,2023-05-02 14:09:54+00:00,2023-05-07 01:49:40+00:00,2023-05-07 01:49:40+00:00,A couple of features for better planet modding
8556,closed,2023-05-02 10:25:20+00:00,2023-05-07 01:52:38+00:00,2023-05-07 01:52:38+00:00,Update servers_v7.json
8555,closed,2023-05-02 08:36:45+00:00,2023-05-07 01:52:52+00:00,2023-05-07 01:52:52+00:00,New translation
8552,closed,2023-05-01 14:39:49+00:00,2023-05-07 01:33:45+00:00,2023-05-07 01:33:45+00:00,Gradle opt -PnoLocalArc to force no localArc
8551,closed,2023-05-01 14:27:27+00:00,2023-05-07 01:31:03+00:00,2023-05-07 01:31:03+00:00,Fix override of Building.block in PayloadSource
8550,closed,2023-05-01 12:15:47+00:00,2023-05-07 03:04:31+00:00,2023-05-07 03:04:31+00:00,Wave limit game rule in custom maps
8547,closed,2023-04-30 12:00:50+00:00,,2023-07-26 10:45:32+00:00,Arbitrary Block Sorting & De-Enum Categories
8544,closed,2023-04-29 23:45:52+00:00,2023-05-07 01:34:11+00:00,2023-05-07 01:34:11+00:00,Clear invalid payload ammo
8543,closed,2023-04-29 14:10:23+00:00,2023-05-07 01:53:11+00:00,2023-05-07 01:53:11+00:00,Fix some mistakes in German translation
8542,closed,2023-04-29 07:14:33+00:00,2023-04-29 13:03:51+00:00,2023-04-29 13:03:51+00:00,Update bundle_ca.properties
8541,closed,2023-04-28 22:44:00+00:00,,2023-04-29 02:10:10+00:00,No background at minimap
8540,open,2023-04-28 09:24:09+00:00,,,UPDATED belaruaian translate
8536,closed,2023-04-26 00:19:31+00:00,2023-04-28 14:42:31+00:00,2023-04-28 14:42:31+00:00,warmup and totalProgress for Pumps
8534,closed,2023-04-24 07:07:56+00:00,2023-04-28 14:39:36+00:00,2023-04-28 14:39:36+00:00,new ip
8532,closed,2023-04-23 19:12:14+00:00,2023-04-28 14:40:33+00:00,2023-04-28 14:40:33+00:00,Update bundle_th.properties
8531,closed,2023-04-23 17:58:32+00:00,2023-06-16 19:57:54+00:00,2023-06-16 19:57:54+00:00,Lock rotation of blocks with `rotate = false` to 0
8530,closed,2023-04-23 11:10:27+00:00,2023-04-28 14:55:11+00:00,2023-04-28 14:55:11+00:00,[XCore] Mini Attack server + reserve server
8528,closed,2023-04-22 23:14:49+00:00,2023-05-07 13:38:18+00:00,2023-05-07 13:38:18+00:00,gas sprites (ark too ig)
8527,open,2023-04-22 20:01:24+00:00,,,Multiple blocked items for drills + Blocked items for beam drills
8526,closed,2023-04-21 22:57:25+00:00,2023-06-15 23:33:02+00:00,2023-06-15 23:33:02+00:00,Laser pierce fixes.
8524,closed,2023-04-20 19:41:44+00:00,2023-04-22 01:32:31+00:00,2023-04-22 01:32:31+00:00,Removed non-license notice from the end
8521,closed,2023-04-19 19:46:54+00:00,2023-04-22 01:32:46+00:00,2023-04-22 01:32:46+00:00,update easyplay servers
8520,open,2023-04-19 18:31:59+00:00,,,Parse more json stuff
8519,closed,2023-04-19 17:26:02+00:00,2023-04-22 01:56:17+00:00,2023-04-22 01:56:17+00:00,Don't set lighting if the preset has noLighting = true
8517,open,2023-04-19 13:34:58+00:00,,,New categories and placement
8516,closed,2023-04-18 09:52:32+00:00,2023-05-08 21:05:27+00:00,2023-05-08 21:05:27+00:00,Attempt healing targeting even if the bullet doesn't collide with ground targets
8514,closed,2023-04-17 19:06:39+00:00,2023-04-18 14:14:08+00:00,2023-04-18 14:14:08+00:00,Add overlays to render updates
8512,closed,2023-04-16 13:03:33+00:00,2023-04-18 14:55:39+00:00,2023-04-18 14:55:39+00:00,Update server_v7.json:add new server
8511,closed,2023-04-15 14:34:08+00:00,2023-04-16 02:12:30+00:00,2023-04-16 02:12:30+00:00,Remove mindustry.party
8510,closed,2023-04-15 05:06:49+00:00,2023-04-16 02:20:56+00:00,2023-04-16 02:20:56+00:00,vps changed ip
8508,closed,2023-04-13 11:42:11+00:00,2023-04-16 02:27:24+00:00,2023-04-16 02:27:24+00:00,Update servers_v7.json
8506,closed,2023-04-13 03:21:07+00:00,2023-04-18 20:37:35+00:00,2023-04-18 20:37:35+00:00,Erekir payload conveyor sprite consistency
8504,closed,2023-04-12 18:03:31+00:00,2023-04-16 02:22:39+00:00,2023-04-16 02:22:39+00:00,Update servers_v7.json - added sandbox server
8503,closed,2023-04-12 12:51:18+00:00,,2023-04-12 12:59:56+00:00,Update servers_v7.json
8502,closed,2023-04-11 23:11:26+00:00,,2023-04-16 02:16:30+00:00,serpulo payload conveyor & router are now underBullets
8501,closed,2023-04-10 17:16:06+00:00,2023-05-07 14:42:46+00:00,2023-05-07 14:42:46+00:00,Search bar for wave UI
8500,open,2023-04-09 20:31:50+00:00,,,Team Drawer
8499,closed,2023-04-09 18:48:34+00:00,2023-04-09 20:08:04+00:00,2023-04-09 20:08:05+00:00,Update CN Ports
8498,closed,2023-04-09 18:31:09+00:00,2023-04-09 20:12:24+00:00,2023-04-09 20:12:24+00:00,Ammo obliteration
8493,closed,2023-04-09 11:24:06+00:00,,2023-05-09 15:10:44+00:00,BetterPlanetSelection
8492,closed,2023-04-08 16:12:49+00:00,2023-04-08 16:15:16+00:00,2023-04-08 16:15:16+00:00,New Darkdustry host
8489,open,2023-04-08 01:25:28+00:00,,,ShootHelix support for more helix
8488,closed,2023-04-07 19:14:17+00:00,2023-04-16 02:16:44+00:00,2023-04-16 02:16:44+00:00,Rework
8487,closed,2023-04-07 17:26:54+00:00,2023-06-02 15:41:12+00:00,2023-06-02 15:41:12+00:00,Dynamic selection of planet tech in rules dialog
8484,closed,2023-04-07 13:56:51+00:00,,2023-04-07 14:00:29+00:00,Ubdated
8479,closed,2023-04-06 12:18:06+00:00,2023-04-06 13:55:06+00:00,2023-04-06 13:55:06+00:00,Update bundle_ko.properties
8478,closed,2023-04-06 09:40:58+00:00,2023-04-06 13:54:49+00:00,2023-04-06 13:54:49+00:00,Update logic bel. translation
8473,closed,2023-04-04 20:01:03+00:00,2023-04-06 23:07:25+00:00,2023-04-06 23:07:25+00:00,More Dark UI in stats display
8472,closed,2023-04-04 19:25:57+00:00,,2023-04-09 11:06:37+00:00,Better Planet Selection UI
8471,closed,2023-04-03 19:36:37+00:00,2023-04-03 19:37:09+00:00,2023-04-03 19:37:09+00:00,Fix multiline messages being cut off
8469,closed,2023-04-03 07:44:17+00:00,2023-04-03 14:03:24+00:00,2023-04-03 14:03:24+00:00,Fix janky sublimate ammo display
8468,closed,2023-04-03 03:15:38+00:00,2023-04-03 03:21:24+00:00,2023-04-03 03:21:24+00:00,Update servers_v7.json
8467,open,2023-04-03 00:54:54+00:00,,,Opacity slider for unit beams
8466,closed,2023-04-02 19:06:00+00:00,2023-04-02 23:53:19+00:00,2023-04-02 23:53:19+00:00,Parse singular consumes
8464,closed,2023-04-02 09:14:13+00:00,2023-04-02 15:00:28+00:00,2023-04-02 15:00:28+00:00,Update bundle_ca.properties
8461,closed,2023-04-02 03:52:53+00:00,2023-04-02 04:19:33+00:00,2023-04-02 04:19:33+00:00,Turret cooling does not take the amount of liquid in the turret into account.
8460,closed,2023-04-02 03:17:11+00:00,2023-04-03 20:38:10+00:00,2023-04-03 20:38:10+00:00,Multi shotgun fix
8457,closed,2023-04-01 11:47:48+00:00,,2023-04-06 22:14:29+00:00,tweak cultivator ratios to keep the designers on their toes
8456,closed,2023-04-01 11:37:07+00:00,,2024-03-29 19:15:14+00:00,Update CONTRIBUTING.md
8455,closed,2023-04-01 09:57:21+00:00,2023-04-01 13:54:01+00:00,2023-04-01 13:54:01+00:00,Fixing Call.menu() not hiding on option selection.
8453,closed,2023-04-01 08:00:42+00:00,,2023-06-03 06:49:53+00:00,Update bundle_zh_CN.properties
8452,closed,2023-04-01 06:27:32+00:00,2023-04-01 14:39:00+00:00,2023-04-01 14:39:00+00:00,Update bundle_de.properties
8451,closed,2023-04-01 01:01:50+00:00,,2023-04-01 02:03:12+00:00,Fix hjson batteries without a drawer crashing the game
8450,closed,2023-03-31 20:28:43+00:00,2023-03-31 20:30:14+00:00,2023-03-31 20:30:14+00:00,Update contributors
8449,closed,2023-03-31 16:35:10+00:00,2023-03-31 18:21:42+00:00,2023-03-31 18:21:42+00:00,Adding a new menu type.
8447,closed,2023-03-31 00:26:41+00:00,2023-03-31 01:23:53+00:00,2023-03-31 01:23:53+00:00,bridgeReplacement for ducts
8446,closed,2023-03-30 13:06:00+00:00,2023-03-30 22:26:05+00:00,2023-03-30 22:26:05+00:00,Update Xpdustry servers
8445,closed,2023-03-30 08:32:47+00:00,,2023-05-08 21:03:10+00:00,Update Menus.java
8444,closed,2023-03-29 03:14:42+00:00,,2023-07-26 05:47:12+00:00,new server tamazia
8443,closed,2023-03-28 20:45:51+00:00,2023-03-28 22:04:35+00:00,2023-03-28 22:04:35+00:00,Update servers_v7.json
8442,closed,2023-03-27 16:49:12+00:00,,2023-03-28 18:03:48+00:00,Return `Setting` value type for each `pref`methods.
8441,closed,2023-03-27 16:43:15+00:00,2023-03-28 18:04:08+00:00,2023-03-28 18:04:08+00:00,Update servers_v7.json
8438,closed,2023-03-27 09:54:15+00:00,2023-10-24 04:59:15+00:00,2023-10-24 04:59:15+00:00,Update servers_v7.json
8433,closed,2023-03-26 17:49:41+00:00,2023-03-26 18:53:14+00:00,2023-03-26 18:53:14+00:00,(Optionally) Scale efficiency of attribute crafters
8432,closed,2023-03-26 15:22:37+00:00,2023-04-06 22:16:04+00:00,2023-04-06 22:16:04+00:00,Add PlayerChatEvent on clients
8431,closed,2023-03-26 08:23:56+00:00,,2023-06-07 17:56:01+00:00,Fixed DNS pollution as China
8430,closed,2023-03-26 04:01:11+00:00,2023-03-26 15:53:46+00:00,2023-03-26 15:53:46+00:00,Fix frags in frags creating a large empty space
8429,closed,2023-03-25 23:49:26+00:00,2023-03-26 02:45:07+00:00,2023-03-26 02:45:07+00:00,Better Ammo Stats Display
8428,closed,2023-03-25 08:31:30+00:00,2023-03-25 17:55:27+00:00,2023-03-25 17:55:27+00:00,Set controller after setting spawnedByCore (fix UnitChangeEvent)
8426,closed,2023-03-24 21:52:16+00:00,2023-03-25 17:58:11+00:00,2023-03-25 17:58:11+00:00,new server v7
8425,closed,2023-03-24 10:07:16+00:00,,2023-03-28 08:37:51+00:00,new server CreateDustry
8422,open,2023-03-24 03:27:09+00:00,,,Minor visual things
8421,closed,2023-03-23 21:37:15+00:00,2023-03-25 17:57:50+00:00,2023-03-25 17:57:50+00:00,Update servers_v7.json
8417,closed,2023-03-22 01:23:56+00:00,,2023-03-22 16:14:07+00:00,Damage multipliers aren't applied to bullet lightning damage
8416,closed,2023-03-22 00:56:12+00:00,2023-03-25 18:06:14+00:00,2023-03-25 18:06:14+00:00,Pierce damage decay
8415,closed,2023-03-21 15:34:29+00:00,2023-03-25 17:46:11+00:00,2023-03-25 17:46:11+00:00,Fix memory leak in pools
8413,closed,2023-03-21 01:00:19+00:00,2023-03-25 17:57:21+00:00,2023-03-25 17:57:21+00:00,Update servers_v7.json
8411,closed,2023-03-20 10:55:55+00:00,2023-03-25 17:52:04+00:00,2023-03-25 17:52:04+00:00,Update bundle_it.properties
8407,closed,2023-03-18 16:44:15+00:00,,2023-04-09 18:46:39+00:00,Update servers_v7.json
8406,closed,2023-03-18 15:44:07+00:00,2023-03-25 17:10:21+00:00,2023-03-25 17:10:21+00:00,Add `Events.fire(Trigger.unitCommandChange)` in select/remove unit by type
8405,closed,2023-03-18 14:48:07+00:00,,2023-03-18 15:02:43+00:00,Add `Events.fire(Trigger.unitCommandChange);` when select/remove units by type.
8400,closed,2023-03-17 02:15:53+00:00,2023-03-25 18:31:14+00:00,2023-03-25 18:31:14+00:00,Include int[] in readObject/writeObject
8396,closed,2023-03-16 07:50:51+00:00,,2023-03-16 08:06:28+00:00,update bundle_be.properties
8395,closed,2023-03-14 17:29:17+00:00,2023-03-25 17:51:43+00:00,2023-03-25 17:51:43+00:00,Make an interface for blocks that spawn tethered units
8393,closed,2023-03-14 08:21:45+00:00,2023-03-25 17:56:48+00:00,2023-03-25 17:56:48+00:00,[thedimas] Use IP instead of domain
8389,closed,2023-03-12 08:34:04+00:00,2023-03-25 17:46:55+00:00,2023-03-25 17:46:55+00:00,Allow 0 items
8388,closed,2023-03-12 05:57:56+00:00,2023-03-25 17:49:22+00:00,2023-03-25 17:49:22+00:00,`findPierceLength` and `collideLine` don't take `Building#collide` into account
8387,closed,2023-03-12 04:58:01+00:00,2023-03-25 17:47:53+00:00,2023-03-25 17:47:53+00:00,Fix armor piercing ignoring status effect health multiplier
8385,closed,2023-03-10 21:49:53+00:00,,2023-10-09 20:43:21+00:00,Index wall ores
8384,closed,2023-03-10 20:34:12+00:00,,2023-03-25 17:51:05+00:00,Scale efficiency of attribute crafters
8383,closed,2023-03-10 09:40:50+00:00,,2023-03-10 09:47:04+00:00,Update bundle_be.properties
8381,closed,2023-03-09 15:32:22+00:00,2023-03-25 17:50:06+00:00,2023-03-25 17:50:06+00:00,Scale planet grid to planet radius
8380,closed,2023-03-09 10:44:46+00:00,2023-03-25 17:57:11+00:00,2023-03-25 17:57:11+00:00,Add eradication mindustry HexPvP && Hub server
8377,closed,2023-03-08 19:51:59+00:00,,2024-03-29 19:15:25+00:00,Remove Omnidustry from servers_v7.json
8375,closed,2023-03-08 03:43:21+00:00,2023-03-08 13:26:11+00:00,2023-03-08 13:26:11+00:00,Player unit spawns before core animation finishes
8374,closed,2023-03-07 17:34:39+00:00,2023-03-08 14:18:17+00:00,2023-03-08 14:18:17+00:00,Update bundle_be.properties.
8373,closed,2023-03-06 20:18:06+00:00,2023-03-08 14:17:40+00:00,2023-03-08 14:17:40+00:00,Shield flash on top
8372,closed,2023-03-06 17:56:51+00:00,2023-03-08 14:18:47+00:00,2023-03-08 14:18:47+00:00,[XCore] new server
8366,closed,2023-03-05 05:38:19+00:00,2023-03-08 14:10:34+00:00,2023-03-08 14:10:34+00:00,Display Interval Bullet in Stats + Collapsers
8365,closed,2023-03-05 04:27:35+00:00,2023-03-08 14:11:07+00:00,2023-03-08 14:11:07+00:00,Interval Bullet Delay
8364,closed,2023-03-05 03:44:24+00:00,2023-03-08 12:12:04+00:00,2023-03-08 12:12:04+00:00,Clearer translations
8360,closed,2023-03-04 04:24:56+00:00,,2023-03-08 14:16:17+00:00,Force projectors with variable sides and rotation
8359,closed,2023-03-04 03:04:22+00:00,2023-05-10 00:34:13+00:00,2023-05-10 00:34:13+00:00,Properly handle missile units shooting more missile units
8358,closed,2023-03-04 00:23:58+00:00,2023-03-08 14:16:07+00:00,2023-03-08 14:16:08+00:00,Non-hexagonal force projectors
8356,closed,2023-03-02 23:42:22+00:00,2023-03-25 18:24:09+00:00,2023-03-25 18:24:09+00:00,More precise ui scaling option
8355,closed,2023-03-02 16:32:01+00:00,2023-03-25 17:50:25+00:00,2023-03-25 17:50:25+00:00,Call.textInput
8354,closed,2023-03-01 16:04:31+00:00,,2023-03-07 17:13:36+00:00,Add all block names and others
8353,closed,2023-02-28 03:31:39+00:00,,2023-03-04 03:05:02+00:00,Don't kill shooter if shooter is already dead
8349,closed,2023-02-26 13:46:55+00:00,2023-02-27 16:25:12+00:00,2023-02-27 16:25:12+00:00,Update servers_v7.json
8345,closed,2023-02-25 20:12:31+00:00,2023-05-10 17:10:48+00:00,2023-05-10 17:10:48+00:00,Horizontal shifting of pistons (also adds proper icons for pistons)
8343,closed,2023-02-25 16:43:26+00:00,,2023-02-25 18:28:11+00:00,Update servers_v7.json
8342,closed,2023-02-25 15:18:09+00:00,2023-02-27 16:25:29+00:00,2023-02-27 16:25:29+00:00,[RU] Small translation update
8341,closed,2023-02-24 22:28:14+00:00,2023-03-08 14:25:56+00:00,2023-03-08 14:25:56+00:00,Update bundle_ca.properties
8339,closed,2023-02-24 19:49:51+00:00,2023-03-08 14:19:57+00:00,2023-03-08 14:19:57+00:00,Drill multipliers for regular drills and beam drills
8338,closed,2023-02-24 19:32:42+00:00,2023-02-27 16:26:27+00:00,2023-02-27 16:26:27+00:00,Don't generate edges if edges already exist
8337,closed,2023-02-24 18:49:05+00:00,2023-02-27 16:26:47+00:00,2023-02-27 16:26:47+00:00,overRegion for payload loader/unloader
8336,closed,2023-02-24 06:20:30+00:00,,2023-02-26 12:23:31+00:00,Update servers_v7.json
8334,closed,2023-02-23 19:19:27+00:00,2023-03-08 18:11:53+00:00,2023-03-08 18:11:53+00:00,json-able attributes
8332,closed,2023-02-23 12:02:11+00:00,2023-02-23 14:06:07+00:00,2023-02-23 14:06:07+00:00,Update servers_v7.json
8331,closed,2023-02-22 16:49:34+00:00,2023-02-22 18:02:09+00:00,2023-02-22 18:02:09+00:00,Updated and improved belarusian translation.
8330,closed,2023-02-22 16:29:18+00:00,2023-02-22 18:02:04+00:00,2023-02-22 18:02:04+00:00,Fix server always paused
8329,closed,2023-02-22 11:35:47+00:00,,2023-02-22 15:25:04+00:00,Belarusian translate update
8327,closed,2023-02-21 15:21:36+00:00,2023-02-21 15:26:04+00:00,2023-02-21 15:26:04+00:00,Updated belarusian translate.
8325,closed,2023-02-21 09:22:18+00:00,2023-02-21 14:52:55+00:00,2023-02-21 14:52:55+00:00,(Add hub) servers_v7.json
8324,closed,2023-02-21 02:33:50+00:00,2023-02-21 14:55:56+00:00,2023-02-21 14:55:56+00:00,Update bundle_ja.properties
8323,closed,2023-02-20 21:43:17+00:00,2023-03-25 18:00:09+00:00,2023-03-25 18:00:09+00:00,Battery Graphical Updates
8322,closed,2023-02-20 18:05:07+00:00,2023-02-20 18:46:02+00:00,2023-02-20 18:46:02+00:00,Update servers_v7.json
8320,closed,2023-02-19 16:37:44+00:00,2023-02-21 14:55:33+00:00,2023-02-21 14:55:33+00:00,Update servers_v7.json
8319,closed,2023-02-19 12:11:44+00:00,2023-02-19 14:25:09+00:00,2023-02-19 14:25:09+00:00,[XCore] Change ip
8318,open,2023-02-19 09:10:28+00:00,,,Update contributors
8317,open,2023-02-19 09:03:00+00:00,,,Update bundle_id_ID.properties
8315,closed,2023-02-18 23:05:57+00:00,2023-02-19 14:27:00+00:00,2023-02-19 14:27:00+00:00,Update hungarian language file
8313,closed,2023-02-18 17:03:41+00:00,,2023-02-19 16:36:55+00:00,Update servers_v7.json
8312,closed,2023-02-18 16:29:45+00:00,2023-02-19 00:48:08+00:00,2023-02-19 00:48:08+00:00,Missing translation and errors correction
8310,closed,2023-02-18 09:04:36+00:00,2023-05-08 22:41:56+00:00,2023-05-08 22:41:56+00:00,Smoother Screenshake Reduction
