sha,date,author,message,files_changed
b0f5c6d96d230681c4017fcf33d593ac83291717,2023-10-01 17:52:53+00:00,ArkSourcer,Funny change (#9126),1
4a28f73d6595c52116543d4bc9b1a7a67526ec2d,2023-10-01 15:51:56+00:00,ivancea,"Changed ""perpendicular"" to ""ortogonal"" (#9125)",1
37c596f409751975594d08e337eb687ed1b9518a,2023-10-01 13:20:21+00:00,karlo292,"Update servers_v7.json (#9122)

added second crocraft server",1
fd255233928556ed1b8efc3754c672d3e45047d1,2023-10-01 13:20:10+00:00,MEIQIUawa,Update servers_v7.json (#9123),1
4c704b936692326c93a5888a6eadd99c1d2a4732,2023-10-01 01:09:10+00:00,Anuken,Merge remote-tracking branch 'origin/master',1
d7c12edba484ee919dc1277afc703b9d95c10792,2023-10-01 01:09:04+00:00,Anuken,Fixed #9121,1
a45c0a7cecb7c6f5a88226829ec1ecb7032a50d0,2023-09-30 19:30:05+00:00,TheTrueInfinity,Update servers_v7.json (#9118),1
c1737a9e516185e44d2d6981e357919db1f20bff,2023-09-30 19:29:29+00:00,XuwenMeimei,Update servers_v7.json (#9120),1
46ed5e05bbef190be1363619bafb64bc0dc340c4,2023-09-30 01:25:20+00:00,Anuken,Merge remote-tracking branch 'origin/master',5
177125a6160f447d8d8af98bb339392882d2b044,2023-09-30 01:25:12+00:00,Anuken,Fixed #9116,1
dbea2e2161608143078aad13651b9b2c17dad580,2023-09-29 14:40:08+00:00,MEIQIUawa,Update servers_v7.json (#9115),1
db9e672eb2cc9c76299de50bdbfc7c5f0ab75319,2023-09-29 14:27:42+00:00,XuwenMeimei,Update servers_v7.json (#9111),1
93269692ab484621b46a27cbf2adf011084e7c5f,2023-09-29 14:10:50+00:00,ApsZoldat,"Fix marker and bridge calculation game crashes, minor marker instruction fixes (#9112)

* Fix text setting in marker control

* Fix marker and bridge calculation game crashes, minor marker instruction code fixes",4
8b155828b70cd135ffefb1c5b140bf605e901024,2023-09-29 04:48:06+00:00,Arzxq,Update servers_v7.json (#9110),1
d41b6f219b5613713e82de916991a4a05e8d87bb,2023-09-28 22:25:20+00:00,Anuken,Markers no longer synced,2
6119f3a50794e8ef05a993de17fcea9ec54fc401,2023-09-28 20:07:02+00:00,ApsZoldat,Fix text setting in marker control (#9108),1
1d484d34e745e88e41b451be903b64a06189c06b,2023-09-28 18:26:45+00:00,MEEPofFaith,"Point bullets hitting buildings doesn't call hit (#9106)

* Point bullet hitting buildings doesn't call hit

* Use px/py",1
81688f39540dc3cf28e5c2c8dea73ae4fafef531,2023-09-28 17:47:47+00:00,guiYMOUR,"Maybe the ShieldArcAbility needs a minor fix? (#9105)

* Update ShieldArcAbility.java

* Update Fx.java

* Update ShieldArcAbility.java

* Update Fx.java

* Update ShieldArcAbility.java

* Update ShieldArcAbility.java

* Update Fx.java

* Update Fx.java

* Update Fx.java...again...

* Switch method",2
b1cb50a9cd81385f8ed5a7c686848778aac15c94,2023-09-28 12:52:14+00:00,Anuken,Merge remote-tracking branch 'origin/master',37
4ed6ed9bcbd22f35d0c43f881ffe8f60e1de1fe2,2023-09-28 12:52:08+00:00,Anuken,copy paste,2
4ddd1f7ca066ccf15c3880f00dfde275b0928bcb,2023-09-28 05:48:38+00:00,Redstonneur1256,"Add sensor for player camera (#9103)

* Add sensor for player camera

* Fix sensor for player camera",3
198d18bac442e975fbaa64a3e19be62678e16ca5,2023-09-28 05:06:36+00:00,unknown,Automatic bundle update,34
8bbf5b1f5277f50ddfbd2903736cb3e634958a91,2023-09-28 05:04:03+00:00,Anuken,Marker instruction rework,18
68a5ab14bea329b0ad29a37f22543362274cb627,2023-09-27 21:18:48+00:00,unknown,Automatic bundle update,34
8c777e79fa28385b28c1a753bbb7a5fb5d0a440c,2023-09-27 21:17:59+00:00,ApsZoldat,"Add marker instruction to world processors (#9087)

* Basic implementation of world processor marker control

* Add line marker, some marker control fixes

* Add remote for setting markers, add marker writer/reader to TypeIO

* Add sides cap to ShapeTextMarker's draw() method

* Marker instruction code refactor, revert accident auto-formatting, fix marker control bugs

* Cleanup LMarkerControl.java

* Remove deleted marker controls from MapObjectives

* Marker control method refactor, fix minimap marker rendering

* Refactor, proper double comparsion in MapObjectives

* Fix line marker's color not changing through world processors",9
6310d54b5375feeb52d8182191a4ef6af62b03c0,2023-09-27 14:54:48+00:00,ArkSourcer,Update bundle_es.properties (#9100),1
5b252e0dd8af7af3b1cab2b2123f5d116e510a1f,2023-09-27 13:38:28+00:00,112Hack,Update servers_v7.json (#9093),1
0b68c34297a0b490da066efeb2924440b4b47fd6,2023-09-27 12:58:55+00:00,a-big-fish-fish,Update servers_v7.json (#9099),1
81b88e6cc8f88864691303054a6ae894ea377543,2023-09-26 12:30:34+00:00,a-big-fish-fish,Update servers_v7.json (#9095),1
0a7690a43b05fd9898b7889f81c0f8b268c0f56a,2023-09-26 12:30:17+00:00,Anuken,Fixed #9094,1
39dfdff53aa98ffbbfe3c9f1e72783bfd149e218,2023-09-25 17:37:11+00:00,Anuken,Queued formation movement fix,2
95609a90be0e2d7a38c73bc60cde9889a273b425,2023-09-25 16:48:55+00:00,Anuken,More misc pathfinding improvements,2
7536bbfeb05e14866c44014b9879db5fa98f7dde,2023-09-25 16:23:46+00:00,Anuken,Pathfinding fixes,7
d8535c4d03071c6b75d04fb324770e208a8f9ecc,2023-09-25 02:29:58+00:00,Anuken,Better turns for units pathfinding near blocks,1
2b128001233bb54d5eaa1fe88e970c1e05749da8,2023-09-24 16:24:48+00:00,Anuken,Remove all piercing from shocked status,2
65aecbed2035944b0b7404041cacf24d486ab016,2023-09-24 13:03:44+00:00,Anuken,Limit formation speed across collision layers,3
235c0222bf6a289ab6a2e5cebe84fd0ca1b712b2,2023-09-24 12:11:37+00:00,Anuken,Limit formation speed,4
7d0bb3f1c882e8bf46ba5f12fd1aaa0f93664723,2023-09-24 11:46:04+00:00,Anuken,Merge remote-tracking branch 'origin/master',1
2aab745603d256aaa84968a6f5c9777c171e2732,2023-09-24 11:44:42+00:00,Anuken,WIP grouped unit arrival,9
8bcd3a8990f6100899b5c0adeaed69352447efee,2023-09-24 01:43:38+00:00,ArkSourcer,Update servers_v7.json (#9091),1
a851b2ee6bb4bae9c56f612ccd30016ee99d6b48,2023-09-23 22:15:09+00:00,ArkSourcer,Update servers_v7.json (#9089),1
276245bf3ce7f39b1a8bcef5f5f7ff591b211654,2023-09-23 21:10:19+00:00,Anuken,Commands are now content,7
cafec1386c5174cf8c006cea673ad79ee946c4f6,2023-09-23 21:09:50+00:00,Anuken,Patrol tweaks,1
f63837fa4b3881bc82b6e5469c1db6a55f99f41b,2023-09-23 20:32:01+00:00,Anuken,Craters + Naval fortress wave changes,2
0965d90bc07c601088cbf061eebf9e6c110b918f,2023-09-23 19:13:28+00:00,Anuken,Stained mountains has Scepter again,1
820a707e38615f3cd4e4ddf7055a28285128ad2c,2023-09-23 19:12:36+00:00,Anuken,Merge remote-tracking branch 'origin/master',34
9cb64d987d1bf88adcc86b6bb1acefb7d554f4c8,2023-09-23 19:12:31+00:00,Anuken,Fixed tests,1
8f12bccecf4735405c124b7326e603d29eb33bc8,2023-09-23 16:02:54+00:00,unknown,Automatic bundle update,34
d63133c7205cc56b4b91e1527487cf1591d5c193,2023-09-23 16:02:06+00:00,Anuken,Bindings per command/stance,5
2286b54011d1cf1bc80f104154e778d2b1581e13,2023-09-23 15:03:15+00:00,Anuken,Command hotkeys,3
f2bb712860f23cf4fe301ae0f4e462f6fac17c4a,2023-09-23 02:19:19+00:00,Anuken,Merge remote-tracking branch 'origin/master',34
c59866a65cf98bac157142963919c15349bc82b4,2023-09-23 02:19:13+00:00,Anuken,Offset tooltips on mobile,1
a539d6277d9faf348d03cf787a4614560148c363,2023-09-22 22:33:39+00:00,unknown,Automatic bundle update,34
e6bb34acf2e55d89b88dd374ecfafcf1b97223fe,2023-09-22 22:32:40+00:00,Anuken,Merge remote-tracking branch 'origin/master',34
06a5201ae899f6624ff597ba921bd6c45e970594,2023-09-22 22:32:35+00:00,Anuken,Payload stances changed to commands,6
c04757414f19b817868da17eddb24316a8b4aa01,2023-09-22 22:23:22+00:00,unknown,Automatic bundle update,34
9762507db6124ac1aeb738cb7fd28780970168ef,2023-09-22 22:22:24+00:00,Anuken,Merge remote-tracking branch 'origin/master',1
b6c28bc27deaff0fa8d139aa7ebec70e55e7ed36,2023-09-22 22:22:19+00:00,Anuken,Added stances for payloads,6
7fabe6b914ff6bf6306fde43f8801f6dea7d9d08,2023-09-22 16:33:53+00:00,lemon3357,Update servers_v7.json (#9084),1
f633fb0af57e9eb5b1815dce9b08a28d7964b980,2023-09-22 14:06:43+00:00,Anuken,Fixed setProp x/y not teleporting on strict servers,13
71e049d92de5e3245e29bb4746a77fbc1323a28d,2023-09-21 18:28:14+00:00,Anuken,Merge remote-tracking branch 'origin/master',34
d9c607995b995ef285349eb6ce0cb479cac13ee3,2023-09-21 18:28:08+00:00,Anuken,Misc bugfixes,4
4899b2765d4e58a74650405174ff021280f5c04c,2023-09-21 16:34:07+00:00,unknown,Automatic bundle update,34
1c76087930d82bbf18472cecaa4ae7d24fd12178,2023-09-21 16:33:15+00:00,Anuken,Merge remote-tracking branch 'origin/master',34
78b4d366ccc21af04560a74ac2195e6ffdfdee26,2023-09-21 16:33:09+00:00,Anuken,Closes Anuken/Mindustry-Suggestions/issues/4677,3
674d1bbcb6eb843d0952bbc596b4eedf324c940a,2023-09-21 14:41:58+00:00,unknown,Automatic bundle update,34
8f0fe863663b28faa762f3ab27d257a3639b3c9b,2023-09-21 14:40:52+00:00,Anuken,Merge remote-tracking branch 'origin/master',34
8598eedd6f6424a37c3660b02424fdf8eac215ba,2023-09-21 14:40:44+00:00,Anuken,Keybind tweaks,4
64765cc4d3f1486db49aaecaac3b332025c86493,2023-09-21 13:59:23+00:00,unknown,Automatic bundle update,34
36193c755fa37325dc8f6f1d536357d81ff3ed7b,2023-09-21 13:58:12+00:00,Anuken,Merge remote-tracking branch 'origin/master',35
a6ec8f4bcc5feaf36696c69567c2aa02973d2155,2023-09-21 13:57:57+00:00,Anuken,Ram stance + Mobile command queue support,9
653544f072ae4ba92eaeb65967ad60c167784251,2023-09-21 02:49:19+00:00,Redik2,"Open PVP (#9079)

New hosting, new ip",1
6fa88cdcb0eba8cf8b8179c1cd4f261bdbd9072e,2023-09-21 02:46:40+00:00,unknown,Automatic bundle update,34
7ce05fde7a0603cdb9e1ae8f9c2943ef102fafd9,2023-09-21 02:45:51+00:00,Anuken,Merge remote-tracking branch 'origin/master',34
9d9d5d2e18739e15d8f2f6cbceb2b78ee8134d99,2023-09-21 02:45:45+00:00,Anuken,Patrol + pursue target stances,7
9ac8debf7af26140a9710cc11387dabb894031e2,2023-09-21 01:56:15+00:00,unknown,Automatic bundle update,34
fccf6847c11e7ad40ddcd4e3ed9a4b1ed805cf36,2023-09-21 01:55:18+00:00,Anuken,Merge remote-tracking branch 'origin/master',3
3e15f70efa8201eeb05ba06967f61ddf961de827,2023-09-21 01:55:06+00:00,Anuken,Added unit stances,11
fa0ce204da1c3d9686107b64a70ad63df512524d,2023-09-21 01:20:22+00:00,MEEPofFaith,"Unnecessary Drawer Icon Adding (#9078)

* DrawBlock icons shouldn't have icons by default

It doesn't make sense for drawers like DrawLiquidTile to return icons. Overriding in every such class doesn't make as much sense as simply changing the superclass.

* Ensure that finalIcons is never empty",3
0d1c56fb60ededca8db1f74eea3a2bdeb0faef0d,2023-09-20 15:00:01+00:00,Anuken,Merge remote-tracking branch 'origin/master',34
cc4efdd4281960b99c8388987f0b5ed338a18731,2023-09-20 14:59:55+00:00,Anuken,Fixed #9077,1
815ee809b0c8a1c7d66a0e312aaa6c005b66c336,2023-09-20 03:51:07+00:00,unknown,Automatic bundle update,34
d7e0aea6e7be61a6a54cd04b5529c8243450f190,2023-09-20 03:48:46+00:00,Anuken,Merge remote-tracking branch 'origin/master',35
aecd220574089f02a57c3637c8ec5de40775d72a,2023-09-20 03:48:40+00:00,Anuken,RTS Control groups,8
0b5ce41b49f0b938c7ecc4ce3fec770b54a5aaae,2023-09-19 22:58:26+00:00,ArkSourcer,Update servers_v7.json (#9074),1
d9c9e0794d5b569d0f207bb3b8c5176f94ee2d1e,2023-09-19 21:26:43+00:00,unknown,Automatic bundle update,34
e6b2e27d2aa428833bd9ba6f07248e726d61723b,2023-09-19 21:25:55+00:00,Anuken,Merge remote-tracking branch 'origin/master',1
2e0c5619b1c31ddb5af9c16c1720f57f6e40c819,2023-09-19 21:25:49+00:00,Anuken,WIP command queueing,7
2294c4301dbff0baa841f34beb909508ddd447ad,2023-09-19 17:24:12+00:00,XuwenMeimei,"Update servers_v7.json (#9072)

* Update servers_v7.json

* Update servers_v7.json",1
2513f06895379826b7d5fcc1b26276b9c82f9732,2023-09-19 13:12:34+00:00,a-big-fish-fish,Update servers_v7.json (#9071),1
a7ba018dc3333f20ca3b7fb7b061b9e588757e93,2023-09-19 03:19:03+00:00,Anuken,Merge remote-tracking branch 'origin/master',2
66ad4e17987e44564009e66c43ea6c8fe88579f6,2023-09-19 03:18:55+00:00,Anuken,Fixed commanded units attacking invalid targets,4
2b93d39e725fb1268e6397ddd482db8b0c5ed9e8,2023-09-17 04:22:04+00:00,way-zer,Update SpawnGroup.java (#9065),1
a1061059abfebd4118b90f83978c5e36d0fe2147,2023-09-16 20:23:48+00:00,ArkSourcer,Update servers_v7.json (#9064),1
68d51c1770327d54b4a7f13d675bf48a38146ef2,2023-09-16 19:43:23+00:00,NazrinNya,"Update server_v7.json (#9063)

* Update servers_v7.json

* Update servers_v7.json",1
844894f5849fb3872f965a4e16498db987f1dc7d,2023-09-16 15:40:53+00:00,Anuken,Localization cleanup,127
4cef55bcc5cdcd787435299ba9a30081030cd3fa,2023-09-16 15:19:43+00:00,Anuken,Merge remote-tracking branch 'origin/master',3
217a1ee300d51b0e9f63447d1e2eb78188ff71cb,2023-09-16 15:19:37+00:00,Anuken,Updated Steam localization data,3
cbc3721e50924dd184a8e73adc809ee44b530044,2023-09-15 21:11:22+00:00,phinner,"Add text input option allowing empty text (#9058)

* feat: Add option allowing empty text input

* feat: Implement https://github.com/Anuken/Arc/pull/155

* chore: Add missing null checks in Menus",3
9aa87f0f335a6ac525b232e6a58f9cbadf321459,2023-09-14 18:34:06+00:00,Anuken,Merge remote-tracking branch 'origin/master',34
de773ce406ba305d54d490f9d763ca9d9c34c35c,2023-09-14 18:34:00+00:00,Anuken,Fixed #9055,2
68dd1bb2aeab11ac141079a693bb2176b432f195,2023-09-14 05:54:13+00:00,unknown,Automatic bundle update,34
73e9ed4919046e6f8f261dc77358d4a3fc2cd52a,2023-09-14 05:53:09+00:00,Anuken,Implements Anuken/Mindustry-Suggestions/issues/4665,2
8c93fb5f10cd9a1be73ac50357da24c05cbe7b82,2023-09-14 04:50:30+00:00,Anuken,Fixed some crawling unit visual issues,1
cf503c0efc1fbaab6a95b032b7e75868ab9c0ffa,2023-09-14 03:43:23+00:00,Anuken,Merge remote-tracking branch 'origin/master',9
f698d4dd37c797e397f6848c38bb9b1711d73b12,2023-09-14 03:43:16+00:00,Anuken,Clamp mobile view,2
8a9b123b8133174ee935320b7c0da66566d08946,2023-09-12 20:31:38+00:00,Zerenta,"Navanax buff (#8925)

* Update UnitTypes.java

its late at night imma just commit changes and pray i didnt fuck up anywhere

* Allow changing suppress effect color
* Fx.regenSuppressParticle and Fx.regenSuppressSeek now color-aware
- regenSuppressParticle's color handling changed, allows changing the from color intead of the to color
* Damage.applySuppression accepts color as an argument, old method signature still exists
* SuppressionFieldAbility has a new field allowing to specify the color for effect particles
* BulletType has a new field allowing to specify the color for suppress effect particles
* BuildingComp has a new field storing the color to be used for suppression effect

* name

---------

Co-authored-by: BalaM314 <71201189+BalaM314@users.noreply.github.com>",6
be525df065b0dea93c57b0a4020eb1835fa023d9,2023-09-12 17:56:16+00:00,Mythril382,"Ban/Unban Blocks & Units with World Processors (#9052)

* uh

* mmmmmm

* hhhhhh

* i

* indicate",3
34ba2cfd41bb3cccb5ef779575add0030c18db19,2023-09-12 00:00:20+00:00,Anuken,Fixed #9049,2
3b2ac61dd0e408c33cf2655f2259592d9fb687b0,2023-09-10 21:19:40+00:00,Anuken,Merge remote-tracking branch 'origin/master',2
4b6152ffe9827760b3113aab6f64e1b25f184792,2023-09-10 21:19:33+00:00,Anuken,Removed pointless statement,1
6b04f7eb1c564846117f111252c7df30c4617a8c,2023-09-09 23:34:47+00:00,OpalSoPL,"PL translation of missing texts  (#9040)

* translation of most of the missing translations

* Update contributors",2
15d3ff3b3e04c94314a59705f55ca8cd09147fc1,2023-09-09 22:39:43+00:00,Anuken,Merge remote-tracking branch 'origin/master',2
e61deb05ec588d7c12c1dcaf67f936fcec6291f3,2023-09-09 22:39:37+00:00,Anuken,Scathe buff,1
b0cbe06e087a0045bdd2f77fca51c7285185ea21,2023-09-09 19:53:24+00:00,Darkness6030,"More ServerControl improvements (#9038)

* More ServerControl improvements

* Update server/src/mindustry/server/ServerControl.java

---------

Co-authored-by: Anuken <arnukren@gmail.com>",1
2b1557832d182577ced7f17e50a77723197e2c31,2023-09-09 19:52:16+00:00,The1Crux,"Update servers_v7.json (#9037)

sorry i forgot this ip in last fork",1
3686f1c058cc1ea607c62fb8c5c69868dfd9abca,2023-09-08 04:27:43+00:00,alexpvpmindustry,"Update servers_v7.json (#9033)

change to ip address",1
b9f2da72864da1591a7b7628f11d07a1b7b0123a,2023-09-07 13:23:22+00:00,Anuken,Merge remote-tracking branch 'origin/master',2
a47e4518fedac30c6801ec0c17e7020336d52685,2023-09-07 13:23:17+00:00,Anuken,Fixed #9031,1
d0e3a691d1005655738a192211927baff8d2d656,2023-09-06 14:55:20+00:00,Redik2,"Update servers_v7.json (#9028)

* Update servers_v7.json

Idk if i need to write description, but i will. My server is about pvp in open world, that generates every round again. Also there are serpulo and erekir content, that balanced not bad.

* Update servers_v7.json

Fixed ad(d)ress",1
c9beb3d158bee8d17fe4e057418710294f7eef65,2023-09-05 16:43:17+00:00,way-zer,"add `@server` to logic (#9018)

* add @master to logic

* remove `Vars.`

* Update GlobalVars.java

* Update GlobalVars.java",1
7fa002c626b1f6ac9b683935a24ee2237f137cef,2023-09-05 13:41:04+00:00,Anuken,Support for JSON planets without a parent,2
fb3fff40d254cc745ad1eb67032dc6cbc69f0e77,2023-09-04 21:56:16+00:00,Anuken,Merge remote-tracking branch 'origin/master',1
ee5fc8a3329409eb26906aabef91469ac53943a6,2023-09-04 21:56:10+00:00,Anuken,Crash fix,2
4a48115c0acaa5d4a28cbbda5311f9016698ceec,2023-09-04 20:59:19+00:00,HamzaGSopp,Update servers_v7.json (#9019),1
d54f7accebb6814cf1d0b3aeaa82676cda748d0f,2023-09-04 15:29:08+00:00,Anuken,e,1
d2de8e7880771dea982a05c7ceffb31ab9d49980,2023-09-04 15:28:34+00:00,Anuken,豈,3
424714972c1913dc101045b0d06703f3274a3515,2023-09-04 14:05:39+00:00,Anuken,fixed #9017,2
700dd38a3690bacb8949d35d70723026d8205ae3,2023-09-04 04:04:22+00:00,Anuken,Fixed #9011,1
a4b1ad3b6748fae57c42c07220bb4bc8fbd3c6a7,2023-09-04 03:50:38+00:00,Anuken,Fixed monos not mining,1
3ce71aa89143b7c60f776fed673e9a393ab868c6,2023-09-04 02:45:37+00:00,Anuken,Fixed mod loading,2
26b66f9bdbd3a77b32f10f3cb350a9a737d5f012,2023-09-04 02:02:02+00:00,Anuken,Fixed empty admin menu,1
5548e727501793479c4cdb557e267a9441dd5698,2023-09-04 01:52:25+00:00,Anuken,I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN I HATE THE ANDROID GRADLE PLUGIN V,4
766a95da0325f34f4370e4929fbed1f051b1e7d0,2023-09-04 01:15:50+00:00,Anuken,Build fix?,1
c705743696b1ba857ee07b25470bdd402988750a,2023-09-04 01:12:52+00:00,Anuken,Merge remote-tracking branch 'origin/master',1
0e24b67d09dd5d4ba01abaa0317c3d75fd1d2369,2023-09-04 01:12:46+00:00,Anuken,Wave effect has color now,2
9d8905a4ae2dbec6cb89d7eb5fd71fe72d6ccc11,2023-09-04 01:08:31+00:00,Zerenta,"fixes serp-specific fog issue (#9009)

* fixes serp-specific fog issues

* didnt know the f had a purpose",1
2882f7840ee24f8e57e94548001131a951b1bc06,2023-09-03 17:28:33+00:00,Anuken,Merge remote-tracking branch 'origin/master',1
73dd487af92f6fd51b482a167de3e19823f48daa,2023-09-03 17:28:11+00:00,Anuken,Updated Gradle + other deps,5
798b493334498e559a1660d1ec08d18e7fa108ac,2023-09-03 15:39:13+00:00,SSansssssssssssss,Update servers_v7.json (#9006),1
8311261e3c01eba63890e12b581bddf16313997b,2023-09-03 15:37:49+00:00,Anuken,Merge remote-tracking branch 'origin/master',35
26c54ae0ed99a12c323ea054199a2055f1a3f337,2023-09-03 15:37:43+00:00,Anuken,Removed pointless test,1
6341da8f43a6a81e229f630d3344fa54cb4ca360,2023-09-02 23:53:47+00:00,Hahaa13,Update servers_v7.json (#9002),1
f0e272d84c114675266435cd82892434c0871fcf,2023-09-02 23:18:45+00:00,unknown,Automatic bundle update,34
9c23134f2a8014c8bc59b87dfb07e4fe209137d1,2023-09-02 23:17:53+00:00,Anuken,Merge remote-tracking branch 'origin/master',1
d3b7fb09901079c7e53a41e00a6dbf3ea6944510,2023-09-02 23:17:47+00:00,Anuken,Fixed #9001,1
