number,state,contributor,created_at,closed_at,title,labels
8701,closed,CoCo-Snow,2023-06-11 16:24:10+00:00,2023-06-11 20:21:03+00:00,File in wrong Folder,['bug']
8698,closed,Darkness6030,2023-06-10 16:06:17+00:00,2023-06-10 16:27:43+00:00,Force Projector,['bug']
8695,closed,simoncheli,2023-06-09 11:27:47+00:00,2023-06-09 13:24:40+00:00,Bug imto tge Anemy Base,['unlabeled']
8694,closed,simoncheli,2023-06-09 11:25:46+00:00,2023-06-09 13:24:43+00:00,Bug,['unlabeled']
8693,closed,Darkness6030,2023-06-09 07:12:54+00:00,2023-06-09 13:25:47+00:00,Power Node Autolink,['bug']
8689,closed,Xaocsoul,2023-06-08 03:54:23+00:00,2023-06-08 14:47:26+00:00,IOS cant type nextlines,['bug']
8684,closed,stoltzld,2023-06-07 16:28:21+00:00,2023-06-07 16:43:05+00:00,Can you add an option to hide the mouse pointer while hovering over any sort of message block.,['unlabeled']
8681,closed,tankhellfire,2023-06-06 09:27:31+00:00,2023-06-06 14:01:46+00:00,block unintended behaver,['bug']
8680,closed,TechDudie,2023-06-06 01:18:01+00:00,2023-06-06 14:05:28+00:00,Minimap and real thing show different views after sector restarted,['bug']
8675,closed,SunkyMP3G,2023-06-04 14:31:05+00:00,2023-06-04 14:58:29+00:00,"Tecta's ""whenShooting = false"" line doesn't work",['bug']
8671,closed,BnDLett,2023-06-04 10:51:33+00:00,2023-06-04 11:23:17+00:00,"""whitelist remove"" not removing player off of the whitelist",['bug']
8668,closed,JniTrRny,2023-06-03 13:21:54+00:00,2023-06-03 15:29:32+00:00,Env blocks decided to vanish,['bug']
8667,closed,CoCo-Snow,2023-06-03 13:20:47+00:00,2023-06-03 15:47:27+00:00,Buttons cannot be overridden with mods,['bug']
8665,closed,squi2rel,2023-06-03 06:47:40+00:00,2023-06-03 15:19:53+00:00,Pixmap caused game freeze,['bug']
8661,closed,Illuminaty666,2023-06-03 04:09:30+00:00,2023-06-03 04:27:55+00:00,Erikir tech tree issues,['bug']
8659,closed,DX-36,2023-06-02 22:50:03+00:00,2023-06-02 23:11:57+00:00,for whatever reason constructors and deconstructors don't care about the build cost of units and blocks,['bug']
8658,closed,Darkness6030,2023-06-02 20:00:52+00:00,2023-06-03 04:30:37+00:00,Unit select dialog is sus,['bug']
8657,closed,yangfl,2023-06-02 13:13:08+00:00,2023-06-02 13:39:35+00:00,`ulocate ore` can be fooled to find nonexistent ores,['bug']
8653,closed,DarkJune0122,2023-05-31 09:38:07+00:00,2023-05-31 12:53:30+00:00,"World processor's command ""Set prop"" for fluids with certain rotation doesn't work properly.",['bug']
8649,closed,DX-36,2023-05-29 13:35:04+00:00,2023-05-29 14:23:37+00:00,Enemy air units target derelict team,['bug']
8648,closed,vladtepesch,2023-05-29 10:35:47+00:00,2023-05-29 12:56:50+00:00,Audio does not work after switching back from Bluetooth,['bug']
8645,closed,Elartrios,2023-05-27 20:13:34+00:00,2023-05-27 20:25:54+00:00,Maps that are toooooo huge for multiplayer,['bug']
8642,closed,maksiksking,2023-05-26 17:31:34+00:00,2023-05-26 21:24:36+00:00,Sector 264 being incredibly easy,['bug']
8632,closed,Agzam-Ar,2023-05-23 19:15:51+00:00,2023-05-24 13:49:39+00:00,A small graphic bug | not critical,['bug']
8630,closed,bend-n,2023-05-22 09:34:31+00:00,2023-05-22 13:32:51+00:00,Loading custom maps fails on server builds,['bug']
8626,closed,phoskee,2023-05-19 13:19:01+00:00,2023-05-22 01:06:42+00:00,Wrong size of UI on iPad,['bug']
8625,closed,pk27734,2023-05-19 09:50:36+00:00,2023-05-19 15:03:43+00:00,Disperse not firing anymore,['bug']
8623,closed,Ninjdai1,2023-05-19 08:58:03+00:00,2023-05-19 14:52:30+00:00,Game crashes on join game tab,['unlabeled']
8622,closed,Otamamori917,2023-05-19 01:35:53+00:00,2023-05-19 04:01:46+00:00,Mirroring weapons doesn't flip parts for the weapon,['bug']
8620,closed,Rafaal1104,2023-05-18 13:06:27+00:00,2023-05-18 13:30:33+00:00,set prop is not correct if rotation=1,['bug']
8619,closed,SSTentacleSS,2023-05-18 10:46:16+00:00,2023-05-18 13:31:57+00:00,Can not cast Puddle to Player,['bug']
8618,closed,Agzam-Ar,2023-05-17 17:40:11+00:00,2023-05-17 18:10:16+00:00,Problems with sync | 300+ items in container,['bug']
8617,closed,BhushanDive,2023-05-17 09:43:42+00:00,2023-05-17 13:29:44+00:00,Unable to browse Community servers and Mod Browser is giving Connection Timed Out error,['unlabeled']
8613,closed,mblazike,2023-05-15 20:34:46+00:00,2023-05-15 20:48:01+00:00,Bugged campain enemy bases,['bug']
8612,closed,middle1,2023-05-15 15:48:17+00:00,2023-05-15 15:51:03+00:00,Error with texture mapping.,['bug']
8607,closed,HeroOFGorres,2023-05-15 08:31:53+00:00,2023-05-15 12:51:22+00:00,An error in a network game,['bug']
8604,closed,SSTentacleSS,2023-05-14 15:05:08+00:00,2023-05-14 15:45:25+00:00,NullPointExc,['bug']
8602,closed,70178637,2023-05-13 14:38:25+00:00,2023-05-13 14:51:13+00:00,Core item bug,['bug']
8601,closed,xstabux,2023-05-13 12:44:53+00:00,2023-05-13 13:49:37+00:00,Big modded enveroment blocks,['bug']
8598,closed,Baldur404,2023-05-13 08:05:23+00:00,2023-05-13 13:49:56+00:00,"java.lang.NullPointerException: Cannot invoke ""mindustry.gen.Player.toString()"" because ""mindustry.Vars.player"" is null",['bug']
8596,closed,rouvwhqk,2023-05-13 03:07:55+00:00,2023-05-13 03:37:42+00:00,Mindustry has crashed. How unfortunate.,['unlabeled']
8594,closed,JasonP01,2023-05-12 22:27:38+00:00,2023-05-12 23:02:13+00:00,Wave graph bug,['bug']
8593,closed,korsarer,2023-05-12 18:54:08+00:00,2023-05-12 19:00:43+00:00,Problem with Intersect level,['unlabeled']
8592,closed,Amirka0101,2023-05-12 18:25:26+00:00,2023-05-12 19:25:43+00:00,Crash,['unlabeled']
8591,closed,Amirka0101,2023-05-12 17:50:35+00:00,2023-05-12 18:05:23+00:00,Crash,['unlabeled']
8589,closed,XxsuperdeadlysniperxX,2023-05-12 17:32:36+00:00,2023-05-12 17:38:55+00:00,The game crashs when you have any mod installed the moment you press the join button,['bug']
8588,closed,dragonion123,2023-05-12 16:12:34+00:00,2023-05-12 16:18:43+00:00,Frozen Forest Fog Of War making enemies completely invisible,['bug']
8587,closed,matt-arcticfox,2023-05-12 14:21:36+00:00,2023-05-12 16:10:46+00:00,Mindustry crash report please help,['bug']
8582,closed,Darkness6030,2023-05-11 20:55:59+00:00,2023-05-11 21:05:22+00:00,Player#plainName and other methods can't detect accent color,['bug']
8581,closed,Darkness6030,2023-05-11 14:55:55+00:00,2023-05-11 15:10:07+00:00,Payload capacity change doesn't affect mobile players,['bug']
8576,closed,Afee888,2023-05-10 14:28:00+00:00,2023-05-10 16:50:25+00:00,Bug,['unlabeled']
8571,closed,kritsr,2023-05-09 01:53:00+00:00,2023-05-09 03:48:38+00:00,Large Plasma Bore show Nitrogen usage as 0.5/sec instead of 3/sec,['bug']
8569,closed,Putiodas,2023-05-08 19:33:45+00:00,2023-05-08 20:04:38+00:00,error map desing,['bug']
8565,closed,duma777,2023-05-07 15:44:23+00:00,2023-05-07 15:58:35+00:00,e,['unlabeled']
8563,closed,mahdoosh1,2023-05-07 14:29:53+00:00,2023-05-07 14:32:15+00:00,Liquid source does not work in erekir,['bug']
8561,closed,Gadgetroch,2023-05-06 20:06:47+00:00,2023-05-07 01:25:45+00:00,Dedicated Server game over loop,['bug']
8557,closed,Slotterleet,2023-05-02 13:35:38+00:00,2023-05-07 01:27:49+00:00,JSON Planets don't have mod prefixes on them,['bug']
8554,closed,overdramaticpanromantic,2023-05-02 00:17:12+00:00,2023-05-03 20:10:45+00:00,"World Processors do not execute at all (With ""Disable World Processors"" disabled)",['bug']
8553,closed,coder1454,2023-05-01 17:01:34+00:00,2023-05-07 01:30:46+00:00,Votekick system issue,['bug']
8549,closed,4ugu5tu5Kl31n,2023-05-01 11:22:50+00:00,2023-05-01 15:17:00+00:00,Impossible sector,['bug']
8548,closed,BalaM314,2023-05-01 07:58:09+00:00,2023-05-07 01:31:04+00:00,PayloadSourceBuild overrides Building.block,['bug']
8546,closed,Quiark,2023-04-30 02:54:13+00:00,2023-05-07 01:25:23+00:00,Crashing,['bug']
8545,closed,sibainu2,2023-04-30 02:14:35+00:00,2023-04-30 03:19:24+00:00,Sdl Error (custom-build),['bug']
8539,closed,kmanwar89,2023-04-26 14:41:42+00:00,2023-04-28 14:26:15+00:00,1st time Game Crash,['bug']
8538,closed,Ikxz,2023-04-26 04:33:30+00:00,2023-04-28 14:24:45+00:00,Mouse and keyboard in iOS ,['unlabeled']
8537,closed,Weptlogdotzip1,2023-04-26 01:10:29+00:00,2023-04-28 14:24:57+00:00,I can't use the 'any' environment in custom games,['bug']
8535,closed,Maks3310,2023-04-25 22:45:44+00:00,2023-04-28 14:29:37+00:00,problem in the game ,['unlabeled']
8533,closed,liuxirui02,2023-04-24 03:31:52+00:00,2023-04-28 14:48:23+00:00,Liquid not consuming when controlled by logic,['bug']
8529,closed,rekokoro,2023-04-23 06:41:39+00:00,2023-04-28 14:29:57+00:00,setProp team issue ,['bug']
8525,closed,rekokoro,2023-04-21 14:28:49+00:00,2023-04-22 01:24:23+00:00,Can't sensor color in illuminator and color handle proposal,['bug']
8523,closed,L0615T1C5-216AC-9437,2023-04-20 18:41:49+00:00,2023-04-22 01:29:43+00:00,Can bypass character limit on text input menus,['bug']
8522,closed,Lesani,2023-04-20 16:21:30+00:00,2023-04-22 01:20:48+00:00,"""The Onset"" not completing",['bug']
8518,closed,tiger223s4,2023-04-19 15:09:23+00:00,2023-04-21 17:51:12+00:00,Mindustry is a trojan?,['bug']
8515,closed,JasonP01,2023-04-18 00:17:41+00:00,2023-04-18 14:06:28+00:00,World Proc explosion radius bug,['bug']
8513,closed,Darkness6030,2023-04-17 13:46:25+00:00,2023-04-18 14:11:22+00:00,Damage of some bullets is NaN,['bug']
8509,closed,Ivan452s,2023-04-14 14:38:34+00:00,2023-04-16 02:24:48+00:00,Nova unit getting stuck in sector 7 on Serpulo,['bug']
8507,closed,genialnos,2023-04-13 10:15:39+00:00,2023-04-16 02:17:53+00:00,two bugs with with containers/vaults,['bug']
8505,closed,DuckersMcQuack,2023-04-12 23:21:41+00:00,2023-04-16 02:07:52+00:00,Game crashed/closed itself mid game with no crash log or error during crash,['bug']
8497,closed,Ivan452s,2023-04-09 17:33:56+00:00,2023-04-09 20:05:07+00:00,Flame's visibility bug.,['bug']
8496,closed,Agzam-Ar,2023-04-09 16:21:38+00:00,2023-04-09 20:00:05+00:00,Plastanium conveyors do not accept items correctly,['bug']
8495,closed,Darkness6030,2023-04-09 15:53:18+00:00,2023-04-09 20:07:38+00:00,Unloader crash,['bug']
8494,closed,Slotterleet,2023-04-09 15:08:13+00:00,2023-04-09 20:01:41+00:00,Mixed Tech button is busted,['bug']
8491,closed,imawalmartbag,2023-04-08 14:19:06+00:00,2023-04-08 14:27:17+00:00,my game wont launch because of java bug,['bug']
8490,closed,Timluuvu,2023-04-08 07:58:55+00:00,2023-04-08 13:14:42+00:00,Mindustry crash when I shrunk the UI,['bug']
8486,closed,INDxSOMESH,2023-04-07 16:56:45+00:00,2023-04-07 17:51:16+00:00,"Mindustry bug ""destroy 1x units"" On surpulo in campaign mode",['unlabeled']
8485,closed,Jounsef,2023-04-07 14:37:19+00:00,2023-04-07 14:59:14+00:00,戰車重塑者只有輸出口沒有輸入口,['unlabeled']
8483,closed,Zinuxus,2023-04-07 09:42:01+00:00,2023-04-07 15:04:40+00:00,Mindustry won't open,['bug']
8482,closed,Zinuxus,2023-04-07 09:31:04+00:00,2023-04-07 09:31:56+00:00,Windows,['bug']
8481,closed,MEEPofFaith,2023-04-07 01:02:18+00:00,2023-04-07 01:19:44+00:00,Problems with downloading from mod browser,['bug']
8480,closed,AwEsOmEyEeTuSmAn,2023-04-06 15:40:12+00:00,2023-04-06 16:15:22+00:00,Force Projector is a square,['bug']
8477,closed,hehname,2023-04-05 07:51:28+00:00,2023-04-05 16:30:49+00:00,Graphic,['bug']
8476,closed,JARAWA,2023-04-05 02:26:32+00:00,2023-04-05 02:29:02+00:00,481 enemies in 1st wave,['bug']
8475,closed,CrazyGG3r,2023-04-05 02:13:54+00:00,2023-04-05 02:25:50+00:00,Core is not launching resources to new sectors,['bug']
8474,closed,CrazyGG3r,2023-04-05 01:29:33+00:00,2023-04-05 01:46:47+00:00,Core not correctly launching resources.,['unlabeled']
8470,closed,SSTentacleSS,2023-04-03 17:26:40+00:00,2023-04-03 17:44:35+00:00,Server Exception with item consumer,['bug']
8465,closed,LukovDev,2023-04-02 15:32:32+00:00,2023-04-02 17:28:56+00:00,The light disappears without completely leaving the camera's field of view,['bug']
8463,closed,Darkness6030,2023-04-02 07:51:09+00:00,2023-04-02 14:38:22+00:00,ItemBridge crash,['bug']
8462,closed,blake-sc,2023-04-02 07:29:36+00:00,2023-04-02 14:54:45+00:00,"Repair aircraft are grossly underestimated in unattended sector defense, causing otherwise excellent defenses to collapse quickly.",['bug']
8459,closed,Ivan452s,2023-04-01 21:04:52+00:00,2023-04-01 21:26:36+00:00,Merui's weapon is not displayed.,['bug']
8458,closed,UltraMegaSuperHacker,2023-04-01 14:00:03+00:00,2023-04-01 14:04:26+00:00,A small mistake,['bug']
8454,closed,SSTentacleSS,2023-04-01 09:43:26+00:00,2023-04-01 13:54:15+00:00,Menu,['bug']
8448,closed,Agzam-Ar,2023-03-31 07:53:00+00:00,2023-03-31 15:42:53+00:00,Bans & Votekick not working | PlayerInfo fields is empty or unknown,['bug']
8440,closed,osp54,2023-03-27 15:56:07+00:00,2023-03-27 16:04:40+00:00,"The server allows an admin to enter the server on a full server, but he kicks out",['bug']
8439,closed,Sneezy123,2023-03-27 12:02:30+00:00,2023-03-27 14:05:43+00:00,run_server.bat error,['unlabeled']
8437,closed,brxxlstxrs,2023-03-27 06:52:45+00:00,2023-03-27 14:05:54+00:00,it is not possible to build destroyed buildings on their ghosts by allocating a zone on android,['bug']
8436,closed,QZLin,2023-03-27 06:36:46+00:00,2023-03-27 14:11:26+00:00,"Fail to build with jdk-17 & windows, try run `gradlew desktop:run`",['bug']
8435,closed,Darkness6030,2023-03-27 05:15:26+00:00,2023-03-27 14:10:09+00:00,Server list is weird,['bug']
8434,closed,Junyan228,2023-03-27 02:40:24+00:00,2023-03-27 02:47:04+00:00,Help meee😭,['unlabeled']
8427,closed,SgtSarros,2023-03-25 04:32:18+00:00,2023-03-25 17:04:20+00:00,Black background but units and buildings visible.,['bug']
8424,closed,SSTentacleSS,2023-03-24 06:42:58+00:00,2023-03-25 16:59:50+00:00,Problem with screen on linux,['bug']
8423,closed,SSTentacleSS,2023-03-24 06:32:03+00:00,2023-03-25 17:01:19+00:00,Another one server exception,['bug']
8420,closed,ghost,2023-03-23 07:09:24+00:00,2023-03-25 17:00:23+00:00,Auto reload after changing settings?,['bug']
8419,closed,spendtopic,2023-03-23 02:56:08+00:00,2023-03-25 16:58:40+00:00,Suggest: iPhone 120fps?,['unlabeled']
8418,closed,Random-629671,2023-03-22 09:12:07+00:00,2023-03-25 17:36:49+00:00,Unit summoning issue,['bug']
8414,closed,Olikli55,2023-03-21 12:29:56+00:00,2023-03-21 17:14:47+00:00,power beams,['unlabeled']
8412,closed,Daconus,2023-03-20 20:30:55+00:00,2023-03-25 17:05:18+00:00,Pinning the game to the taskbar removes the icon.,['bug']
8410,closed,Inkboo,2023-03-20 01:15:24+00:00,2023-03-25 17:02:01+00:00,enemies that spawn in pvp mode don't move,['bug']
8409,closed,dadodasyra,2023-03-19 15:38:01+00:00,2023-03-25 17:03:51+00:00,The Game is randomly crashing,['bug']
8408,closed,SSTentacleSS,2023-03-19 12:56:57+00:00,2023-03-25 17:14:30+00:00,Exception in connection,['bug']
8404,closed,Yep-Nope1,2023-03-18 13:23:01+00:00,2023-03-25 17:06:24+00:00,Mono doesn't mine LEAD !,['unlabeled']
8403,closed,MindustryPlay,2023-03-17 23:55:20+00:00,2023-03-25 16:58:31+00:00,Sandbox Mode while in Campaign,['bug']
8402,closed,SITUVNgcd,2023-03-17 15:12:30+00:00,2023-03-25 17:10:25+00:00,Trigger.unitCommandChange not fire on Type (de)selection,['unlabeled']
8401,closed,rekokoro,2023-03-17 10:09:57+00:00,2023-03-25 17:20:08+00:00,Objective overrides ingame mission flush,['bug']
8399,closed,Hyasabaru,2023-03-16 09:11:51+00:00,2023-03-25 17:16:18+00:00,Inactive Mass Drivers (Erekir),['unlabeled']
8398,closed,Hyasabaru,2023-03-16 08:27:02+00:00,2023-03-25 17:02:19+00:00,Malis Remnant(s),['unlabeled']
8397,closed,Hyasabaru,2023-03-16 08:09:24+00:00,2023-03-25 16:57:21+00:00,Resource Preview UI (Launching),['unlabeled']
8394,closed,nanmenyangde,2023-03-14 16:08:24+00:00,2023-03-25 17:44:04+00:00,pierced bullet hits unexpected underBullet buildings,['bug']
8392,closed,Yep-Nope1,2023-03-13 06:22:58+00:00,2023-03-17 07:53:16+00:00,Неправильное распространение жидкости в жидкостных мостах ,['unlabeled']
8391,closed,ZenTheProtogenOfficial,2023-03-13 02:37:52+00:00,2023-03-25 17:09:40+00:00,Nova tree unit's fly button not appearing.,['unlabeled']
8390,closed,arin-prashar,2023-03-12 09:08:51+00:00,2023-03-25 16:53:29+00:00,crashing error in 142.2,['unlabeled']
8386,closed,snFSXj,2023-03-11 06:07:29+00:00,2023-03-25 16:52:27+00:00,"Problems with spawning unit in training, after powering the diffuser",['unlabeled']
8382,closed,8rgfni4,2023-03-10 07:01:00+00:00,2023-03-25 16:51:32+00:00,Искусственный интеллект не работает в режиме атака,['unlabeled']
8379,closed,shahribek,2023-03-09 06:57:59+00:00,2023-03-09 10:26:23+00:00,Mindustry is crashing after 1/2 h playing,['bug']
8378,closed,davidchenxx,2023-03-09 01:35:01+00:00,2023-03-09 02:07:28+00:00,Launch pad & Logic not working properly during campaign.,['bug']
8376,closed,WillComesBack,2023-03-08 16:32:10+00:00,2023-03-08 17:29:08+00:00,Crash during campaign with LAN. I have the error logs that I will attach,['bug']
8371,closed,shahribek,2023-03-06 13:57:03+00:00,2023-03-08 12:01:02+00:00,Crashes in mindustry,['bug']
8370,closed,shahribek,2023-03-06 13:11:33+00:00,2023-03-08 12:00:51+00:00,Crash!!!,['unlabeled']
8369,closed,shahribek,2023-03-06 13:04:46+00:00,2023-03-06 13:05:36+00:00,Mindustry is crashing,['unlabeled']
8368,closed,CheshireC4t,2023-03-06 00:04:51+00:00,2023-03-08 12:07:04+00:00,Unknown Network Error - arc.func.Prov.get(),['bug']
8367,closed,Haruu987,2023-03-05 17:05:59+00:00,2023-03-08 12:03:10+00:00,Bug in campaign,['unlabeled']
8363,closed,Hyasabaru,2023-03-05 00:05:26+00:00,2023-03-08 18:00:47+00:00,Ghost wave 💀 (Sector 229),['unlabeled']
8362,closed,saroqe,2023-03-04 11:49:08+00:00,2023-03-08 12:00:29+00:00,Exploit Found,['bug']
8361,closed,THESECRET300,2023-03-04 11:31:57+00:00,2023-03-08 11:59:29+00:00,red wall blocks not loading,['unlabeled']
8357,closed,SSTentacleSS,2023-03-03 15:11:18+00:00,2023-03-08 11:59:23+00:00,Is this Bug?,['bug']
8352,closed,nabi132321321,2023-02-27 18:53:45+00:00,2023-03-08 11:57:48+00:00,"when I connect to a friend, I have something that I am and I am not at the same time, I don't understand, I just don't see him, but I see that he puts something ",['bug']
8351,closed,BemutViero,2023-02-27 03:16:16+00:00,2023-03-08 11:57:40+00:00,Bug in Mindustry,['unlabeled']
8350,closed,nabi132321321,2023-02-26 18:36:24+00:00,2023-03-08 11:57:33+00:00,"I go to a friend's card and this is bullshit, I'm like there, but I'm not there",['unlabeled']
8348,closed,CoCuCoH41k,2023-02-26 12:06:17+00:00,2023-03-08 11:57:25+00:00,Basin: destroy 2 core not accepted and i cant finish this sector,['bug']
8347,closed,uujuju1,2023-02-26 03:54:21+00:00,2023-02-26 22:31:05+00:00,There are 2 ancient calderas,['bug']
8346,closed,1stol2,2023-02-25 20:23:05+00:00,2023-03-08 11:57:13+00:00,Боты появляются в воде. Я зашол в мир и сразу начались проблемы. Модов небыло. (x),['unlabeled']
8344,closed,4ugu5tu5Kl31n,2023-02-25 17:42:12+00:00,2023-03-08 11:57:08+00:00,Techtrees are linked,['unlabeled']
8340,closed,eSK8er,2023-02-24 20:30:45+00:00,2023-03-08 11:56:57+00:00,autoPause bug ,['bug']
8335,closed,eclipse1408,2023-02-23 23:31:24+00:00,2023-02-24 04:25:13+00:00,Mindustry crashs on random,['bug']
8333,closed,shahribek,2023-02-23 13:34:10+00:00,2023-02-23 13:57:01+00:00,"Game is crashing, not often but crashing",['bug']
8328,closed,SSTentacleSS,2023-02-21 22:49:31+00:00,2023-02-21 23:15:30+00:00,Critical bug,['bug']
8326,closed,Kieaer,2023-02-21 15:16:27+00:00,2023-02-21 15:24:53+00:00,Map name broken on discord,['bug']
8321,closed,ChanSweetCS,2023-02-20 03:25:50+00:00,2023-02-20 05:25:02+00:00,Add a verify progress option in settings PLEASE,['bug']
8316,closed,MEEPofFaith,2023-02-19 00:11:53+00:00,2023-02-19 00:47:38+00:00,Mods are overriding sounds even when disabled.,['bug']
8314,closed,SSTentacleSS,2023-02-18 18:22:44+00:00,2023-02-18 18:32:14+00:00,Connection closed issue,['bug']
8311,closed,ExistingProgrammer,2023-02-18 14:07:29+00:00,2023-02-18 18:32:43+00:00,Basin does not unlock,['bug']
8305,closed,HAROM7196,2023-02-16 01:57:48+00:00,2023-02-16 02:48:40+00:00,I can't enter the server ,['unlabeled']
8304,closed,FredyJabe,2023-02-15 01:43:59+00:00,2023-02-15 13:37:58+00:00,Scaled Health not calculating correctly,['bug']
8302,closed,CIVPro1949,2023-02-15 00:17:16+00:00,2023-02-15 13:39:19+00:00,Power Issue,['unlabeled']
8299,closed,KraydenBH,2023-02-14 13:05:56+00:00,2023-02-15 13:31:06+00:00,Bug,['bug']
8298,closed,soredxxx,2023-02-14 12:57:00+00:00,2023-02-15 13:30:38+00:00,i cant lan,['unlabeled']
8297,closed,EggleEgg,2023-02-14 10:57:29+00:00,2023-02-15 13:36:09+00:00,Unit Rule Cost and Erekir Assemblers,['bug']
8295,closed,SSTentacleSS,2023-02-13 20:45:23+00:00,2023-02-15 13:56:53+00:00,BuildSelectEvent,['bug']
8288,closed,Tien118,2023-02-11 12:34:37+00:00,2023-02-15 13:32:59+00:00,Mindustry crashed when trying to join server,['unlabeled']
8287,closed,Conoop,2023-02-11 11:25:26+00:00,2023-02-15 13:33:11+00:00,"Android 141.3version After clearing the peak and selecting the canyon map, it is recognized as a lake. ",['bug']
8286,closed,Creater3d,2023-02-11 08:54:39+00:00,2023-02-15 13:31:16+00:00,Mistake of a titanium belt speed.,['bug']
8282,closed,Atreew,2023-02-10 09:54:22+00:00,2023-02-15 13:30:26+00:00,The power nodes don't show a line when connected,['bug']
8277,closed,Hyasabaru,2023-02-09 22:19:35+00:00,2023-02-09 22:50:51+00:00,No Efficiency info for Cultivator?,['unlabeled']
8275,closed,SSTentacleSS,2023-02-09 14:06:53+00:00,2023-02-09 14:15:04+00:00,SRV Records,['bug']
8272,closed,spacecowboy2999,2023-02-09 09:25:46+00:00,2023-02-09 14:15:21+00:00,Popping sound on mobile version,['bug']
8270,closed,Hyasabaru,2023-02-09 06:04:56+00:00,2023-02-09 14:16:34+00:00,Spore deep water,['unlabeled']
8269,closed,rylid-umil,2023-02-08 17:00:57+00:00,2023-02-09 02:59:03+00:00,"Cant join remote servers (MDNS, etc)",['bug']
8267,closed,nktice,2023-02-08 00:06:11+00:00,2023-02-09 03:03:19+00:00,Cursor alignment after task switching [ Windows 10 ] ,['bug']
8265,closed,macks2008,2023-02-07 21:31:12+00:00,2023-02-09 03:32:50+00:00,"data exporter ""drops"" pseudo-file extensions",['unlabeled']
8264,closed,SSTentacleSS,2023-02-06 16:17:10+00:00,2023-02-08 12:12:28+00:00,Prov.get(),['bug']
8259,closed,SomeonesShade,2023-02-05 11:31:33+00:00,2023-02-09 03:04:43+00:00,Poly and Mega will be unable to be controlled by any logic processor after exiting the reconstructor,['bug']
8255,closed,SSTentacleSS,2023-02-04 11:41:47+00:00,2023-02-04 11:44:41+00:00,canGameOver,['bug']
8251,closed,TqLxQuanZ,2023-02-03 11:59:00+00:00,2023-02-09 03:25:41+00:00,New research tech isn't synced for clients.,['bug']
8248,closed,SSTentacleSS,2023-02-03 03:12:02+00:00,2023-02-09 03:04:10+00:00,Gamemode validation ,['bug']
8247,closed,SSTentacleSS,2023-02-01 22:50:57+00:00,2023-02-01 22:55:25+00:00,Question about the error in players' clients,['bug']
8245,closed,LDASGC,2023-02-01 08:14:23+00:00,2023-02-01 18:33:37+00:00,"It is impossible to land on the ""gorge"" sector.",['unlabeled']
8244,closed,Rovstam,2023-01-31 20:16:31+00:00,2023-02-01 19:04:41+00:00,Insane lag (freezing) in erekir (sector: Basin),['bug']
8241,closed,MeiNanziiii,2023-01-31 16:04:00+00:00,2023-02-01 19:10:52+00:00,Modded gasses have different texture then built-in,['bug']
8239,closed,Kieaer,2023-01-31 00:03:48+00:00,2023-02-01 18:34:06+00:00,No core database button on mobile platforms on multiplayer servers.,['bug']
8236,closed,Darkness6030,2023-01-30 13:06:40+00:00,2023-02-01 19:09:21+00:00,Heat turrets can't shoot when cheating,['bug']
8235,closed,SSTentacleSS,2023-01-29 14:12:11+00:00,2023-02-01 19:43:00+00:00,So I think calling save() on every event is not the best idea,['bug']
8233,closed,IcyIsTechnology,2023-01-29 06:17:16+00:00,2023-02-01 18:34:16+00:00,Mono Don't Mine,['bug']
8232,closed,SuperMaxusa,2023-01-28 23:25:09+00:00,2023-02-01 18:35:15+00:00,Discord RPC shows incorrect gamemode,['bug']
8231,closed,Commander2746,2023-01-28 13:07:47+00:00,2023-02-01 18:35:21+00:00,The error,['unlabeled']
8230,closed,SMOLKEYS,2023-01-28 08:41:05+00:00,2023-02-01 19:06:00+00:00,The game seems to be not rendering Color.black,['bug']
8228,closed,MrDaykii,2023-01-27 14:49:55+00:00,2023-02-01 19:21:04+00:00,Sector problem.,['bug']
8226,closed,Bob90,2023-01-27 06:48:44+00:00,2023-02-01 19:07:15+00:00,tank refabricator image,['bug']
8223,closed,mysnappyNT0980,2023-01-26 15:16:15+00:00,2023-01-26 15:17:05+00:00,Unknown network error: distance too far back,['bug']
8221,closed,CheshireC4t,2023-01-26 04:46:14+00:00,2023-02-01 19:43:00+00:00,"Unable to update Erekir Workshop maps, only upload new",['bug']
8218,closed,RGBProductions,2023-01-24 16:26:08+00:00,2023-01-30 05:55:24+00:00,Toggling battery saver on Android closes Mindustry,['bug']
8217,closed,TheRealA77,2023-01-24 15:48:51+00:00,2023-02-01 18:35:49+00:00,Map editor toolbar flickers when Discord Streaming is active,['bug']
8216,closed,znhhhhhhhhh,2023-01-24 08:01:45+00:00,2023-02-01 18:35:59+00:00,Mindustry141.2数据导出再导入发生崩溃，游戏数据全部消失，本人用的是安卓平台,['unlabeled']
8213,closed,RealTaCo201,2023-01-24 02:17:59+00:00,2023-02-01 19:06:10+00:00,Research of the same material carries over to Surpulo,['bug']
8212,closed,223341818,2023-01-24 01:27:23+00:00,2023-02-01 18:36:08+00:00,bug,['unlabeled']
8211,closed,Garen7,2023-01-23 22:45:56+00:00,2023-02-01 19:18:32+00:00,Sublimates cant kill ducts,['bug']
8209,closed,LeahLuong,2023-01-23 02:45:27+00:00,2023-01-23 04:00:32+00:00,Liquid Router ≠ =,['bug']
8208,closed,Bismarck131,2023-01-22 19:54:58+00:00,2023-01-23 03:58:17+00:00,Units error,['bug']
