path,size,extension
core/src/mindustry/editor/maprenderer.java,6618,java
core/src/mindustry/editor/mapresizedialog.java,2078,java
core/src/mindustry/editor/mapview.java,12250,java
core/src/mindustry/editor/operationstack.java,964,java
core/src/mindustry/editor/sectorgeneratedialog.java,3191,java
core/src/mindustry/editor/wavegraph.java,7861,java
core/src/mindustry/editor/waveinfodialog.java,20784,java
core/src/mindustry/entities/damage.java,26635,java
core/src/mindustry/entities/effect.java,8948,java
core/src/mindustry/entities/entitycollisions.java,7662,java
core/src/mindustry/entities/entitygroup.java,7698,java
core/src/mindustry/entities/entityindexer.java,127,java
core/src/mindustry/entities/fires.java,2440,java
core/src/mindustry/entities/groupdefs.java,803,java
core/src/mindustry/entities/leg.java,208,java
core/src/mindustry/entities/legdestroydata.java,309,java
core/src/mindustry/entities/lightning.java,3756,java
core/src/mindustry/entities/mover.java,154,java
core/src/mindustry/entities/predict.java,3137,java
core/src/mindustry/entities/puddles.java,4981,java
core/src/mindustry/entities/sized.java,118,java
core/src/mindustry/entities/targetpriority.java,505,java
core/src/mindustry/entities/unitsorts.java,384,java
core/src/mindustry/entities/units.java,18092,java
core/src/mindustry/game/attackindicators.java,1836,java
core/src/mindustry/game/eventtype.java,21602,java
core/src/mindustry/game/fogcontrol.java,17691,java
core/src/mindustry/game/gamestats.java,1027,java
core/src/mindustry/game/gamemode.java,2289,java
core/src/mindustry/game/mapmarkers.java,2106,java
core/src/mindustry/game/mapobjectives.java,44013,java
core/src/mindustry/game/objectives.java,3461,java
core/src/mindustry/game/rules.java,15483,java
core/src/mindustry/game/saves.java,10522,java
core/src/mindustry/game/schematic.java,4021,java
core/src/mindustry/game/schematics.java,25272,java
core/src/mindustry/game/sectorinfo.java,11630,java
core/src/mindustry/game/spawngroup.java,7087,java
core/src/mindustry/game/team.java,4977,java
core/src/mindustry/game/teams.java,14354,java
core/src/mindustry/game/universe.java,12427,java
core/src/mindustry/game/waves.java,13593,java
core/src/mindustry/graphics/blockrenderer.java,19048,java
core/src/mindustry/graphics/cachelayer.java,3365,java
core/src/mindustry/graphics/cubemapmesh.java,2096,java
core/src/mindustry/graphics/drawf.java,17843,java
core/src/mindustry/graphics/envrenderers.java,3825,java
core/src/mindustry/graphics/floorrenderer.java,16582,java
core/src/mindustry/graphics/fogrenderer.java,5335,java
core/src/mindustry/graphics/indexedrenderer.java,5708,java
core/src/mindustry/graphics/inversekinematics.java,1898,java
core/src/mindustry/graphics/layer.java,2262,java
core/src/mindustry/graphics/lightrenderer.java,6790,java
core/src/mindustry/graphics/loadrenderer.java,21581,java
core/src/mindustry/graphics/menurenderer.java,10157,java
core/src/mindustry/graphics/minimaprenderer.java,13100,java
core/src/mindustry/graphics/multipacker.java,4627,java
core/src/mindustry/graphics/overlayrenderer.java,11236,java
core/src/mindustry/graphics/pal.java,4005,java
core/src/mindustry/graphics/pixelator.java,1868,java
core/src/mindustry/graphics/shaders.java,15526,java
core/src/mindustry/graphics/trail.java,4418,java
core/src/mindustry/graphics/voronoi.java,18128,java
core/src/mindustry/input/binding.java,3528,java
core/src/mindustry/input/desktopinput.java,34517,java
core/src/mindustry/input/inputhandler.java,75887,java
core/src/mindustry/input/mobileinput.java,37954,java
core/src/mindustry/input/placemode.java,111,java
core/src/mindustry/input/placement.java,17803,java
core/src/mindustry/io/jsonio.java,13433,java
core/src/mindustry/io/mapio.java,7941,java
core/src/mindustry/io/savefilereader.java,7755,java
core/src/mindustry/io/saveio.java,6283,java
core/src/mindustry/io/savemeta.java,858,java
core/src/mindustry/io/savepreviewloader.java,615,java
core/src/mindustry/io/saveversion.java,19623,java
core/src/mindustry/io/typeio.java,34399,java
core/src/mindustry/logic/conditionop.java,1165,java
core/src/mindustry/logic/controllable.java,306,java
core/src/mindustry/logic/cutsceneaction.java,143,java
core/src/mindustry/logic/fetchtype.java,210,java
core/src/mindustry/logic/globalvars.java,10854,java
core/src/mindustry/logic/globalvarsdialog.java,2127,java
core/src/mindustry/logic/laccess.java,1616,java
core/src/mindustry/logic/lassembler.java,4643,java
core/src/mindustry/logic/lcanvas.java,18272,java
core/src/mindustry/logic/lcategory.java,1526,java
core/src/mindustry/logic/lexecutor.java,77198,java
core/src/mindustry/logic/llocate.java,147,java
core/src/mindustry/logic/lmarkercontrol.java,807,java
core/src/mindustry/logic/lparser.java,6179,java
core/src/mindustry/logic/lstatement.java,8078,java
core/src/mindustry/logic/lstatements.java,71636,java
core/src/mindustry/logic/lunitcontrol.java,736,java
core/src/mindustry/logic/logicdialog.java,10999,java
core/src/mindustry/logic/logicfx.java,3979,java
core/src/mindustry/logic/logicop.java,3503,java
core/src/mindustry/logic/logicrule.java,528,java
core/src/mindustry/logic/messagetype.java,158,java
core/src/mindustry/logic/radarsort.java,575,java
core/src/mindustry/logic/radartarget.java,751,java
core/src/mindustry/logic/ranged.java,117,java
core/src/mindustry/logic/senseable.java,302,java
core/src/mindustry/logic/settable.java,233,java
core/src/mindustry/logic/tilelayer.java,181,java
core/src/mindustry/maps/map.java,7528,java
core/src/mindustry/maps/mapexception.java,198,java
core/src/mindustry/maps/mappreviewloader.java,3727,java
core/src/mindustry/maps/maps.java,16761,java
core/src/mindustry/maps/sectordamage.java,22998,java
core/src/mindustry/mod/classmap.java,44291,java
core/src/mindustry/mod/contentparser.java,53713,java
core/src/mindustry/mod/mod.java,998,java
core/src/mindustry/mod/modclassloader.java,1409,java
core/src/mindustry/mod/modlisting.java,735,java
core/src/mindustry/mod/mods.java,50715,java
core/src/mindustry/mod/plugin.java,129,java
core/src/mindustry/mod/scripts.java,4628,java
core/src/mindustry/net/administration.java,25877,java
core/src/mindustry/net/arcnetprovider.java,19372,java
core/src/mindustry/net/becontrol.java,8178,java
core/src/mindustry/net/crashsender.java,4494,java
core/src/mindustry/net/host.java,1061,java
core/src/mindustry/net/net.java,13834,java
core/src/mindustry/net/netconnection.java,3797,java
core/src/mindustry/net/networkio.java,5635,java
core/src/mindustry/net/packet.java,1110,java
core/src/mindustry/net/packets.java,4278,java
core/src/mindustry/net/servergroup.java,809,java
core/src/mindustry/net/streamable.java,1186,java
core/src/mindustry/net/validateexception.java,309,java
core/src/mindustry/net/worldreloader.java,1615,java
core/src/mindustry/service/achievement.java,3893,java
core/src/mindustry/service/gameservice.java,20074,java
core/src/mindustry/service/sstat.java,1010,java
core/src/mindustry/type/ammotype.java,230,java
core/src/mindustry/type/category.java,853,java
core/src/mindustry/type/cellliquid.java,4919,java
core/src/mindustry/type/errorcontent.java,293,java
core/src/mindustry/type/item.java,5513,java
core/src/mindustry/type/itemseq.java,3967,java
core/src/mindustry/type/itemstack.java,2397,java
core/src/mindustry/type/liquid.java,6716,java
core/src/mindustry/type/liquidstack.java,2268,java
core/src/mindustry/type/maplocales.java,2790,java
core/src/mindustry/type/payloadseq.java,2917,java
core/src/mindustry/type/payloadstack.java,1546,java
core/src/mindustry/type/planet.java,22514,java
core/src/mindustry/type/publishable.java,1724,java
core/src/mindustry/type/sector.java,9754,java
core/src/mindustry/type/sectorpreset.java,2317,java
core/src/mindustry/type/statuseffect.java,7670,java
core/src/mindustry/type/teamentry.java,673,java
core/src/mindustry/type/unittype.java,66443,java
core/src/mindustry/type/weapon.java,24627,java
core/src/mindustry/type/weather.java,13400,java
core/src/mindustry/ui/bar.java,3760,java
core/src/mindustry/ui/borderimage.java,1132,java
core/src/mindustry/ui/coreitemsdisplay.java,1579,java
core/src/mindustry/ui/displayable.java,252,java
core/src/mindustry/ui/fonts.java,12935,java
core/src/mindustry/ui/gridimage.java,1006,java
core/src/mindustry/ui/intformat.java,1142,java
core/src/mindustry/ui/itemdisplay.java,1208,java
core/src/mindustry/ui/itemimage.java,852,java
core/src/mindustry/ui/itemsdisplay.java,2120,java
core/src/mindustry/ui/links.java,4164,java
core/src/mindustry/ui/liquiddisplay.java,1166,java
core/src/mindustry/ui/menus.java,6466,java
core/src/mindustry/ui/minimap.java,3794,java
core/src/mindustry/ui/mobilebutton.java,373,java
core/src/mindustry/ui/multireqimage.java,750,java
core/src/mindustry/ui/reqimage.java,989,java
core/src/mindustry/ui/styles.java,15600,java
core/src/mindustry/ui/warningbar.java,862,java
core/src/mindustry/world/block.java,56005,java
core/src/mindustry/world/build.java,12246,java
core/src/mindustry/world/cachedtile.java,1002,java
core/src/mindustry/world/colormapper.java,567,java
core/src/mindustry/world/directionalitembuffer.java,1903,java
core/src/mindustry/world/edges.java,3090,java
core/src/mindustry/world/itembuffer.java,1660,java
core/src/mindustry/world/tile.java,22437,java
core/src/mindustry/world/tilegen.java,303,java
core/src/mindustry/world/tiles.java,3460,java
core/src/mindustry/world/worldcontext.java,923,java
desktop/src/mindustry/desktop/desktoplauncher.java,12934,java
fastlane/metadata/android/en-us/full_description.txt,1915,txt
fastlane/metadata/android/en-us/short_description.txt,74,txt
fastlane/metadata/android/en-us/summary.txt,74,txt
fastlane/metadata/android/en-us/title.txt,10,txt
fastlane/metadata/android/hu-hu/full_description.txt,2664,txt
fastlane/metadata/android/hu-hu/short_description.txt,81,txt
fastlane/metadata/android/hu-hu/summary.txt,81,txt
fastlane/metadata/android/hu-hu/title.txt,10,txt
fastlane/metadata/steam/english/achievements.vdf,10094,vdf
fastlane/metadata/steam/english/description.txt,2936,txt
fastlane/metadata/steam/english/short-description.txt,75,txt
fastlane/metadata/steam/hungarian/achievements.vdf,11396,vdf
fastlane/metadata/steam/hungarian/description.txt,3993,txt
fastlane/metadata/steam/hungarian/short-description.txt,81,txt
fastlane/metadata/steam/indonesian/achievements.vdf,10642,vdf
fastlane/metadata/steam/indonesian/description.txt,2998,txt
fastlane/metadata/steam/indonesian/short-description.txt,79,txt
ios/data/assets.xcassets/appicon.appiconset/contents.json,2134,json
ios/data/assets.xcassets/appicon.appiconset/icon-100.png,12898,png
ios/data/assets.xcassets/appicon.appiconset/icon-114.png,15975,png
ios/data/assets.xcassets/appicon.appiconset/icon-120.png,17309,png
ios/data/assets.xcassets/appicon.appiconset/icon-128.png,16194,png
ios/data/assets.xcassets/appicon.appiconset/icon-144.png,22581,png
ios/data/assets.xcassets/appicon.appiconset/icon-152.png,25681,png
ios/data/assets.xcassets/appicon.appiconset/icon-16.png,836,png
ios/data/assets.xcassets/appicon.appiconset/icon-167.png,29544,png
ios/data/assets.xcassets/appicon.appiconset/icon-172.png,30927,png
ios/data/assets.xcassets/appicon.appiconset/icon-180.png,33724,png
ios/data/assets.xcassets/appicon.appiconset/icon-196.png,39539,png
ios/data/assets.xcassets/appicon.appiconset/icon-20.png,1181,png
ios/data/assets.xcassets/appicon.appiconset/icon-256.png,45184,png
ios/data/assets.xcassets/appicon.appiconset/icon-29.png,1958,png
ios/data/assets.xcassets/appicon.appiconset/icon-32.png,2120,png
ios/data/assets.xcassets/appicon.appiconset/icon-40.png,3170,png
ios/data/assets.xcassets/appicon.appiconset/icon-48.png,3578,png
ios/data/assets.xcassets/appicon.appiconset/icon-50.png,4436,png
ios/data/assets.xcassets/appicon.appiconset/icon-512.png,121593,png
ios/data/assets.xcassets/appicon.appiconset/icon-55.png,4885,png
ios/data/assets.xcassets/appicon.appiconset/icon-57.png,5335,png
ios/data/assets.xcassets/appicon.appiconset/icon-58.png,5394,png
ios/data/assets.xcassets/appicon.appiconset/icon-60.png,5886,png
ios/data/assets.xcassets/appicon.appiconset/icon-64.png,5653,png
ios/data/assets.xcassets/appicon.appiconset/icon-72.png,7575,png
ios/data/assets.xcassets/appicon.appiconset/icon-76.png,8377,png
ios/data/assets.xcassets/appicon.appiconset/icon-80.png,8657,png
ios/data/assets.xcassets/appicon.appiconset/icon-87.png,10221,png
ios/data/assets.xcassets/appicon.appiconset/icon-88.png,9013,png
ios/data/assets.xcassets/appicon.appiconset/icon-main.png,257494,png
ios/src/mindustry/ios/ioslauncher.java,10597,java
server/src/mindustry/server/servercontrol.java,47480,java
server/src/mindustry/server/serverlauncher.java,2651,java
tests/src/test/java/applicationtests.java,33478,java
tests/src/test/java/genericmodtest.java,1091,java
tests/src/test/java/modtestallure.java,1437,java
tests/src/test/java/modtestbm.java,1320,java
tests/src/test/java/modtesthai.java,1587,java
tests/src/test/resources/108.msav,12954,msav
tests/src/test/resources/114.msav,36280,msav
tests/src/test/resources/77.msav,2721,msav
tests/src/test/resources/85.msav,97298,msav
tools/src/mindustry/tools/generators.java,36347,java
tools/src/mindustry/tools/iconconverter.java,8884,java
tools/src/mindustry/tools/imagepacker.java,9989,java
tools/src/mindustry/tools/scriptmaingenerator.java,5194,java
core/assets-raw/sprites/blocks/campaign/interplanetary-accelerator.png,5407,png
core/assets-raw/sprites/blocks/campaign/launch-pad-light.png,186,png
core/assets-raw/sprites/blocks/campaign/launch-pad.png,1340,png
core/assets-raw/sprites/blocks/campaign/launchpod.png,1173,png
core/assets-raw/sprites/blocks/defense/barrier-projector-team.png,751,png
core/assets-raw/sprites/blocks/defense/barrier-projector.png,1168,png
core/assets-raw/sprites/blocks/defense/build-tower-base.png,1369,png
core/assets-raw/sprites/blocks/defense/build-tower-glow.png,2079,png
core/assets-raw/sprites/blocks/defense/build-tower.png,2513,png
core/assets-raw/sprites/blocks/defense/force-projector-team.png,751,png
core/assets-raw/sprites/blocks/defense/force-projector-top.png,286,png
core/assets-raw/sprites/blocks/defense/force-projector.png,1187,png
core/assets-raw/sprites/blocks/defense/large-shield-projector-team.png,1559,png
core/assets-raw/sprites/blocks/defense/large-shield-projector.png,1832,png
core/assets-raw/sprites/blocks/defense/mend-projector-top.png,222,png
core/assets-raw/sprites/blocks/defense/mend-projector.png,719,png
core/assets-raw/sprites/blocks/defense/mender-top.png,157,png
core/assets-raw/sprites/blocks/defense/mender.png,344,png
core/assets-raw/sprites/blocks/defense/overdrive-dome-top.png,516,png
core/assets-raw/sprites/blocks/defense/overdrive-dome.png,2007,png
core/assets-raw/sprites/blocks/defense/overdrive-projector-top.png,257,png
core/assets-raw/sprites/blocks/defense/overdrive-projector.png,718,png
core/assets-raw/sprites/blocks/defense/parallax.png,656,png
core/assets-raw/sprites/blocks/defense/radar-base.png,494,png
core/assets-raw/sprites/blocks/defense/radar-glow.png,619,png
core/assets-raw/sprites/blocks/defense/radar.png,194,png
core/assets-raw/sprites/blocks/defense/regen-projector-bottom.png,515,png
core/assets-raw/sprites/blocks/defense/regen-projector-glow.png,8370,png
core/assets-raw/sprites/blocks/defense/regen-projector-mid.png,791,png
core/assets-raw/sprites/blocks/defense/regen-projector.png,2093,png
core/assets-raw/sprites/blocks/defense/segment.png,687,png
core/assets-raw/sprites/blocks/defense/shield-projector-team.png,751,png
core/assets-raw/sprites/blocks/defense/shield-projector.png,1279,png
core/assets-raw/sprites/blocks/defense/shock-mine-team-top.png,158,png
core/assets-raw/sprites/blocks/defense/shock-mine.png,229,png
core/assets-raw/sprites/blocks/defense/shockwave-tower-heat.png,5535,png
core/assets-raw/sprites/blocks/defense/shockwave-tower.png,3124,png
core/assets-raw/sprites/blocks/distribution/bridge-arrow.png,130,png
core/assets-raw/sprites/blocks/distribution/bridge-conveyor-arrow.png,128,png
core/assets-raw/sprites/blocks/distribution/bridge-conveyor-bridge.png,123,png
core/assets-raw/sprites/blocks/distribution/bridge-conveyor-end.png,147,png
core/assets-raw/sprites/blocks/distribution/bridge-conveyor.png,278,png
core/assets-raw/sprites/blocks/distribution/center.png,114,png
core/assets-raw/sprites/blocks/distribution/cross-full.png,209,png
core/assets-raw/sprites/blocks/distribution/cross.png,170,png
core/assets-raw/sprites/blocks/distribution/distributor.png,441,png
core/assets-raw/sprites/blocks/distribution/inverted-sorter.png,382,png
core/assets-raw/sprites/blocks/distribution/junction.png,252,png
core/assets-raw/sprites/blocks/distribution/mass-driver-base.png,1617,png
core/assets-raw/sprites/blocks/distribution/mass-driver.png,1817,png
core/assets-raw/sprites/blocks/distribution/overflow-gate.png,209,png
core/assets-raw/sprites/blocks/distribution/phase-conveyor-arrow.png,128,png
core/assets-raw/sprites/blocks/distribution/phase-conveyor-bridge.png,116,png
core/assets-raw/sprites/blocks/distribution/phase-conveyor-end.png,101,png
core/assets-raw/sprites/blocks/distribution/phase-conveyor.png,292,png
core/assets-raw/sprites/blocks/distribution/router.png,185,png
core/assets-raw/sprites/blocks/distribution/sorter.png,270,png
core/assets-raw/sprites/blocks/distribution/underflow-gate.png,286,png
core/assets-raw/sprites/blocks/drills/blast-drill-rim.png,800,png
core/assets-raw/sprites/blocks/drills/blast-drill-rotator.png,1012,png
core/assets-raw/sprites/blocks/drills/blast-drill-top.png,474,png
core/assets-raw/sprites/blocks/drills/blast-drill.png,1227,png
core/assets-raw/sprites/blocks/drills/cliff-crusher-rotator-bottom.png,230,png
core/assets-raw/sprites/blocks/drills/cliff-crusher-rotator.png,338,png
core/assets-raw/sprites/blocks/drills/cliff-crusher-top.png,352,png
core/assets-raw/sprites/blocks/drills/cliff-crusher.png,1283,png
core/assets-raw/sprites/blocks/drills/drill-item-2.png,300,png
core/assets-raw/sprites/blocks/drills/drill-item-3.png,1562,png
core/assets-raw/sprites/blocks/drills/drill-item-4.png,1542,png
core/assets-raw/sprites/blocks/drills/eruption-drill-arrow-blur.png,919,png
core/assets-raw/sprites/blocks/drills/eruption-drill-arrow.png,258,png
core/assets-raw/sprites/blocks/drills/eruption-drill-glow.png,2705,png
core/assets-raw/sprites/blocks/drills/eruption-drill-item.png,685,png
core/assets-raw/sprites/blocks/drills/eruption-drill-top.png,2670,png
core/assets-raw/sprites/blocks/drills/eruption-drill.png,3917,png
core/assets-raw/sprites/blocks/drills/impact-drill-arrow-blur.png,8471,png
core/assets-raw/sprites/blocks/drills/impact-drill-arrow.png,266,png
core/assets-raw/sprites/blocks/drills/impact-drill-item.png,712,png
core/assets-raw/sprites/blocks/drills/impact-drill-top-invert.png,1421,png
core/assets-raw/sprites/blocks/drills/impact-drill-top.png,1347,png
core/assets-raw/sprites/blocks/drills/impact-drill.png,3037,png
core/assets-raw/sprites/blocks/drills/large-plasma-bore-glow.png,3549,png
core/assets-raw/sprites/blocks/drills/large-plasma-bore-top.png,628,png
core/assets-raw/sprites/blocks/drills/large-plasma-bore.png,3052,png
core/assets-raw/sprites/blocks/drills/laser-drill-rotator.png,685,png
core/assets-raw/sprites/blocks/drills/laser-drill-top.png,510,png
core/assets-raw/sprites/blocks/drills/laser-drill.png,1424,png
core/assets-raw/sprites/blocks/drills/mechanical-drill-rotator.png,347,png
core/assets-raw/sprites/blocks/drills/mechanical-drill-top.png,305,png
core/assets-raw/sprites/blocks/drills/mechanical-drill.png,438,png
core/assets-raw/sprites/blocks/drills/oil-extractor-liquid.png,478,png
core/assets-raw/sprites/blocks/drills/oil-extractor-rotator.png,903,png
core/assets-raw/sprites/blocks/drills/oil-extractor-top.png,425,png
core/assets-raw/sprites/blocks/drills/oil-extractor.png,954,png
core/assets-raw/sprites/blocks/drills/plasma-bore-glow.png,2237,png
core/assets-raw/sprites/blocks/drills/plasma-bore-top.png,455,png
core/assets-raw/sprites/blocks/drills/plasma-bore.png,1534,png
core/assets-raw/sprites/blocks/drills/pneumatic-drill-rotator.png,371,png
core/assets-raw/sprites/blocks/drills/pneumatic-drill-top.png,304,png
core/assets-raw/sprites/blocks/drills/pneumatic-drill.png,389,png
core/assets-raw/sprites/blocks/drills/water-extractor-liquid.png,211,png
core/assets-raw/sprites/blocks/drills/water-extractor-rotator.png,766,png
core/assets-raw/sprites/blocks/drills/water-extractor-top.png,606,png
core/assets-raw/sprites/blocks/drills/water-extractor.png,419,png
core/assets-raw/sprites/blocks/environment/arkycite-floor.png,273,png
core/assets-raw/sprites/blocks/environment/arkyic-stone1.png,277,png
core/assets-raw/sprites/blocks/environment/arkyic-stone2.png,271,png
core/assets-raw/sprites/blocks/environment/arkyic-stone3.png,301,png
core/assets-raw/sprites/blocks/environment/arkyic-vent1.png,1647,png
core/assets-raw/sprites/blocks/environment/arkyic-vent2.png,1566,png
core/assets-raw/sprites/blocks/environment/arkyic-wall-large.png,798,png
core/assets-raw/sprites/blocks/environment/arkyic-wall1.png,341,png
core/assets-raw/sprites/blocks/environment/arkyic-wall2.png,370,png
core/assets-raw/sprites/blocks/environment/arkyic-wall3.png,335,png
core/assets-raw/sprites/blocks/environment/basalt1.png,191,png
core/assets-raw/sprites/blocks/environment/basalt2.png,186,png
core/assets-raw/sprites/blocks/environment/basalt3.png,214,png
core/assets-raw/sprites/blocks/environment/beryllic-stone-wall-large.png,811,png
core/assets-raw/sprites/blocks/environment/beryllic-stone-wall1.png,343,png
core/assets-raw/sprites/blocks/environment/beryllic-stone-wall2.png,368,png
core/assets-raw/sprites/blocks/environment/beryllic-stone1.png,285,png
core/assets-raw/sprites/blocks/environment/beryllic-stone2.png,227,png
core/assets-raw/sprites/blocks/environment/beryllic-stone3.png,190,png
core/assets-raw/sprites/blocks/environment/beryllic-stone4.png,233,png
core/assets-raw/sprites/blocks/environment/bluemat1.png,241,png
core/assets-raw/sprites/blocks/environment/bluemat2.png,281,png
core/assets-raw/sprites/blocks/environment/bluemat3.png,210,png
core/assets-raw/sprites/blocks/environment/carbon-stone1.png,432,png
core/assets-raw/sprites/blocks/environment/carbon-stone2.png,288,png
core/assets-raw/sprites/blocks/environment/carbon-stone3.png,264,png
core/assets-raw/sprites/blocks/environment/carbon-stone4.png,340,png
core/assets-raw/sprites/blocks/environment/carbon-vent1.png,1537,png
core/assets-raw/sprites/blocks/environment/carbon-vent2.png,1487,png
core/assets-raw/sprites/blocks/environment/carbon-wall-large.png,1326,png
core/assets-raw/sprites/blocks/environment/carbon-wall1.png,621,png
core/assets-raw/sprites/blocks/environment/carbon-wall2.png,569,png
core/assets-raw/sprites/blocks/environment/char1.png,364,png
core/assets-raw/sprites/blocks/environment/char2.png,321,png
core/assets-raw/sprites/blocks/environment/char3.png,380,png
core/assets-raw/sprites/blocks/environment/cliff.png,274,png
core/assets-raw/sprites/blocks/environment/cliff0.png,456,png
core/assets-raw/sprites/blocks/environment/cliff1.png,351,png
core/assets-raw/sprites/blocks/environment/cliff2.png,429,png
core/assets-raw/sprites/blocks/environment/cliff3.png,377,png
core/assets-raw/sprites/blocks/environment/cliff4.png,416,png
core/assets-raw/sprites/blocks/environment/cliff5.png,405,png
core/assets-raw/sprites/blocks/environment/cliff6.png,365,png
core/assets-raw/sprites/blocks/environment/cliff7.png,359,png
core/assets-raw/sprites/blocks/environment/core-zone.png,268,png
core/assets-raw/sprites/blocks/environment/crater-stone1.png,245,png
core/assets-raw/sprites/blocks/environment/crater-stone2.png,238,png
core/assets-raw/sprites/blocks/environment/crater-stone3.png,231,png
core/assets-raw/sprites/blocks/environment/crater-stone4.png,233,png
core/assets-raw/sprites/blocks/environment/crater-stone5.png,162,png
core/assets-raw/sprites/blocks/environment/crater-stone6.png,171,png
core/assets-raw/sprites/blocks/environment/crystal-floor1.png,309,png
core/assets-raw/sprites/blocks/environment/crystal-floor2.png,256,png
core/assets-raw/sprites/blocks/environment/crystal-floor3.png,303,png
core/assets-raw/sprites/blocks/environment/crystal-floor4.png,298,png
core/assets-raw/sprites/blocks/environment/crystalline-stone-wall-large.png,906,png
core/assets-raw/sprites/blocks/environment/crystalline-stone-wall1.png,458,png
core/assets-raw/sprites/blocks/environment/crystalline-stone-wall2.png,375,png
core/assets-raw/sprites/blocks/environment/crystalline-stone-wall3.png,351,png
core/assets-raw/sprites/blocks/environment/crystalline-stone-wall4.png,317,png
core/assets-raw/sprites/blocks/environment/crystalline-stone1.png,260,png
core/assets-raw/sprites/blocks/environment/crystalline-stone2.png,232,png
core/assets-raw/sprites/blocks/environment/crystalline-stone3.png,217,png
core/assets-raw/sprites/blocks/environment/crystalline-stone4.png,202,png
core/assets-raw/sprites/blocks/environment/crystalline-stone5.png,248,png
core/assets-raw/sprites/blocks/environment/crystalline-vent1.png,1623,png
core/assets-raw/sprites/blocks/environment/crystalline-vent2.png,1541,png
core/assets-raw/sprites/blocks/environment/dacite-wall-large.png,742,png
core/assets-raw/sprites/blocks/environment/dacite-wall1.png,349,png
core/assets-raw/sprites/blocks/environment/dacite-wall2.png,354,png
core/assets-raw/sprites/blocks/environment/dacite1.png,283,png
core/assets-raw/sprites/blocks/environment/dacite2.png,236,png
core/assets-raw/sprites/blocks/environment/dacite3.png,265,png
core/assets-raw/sprites/blocks/environment/dark-metal-large.png,467,png
core/assets-raw/sprites/blocks/environment/dark-metal1.png,208,png
core/assets-raw/sprites/blocks/environment/dark-metal2.png,280,png
core/assets-raw/sprites/blocks/environment/dark-panel-1.png,193,png
core/assets-raw/sprites/blocks/environment/dark-panel-2.png,227,png
core/assets-raw/sprites/blocks/environment/dark-panel-3.png,242,png
core/assets-raw/sprites/blocks/environment/dark-panel-4.png,219,png
core/assets-raw/sprites/blocks/environment/dark-panel-5.png,214,png
core/assets-raw/sprites/blocks/environment/dark-panel-6.png,232,png
core/assets-raw/sprites/blocks/environment/darksand-tainted-water.png,390,png
core/assets-raw/sprites/blocks/environment/darksand-water.png,388,png
core/assets-raw/sprites/blocks/environment/darksand1.png,180,png
core/assets-raw/sprites/blocks/environment/darksand2.png,222,png
core/assets-raw/sprites/blocks/environment/darksand3.png,191,png
core/assets-raw/sprites/blocks/environment/deep-tainted-water.png,291,png
core/assets-raw/sprites/blocks/environment/deep-water.png,291,png
core/assets-raw/sprites/blocks/environment/dense-red-stone1.png,342,png
core/assets-raw/sprites/blocks/environment/dense-red-stone2.png,339,png
core/assets-raw/sprites/blocks/environment/dense-red-stone3.png,348,png
core/assets-raw/sprites/blocks/environment/dense-red-stone4.png,255,png
core/assets-raw/sprites/blocks/environment/dirt-wall-large.png,696,png
core/assets-raw/sprites/blocks/environment/dirt-wall1.png,343,png
core/assets-raw/sprites/blocks/environment/dirt-wall2.png,339,png
core/assets-raw/sprites/blocks/environment/dirt1.png,143,png
core/assets-raw/sprites/blocks/environment/dirt2.png,155,png
core/assets-raw/sprites/blocks/environment/dirt3.png,585,png
core/assets-raw/sprites/blocks/environment/dune-wall-large.png,1001,png
core/assets-raw/sprites/blocks/environment/dune-wall1.png,393,png
core/assets-raw/sprites/blocks/environment/dune-wall2.png,377,png
core/assets-raw/sprites/blocks/environment/edge-stencil.png,2977,png
core/assets-raw/sprites/blocks/environment/edge.png,437,png
core/assets-raw/sprites/blocks/environment/empty.png,116,png
core/assets-raw/sprites/blocks/environment/env-error.png,287,png
core/assets-raw/sprites/blocks/environment/ferric-craters1.png,389,png
core/assets-raw/sprites/blocks/environment/ferric-craters2.png,322,png
core/assets-raw/sprites/blocks/environment/ferric-craters3.png,350,png
core/assets-raw/sprites/blocks/environment/ferric-stone-wall-large.png,755,png
core/assets-raw/sprites/blocks/environment/ferric-stone-wall1.png,354,png
core/assets-raw/sprites/blocks/environment/ferric-stone-wall2.png,330,png
core/assets-raw/sprites/blocks/environment/ferric-stone1.png,233,png
core/assets-raw/sprites/blocks/environment/ferric-stone2.png,225,png
core/assets-raw/sprites/blocks/environment/ferric-stone3.png,219,png
core/assets-raw/sprites/blocks/environment/ferric-stone4.png,256,png
core/assets-raw/sprites/blocks/environment/glowblob1.png,581,png
core/assets-raw/sprites/blocks/environment/graphitic-wall-large.png,1935,png
core/assets-raw/sprites/blocks/environment/graphitic-wall1.png,794,png
core/assets-raw/sprites/blocks/environment/graphitic-wall2.png,847,png
core/assets-raw/sprites/blocks/environment/graphitic-wall3.png,706,png
core/assets-raw/sprites/blocks/environment/grass1.png,189,png
core/assets-raw/sprites/blocks/environment/grass2.png,172,png
core/assets-raw/sprites/blocks/environment/grass3.png,193,png
core/assets-raw/sprites/blocks/environment/hotrock1.png,290,png
core/assets-raw/sprites/blocks/environment/hotrock2.png,308,png
core/assets-raw/sprites/blocks/environment/hotrock3.png,285,png
core/assets-raw/sprites/blocks/environment/ice-snow1.png,514,png
