number,state,contributor,created_at,closed_at,title,labels,resolution_time
8265,closed,macks2008,2023-02-07 21:31:12+00:00,2023-02-09 03:32:50+00:00,"data exporter ""drops"" pseudo-file extensions",['unlabeled'],30.02722222222222
8264,closed,SSTentacleSS,2023-02-06 16:17:10+00:00,2023-02-08 12:12:28+00:00,prov.get(),['bug'],43.92166666666667
8259,closed,SomeonesShade,2023-02-05 11:31:33+00:00,2023-02-09 03:04:43+00:00,poly and mega will be unable to be controlled by any logic processor after exiting the reconstructor,['bug'],87.55277777777778
8255,closed,SSTentacleSS,2023-02-04 11:41:47+00:00,2023-02-04 11:44:41+00:00,cangameover,['bug'],0.04833333333333333
8251,closed,TqLxQuanZ,2023-02-03 11:59:00+00:00,2023-02-09 03:25:41+00:00,new research tech isn't synced for clients.,['bug'],135.44472222222223
8248,closed,SSTentacleSS,2023-02-03 03:12:02+00:00,2023-02-09 03:04:10+00:00,gamemode validation ,['bug'],143.86888888888888
8247,closed,SSTentacleSS,2023-02-01 22:50:57+00:00,2023-02-01 22:55:25+00:00,question about the error in players' clients,['bug'],0.07444444444444444
8245,closed,LDASGC,2023-02-01 08:14:23+00:00,2023-02-01 18:33:37+00:00,"it is impossible to land on the ""gorge"" sector.",['unlabeled'],10.320555555555556
8244,closed,Rovstam,2023-01-31 20:16:31+00:00,2023-02-01 19:04:41+00:00,insane lag (freezing) in erekir (sector: basin),['bug'],22.802777777777777
8241,closed,MeiNanziiii,2023-01-31 16:04:00+00:00,2023-02-01 19:10:52+00:00,modded gasses have different texture then built-in,['bug'],27.114444444444445
8239,closed,Kieaer,2023-01-31 00:03:48+00:00,2023-02-01 18:34:06+00:00,no core database button on mobile platforms on multiplayer servers.,['bug'],42.505
8236,closed,Darkness6030,2023-01-30 13:06:40+00:00,2023-02-01 19:09:21+00:00,heat turrets can't shoot when cheating,['bug'],54.04472222222222
8235,closed,SSTentacleSS,2023-01-29 14:12:11+00:00,2023-02-01 19:43:00+00:00,so i think calling save() on every event is not the best idea,['bug'],77.51361111111112
8233,closed,IcyIsTechnology,2023-01-29 06:17:16+00:00,2023-02-01 18:34:16+00:00,mono don't mine,['bug'],84.28333333333333
8232,closed,SuperMaxusa,2023-01-28 23:25:09+00:00,2023-02-01 18:35:15+00:00,discord rpc shows incorrect gamemode,['bug'],91.16833333333334
8231,closed,Commander2746,2023-01-28 13:07:47+00:00,2023-02-01 18:35:21+00:00,the error,['unlabeled'],101.45944444444444
8230,closed,SMOLKEYS,2023-01-28 08:41:05+00:00,2023-02-01 19:06:00+00:00,the game seems to be not rendering color.black,['bug'],106.41527777777777
8228,closed,MrDaykii,2023-01-27 14:49:55+00:00,2023-02-01 19:21:04+00:00,sector problem.,['bug'],124.51916666666666
8226,closed,Bob90,2023-01-27 06:48:44+00:00,2023-02-01 19:07:15+00:00,tank refabricator image,['bug'],132.3086111111111
8223,closed,mysnappyNT0980,2023-01-26 15:16:15+00:00,2023-01-26 15:17:05+00:00,unknown network error: distance too far back,['bug'],0.013888888888888888
8221,closed,CheshireC4t,2023-01-26 04:46:14+00:00,2023-02-01 19:43:00+00:00,"unable to update erekir workshop maps, only upload new",['bug'],158.94611111111112
8218,closed,RGBProductions,2023-01-24 16:26:08+00:00,2023-01-30 05:55:24+00:00,toggling battery saver on android closes mindustry,['bug'],133.48777777777778
8217,closed,TheRealA77,2023-01-24 15:48:51+00:00,2023-02-01 18:35:49+00:00,map editor toolbar flickers when discord streaming is active,['bug'],194.78277777777777
8216,closed,znhhhhhhhhh,2023-01-24 08:01:45+00:00,2023-02-01 18:35:59+00:00,mindustry141.2数据导出再导入发生崩溃，游戏数据全部消失，本人用的是安卓平台,['unlabeled'],202.57055555555556
8213,closed,RealTaCo201,2023-01-24 02:17:59+00:00,2023-02-01 19:06:10+00:00,research of the same material carries over to surpulo,['bug'],208.80305555555555
8212,closed,223341818,2023-01-24 01:27:23+00:00,2023-02-01 18:36:08+00:00,bug,['unlabeled'],209.14583333333334
8211,closed,Garen7,2023-01-23 22:45:56+00:00,2023-02-01 19:18:32+00:00,sublimates cant kill ducts,['bug'],212.54333333333332
8209,closed,LeahLuong,2023-01-23 02:45:27+00:00,2023-01-23 04:00:32+00:00,liquid router ≠ =,['bug'],1.2513888888888889
8208,closed,Bismarck131,2023-01-22 19:54:58+00:00,2023-01-23 03:58:17+00:00,units error,['bug'],8.055277777777778
8207,closed,Bismarck131,2023-01-22 19:54:36+00:00,2023-01-23 03:58:19+00:00,units error,['bug'],8.061944444444444
8202,closed,LeahLuong,2023-01-22 09:39:03+00:00,2023-01-22 13:59:41+00:00,widdershins,['bug'],4.3438888888888885
8200,closed,1000i100,2023-01-20 20:01:53+00:00,2023-01-20 20:08:28+00:00,multi items surge router lock/stuck,['bug'],0.10972222222222222
8196,closed,FoolzRulez,2023-01-18 23:49:40+00:00,2023-01-19 05:03:28+00:00,user ui category icon did not update on new category unlocked,['unlabeled'],5.23
8195,closed,lvdo,2023-01-18 13:21:30+00:00,2023-01-18 13:37:19+00:00,"""mindustry.app"" is damaged and can't be opened.",['bug'],0.26361111111111113
8194,closed,FredyJabe,2023-01-18 08:21:38+00:00,2023-01-18 13:40:20+00:00,modding attributecrafter ignores itemcapacity,['bug'],5.3116666666666665
8193,closed,Doommenensbs,2023-01-17 19:15:27+00:00,2023-01-17 23:43:11+00:00,issues with map editor settings,['unlabeled'],4.4622222222222225
8192,closed,Darkness6030,2023-01-17 15:53:51+00:00,2023-01-17 23:50:52+00:00,pvp pausing bug,['bug'],7.950277777777778
8191,closed,J0anJosep,2023-01-17 12:55:30+00:00,2023-01-17 23:45:08+00:00,add catalan as available language on steam,['bug'],10.827222222222222
8188,closed,overdramaticpanromantic,2023-01-16 23:47:48+00:00,2023-01-17 04:11:28+00:00,ground zero impossible,['bug'],4.394444444444445
8187,closed,willis936,2023-01-16 20:14:28+00:00,2023-01-16 20:28:51+00:00,heat router rounding issue,['bug'],0.23972222222222223
8185,closed,nrombes,2023-01-15 21:25:44+00:00,2023-01-16 16:06:46+00:00,crash upon entering map,['unlabeled'],18.683888888888887
8184,closed,qcrist,2023-01-15 19:33:22+00:00,2023-01-15 20:19:21+00:00,descync in multiplayer - cannot research,['bug'],0.7663888888888889
8180,closed,knightnibor,2023-01-14 19:27:21+00:00,2023-01-14 19:36:58+00:00,main menu gpu leak(?),['bug'],0.16027777777777777
8178,closed,SemGame02,2023-01-14 09:35:24+00:00,2023-01-14 14:53:47+00:00,serpulo and erekir broken maps,['bug'],5.306388888888889
8177,closed,nanmenyangde,2023-01-14 00:27:39+00:00,2023-01-14 00:34:55+00:00,build towers work without nitrogen when being suppressed,['bug'],0.12111111111111111
8174,closed,Agzam-Ar,2023-01-13 14:01:57+00:00,2023-01-13 14:25:03+00:00,v141 | sandbox on survival after playing in sandbox,['bug'],0.385
8173,closed,overdramaticpanromantic,2023-01-13 12:42:25+00:00,2023-01-13 14:32:23+00:00,"erekir campaign completely unplayable (lake, aegis, stronghold, marsh, origin, and siege are all broken)",['bug'],1.8327777777777778
8172,closed,TraktorHead,2023-01-13 11:05:35+00:00,2023-01-13 14:25:24+00:00,zombie poly,['bug'],3.330277777777778
8170,closed,SoMall-dumpling,2023-01-13 04:48:26+00:00,2023-01-13 14:31:22+00:00,sublimate is blocked by ally buildings,['bug'],9.715555555555556
8169,closed,Vect0r0,2023-01-13 03:04:19+00:00,2023-01-13 03:54:15+00:00,spanish bundle issue,['bug'],0.8322222222222222
8168,closed,Stone-Dog-Millionaire,2023-01-12 21:43:10+00:00,2023-01-12 22:02:04+00:00,electric heater info text?,['bug'],0.315
8166,closed,Kieaer,2023-01-12 19:40:53+00:00,2023-01-12 19:44:11+00:00,wrong many text colors,['bug'],0.055
8165,closed,nrombes,2023-01-12 18:42:37+00:00,2023-01-12 19:42:45+00:00,crash with steam build 141 and new horizon,['unlabeled'],1.0022222222222221
8164,closed,FrostStormwind,2023-01-12 18:41:03+00:00,2023-01-12 19:38:28+00:00,cannot complete sector lake on erekir due to map bug,['bug'],0.9569444444444445
8163,closed,Agzam-Ar,2023-01-12 18:27:31+00:00,2023-01-12 19:33:43+00:00,v141 | erekir buildings on serpulo after playing on erekir ,['bug'],1.1033333333333333
8162,closed,Kieaer,2023-01-12 18:25:03+00:00,2023-01-12 19:31:04+00:00,game crash when multiplayer server joined,['bug'],1.1002777777777777
8161,closed,Kieaer,2023-01-12 18:23:28+00:00,2023-01-12 19:31:03+00:00,game crash when enter multiplayer server list,['bug'],1.1263888888888889
8159,closed,Larofeticus,2023-01-12 04:07:12+00:00,2023-01-12 13:37:00+00:00,map objective filled shape ignores rotate field,['bug'],9.496666666666666
8157,closed,Kokoutsou,2023-01-11 17:27:47+00:00,2023-01-12 00:56:13+00:00,campagne erekir,['unlabeled'],7.473888888888889
8153,closed,MinRi2,2023-01-11 14:14:46+00:00,2023-01-11 14:23:34+00:00,unitradar always return @unit,['bug'],0.14666666666666667
8152,closed,MinRi2,2023-01-11 09:57:52+00:00,2023-01-11 13:40:39+00:00,unitradar always return @unit.,['bug'],3.7130555555555556
8149,closed,Larofeticus,2023-01-11 03:01:39+00:00,2023-01-11 13:52:47+00:00,exploit possible on peaks campaign map,['bug'],10.852222222222222
8148,closed,stacktrace-error,2023-01-10 19:38:31+00:00,2023-01-11 00:05:39+00:00,"*some* java mod icons only show in browser, not in mod list",['bug'],4.452222222222222
8144,closed,LeahLuong,2023-01-10 05:58:24+00:00,2023-01-10 13:43:46+00:00,overblasts aren't airdriven?!,['bug'],7.756111111111111
8141,closed,MaxSMokeSkaarj,2023-01-10 02:49:45+00:00,2023-01-10 02:56:33+00:00,smoke of anarchy is not avaible from globallist,['bug'],0.11333333333333333
8132,closed,Gabarittv,2023-01-08 11:59:39+00:00,2023-01-08 15:19:55+00:00,game crashes when trying to enter a co-op game in the main menu,['unlabeled'],3.3377777777777777
8131,closed,not-camo,2023-01-08 09:34:09+00:00,2023-01-08 15:24:58+00:00,objective screen crash,['bug'],5.8469444444444445
8126,closed,Kieaer,2023-01-07 17:35:22+00:00,2023-01-07 17:44:22+00:00,(old bug bump),['bug'],0.15
8125,closed,Sam11870,2023-01-07 13:21:16+00:00,2023-01-07 16:52:00+00:00,in world 154 you get obliterated by troops in the first wave,['unlabeled'],3.5122222222222224
8123,closed,Mahzy88,2023-01-06 20:18:49+00:00,2023-01-07 16:52:36+00:00,malformd input,['unlabeled'],20.563055555555554
8122,closed,Yannik0,2023-01-06 19:16:15+00:00,2023-01-07 16:52:43+00:00,mouse position gets stuck,['unlabeled'],21.607777777777777
8120,closed,novellus,2023-01-05 23:05:28+00:00,2023-01-07 16:53:24+00:00,sound does not function,['bug'],41.79888888888889
8119,closed,Enomine88,2023-01-03 21:01:51+00:00,2023-01-07 18:16:02+00:00,sector 180 on serpulo has no waves,['bug'],93.23638888888888
8117,closed,Pasu4,2023-01-03 08:37:05+00:00,2023-01-07 19:47:16+00:00,liquid puddles disappear when syncing in multiplayer,['bug'],107.16972222222222
8116,closed,Cyrex242,2023-01-03 07:49:35+00:00,2023-01-07 18:48:42+00:00,no sound on bluetooth headphones,['unlabeled'],106.98527777777778
8115,closed,LeahLuong,2023-01-03 05:45:48+00:00,2023-01-07 18:16:50+00:00,possible error w/ bldg. production values,['bug'],108.51722222222222
8114,closed,VETARUK,2023-01-02 20:16:04+00:00,2023-01-07 17:25:43+00:00, mindustry has crashed. how unfortunate.,['bug'],117.16083333333333
8111,closed,muesli4,2023-01-02 03:48:10+00:00,2023-01-07 17:45:44+00:00,keybinding keys do not match the keyboard layout,['bug'],133.95944444444444
8110,closed,Sasuke99o9,2023-01-02 02:25:34+00:00,2023-01-07 17:04:45+00:00,my console doesn't work,['bug'],134.65305555555557
8107,closed,Prestonthegod0,2022-12-31 22:41:12+00:00,2023-01-07 17:25:51+00:00,hard,['bug'],162.74416666666667
8105,closed,SSTentacleSS,2022-12-30 21:54:41+00:00,2023-01-07 17:08:06+00:00,is it possible to speed up mods loading process?,['bug'],187.2236111111111
8104,closed,romanin-rf,2022-12-30 16:22:29+00:00,2023-01-07 17:11:56+00:00,serious bug: clients and server crashes,['bug'],192.82416666666666
8103,closed,chrysn,2022-12-30 15:25:40+00:00,2023-01-07 17:25:24+00:00,map and wave state are not saved atomically,['unlabeled'],193.99555555555557
8102,closed,Xasmedy,2022-12-30 12:40:10+00:00,2023-01-07 17:22:07+00:00,some players not being able to connect to a set of servers.,['bug'],196.69916666666666
8100,closed,Phoenixwolf1245,2022-12-30 03:56:50+00:00,2023-01-07 17:25:57+00:00,android it's on the latest and aren't you on the discord server so you can see the bug for yourself,['bug'],205.48527777777778
8099,closed,CNWww533,2022-12-30 02:34:04+00:00,2023-01-07 17:25:36+00:00,cant open game,['bug'],206.85888888888888
8098,closed,vince2010091,2022-12-29 22:34:14+00:00,2023-01-07 17:07:02+00:00,[crash report] mindustry.gen.building.acceptpayload,['unlabeled'],210.54666666666665
8095,closed,Stone-Dog-Millionaire,2022-12-29 18:49:07+00:00,2023-01-07 19:06:00+00:00,"[steam] minor issue: ""roboticist"" achievement affected by addition of erekir units in 7.0",['bug'],216.2813888888889
8094,closed,traincrisis,2022-12-29 12:37:48+00:00,2023-01-07 17:31:36+00:00,"how to make flag be true when objective ends in editor? (question, written as bug because cant use discord)",['bug'],220.89666666666668
8093,closed,VladisS-Vostok2000,2022-12-28 19:34:37+00:00,2023-01-07 17:15:52+00:00,"""jump always"" hides its variables but must not have",['bug'],237.6875
8092,closed,Agzam-Ar,2022-12-27 18:22:43+00:00,2023-01-07 17:07:01+00:00,mindustry has crashed | nullpointerexception,['bug'],262.73833333333334
8091,closed,traincrisis,2022-12-26 18:20:48+00:00,2023-01-07 17:39:27+00:00,canʼt build anything on ancient caldera map when planet is set to erekir,['bug'],287.31083333333333
8088,closed,azureplanet,2022-12-26 09:08:22+00:00,2022-12-26 09:17:44+00:00,"anuken,hello!",['bug'],0.15611111111111112
8086,closed,CheshireC4t,2022-12-26 05:22:29+00:00,2023-01-07 17:15:41+00:00,invalid character in editor > world processor > cutscene,['bug'],299.88666666666666
8084,closed,Zeekza,2022-12-25 05:38:31+00:00,2023-01-07 19:26:28+00:00,heat routers don't update surrounding blocks immediately when rotated if outputs are reflected back,['bug'],325.7991666666667
8080,closed,lyelik237,2022-12-22 06:46:50+00:00,2023-01-07 17:12:44+00:00,"hello, after the update, when i left to mine the kinetic alloy for the night in the morning, the soybean base was destroyed, but before the update, i captured the crash of 078 and now it shows in the technology tree that i captured the sector, but i can’t get to it. help solve the problem if possible. thank you in advance.",['unlabeled'],394.4316666666667
8078,closed,00001H,2022-12-22 02:37:28+00:00,2023-01-07 17:08:48+00:00,annoying typo,['bug'],398.52222222222224
8076,closed,Voiddrax,2022-12-21 11:59:35+00:00,2023-01-07 17:14:26+00:00,when i open the m9d browser it shows error took too  long to connect to the browser ive uninstalled the game 4 times but nothing is changing ,['unlabeled'],413.2475
8075,closed,Plazma909,2022-12-20 05:18:24+00:00,2023-01-07 16:30:49+00:00,high tier tanks dealing damage not based on unit damage.,['bug'],443.20694444444445
8073,closed,Eliviastoregame,2022-12-19 16:20:05+00:00,2023-01-07 17:12:28+00:00,the ia is bugged,['bug'],456.87305555555554
8072,closed,Eliviastoregame,2022-12-19 16:09:56+00:00,2023-01-07 17:39:39+00:00,ia sur e,['unlabeled'],457.4952777777778
8071,closed,vlad2674,2022-12-19 13:22:07+00:00,2023-01-07 17:10:13+00:00,aegis level,['unlabeled'],459.8016666666667
8069,closed,Vognezir,2022-12-18 11:03:29+00:00,2023-01-07 17:11:40+00:00,bug with stores and tank,['bug'],486.1363888888889
8068,closed,Guyyyyyyyy,2022-12-18 08:20:55+00:00,2023-01-07 17:09:00+00:00,mod browser is not working ,['unlabeled'],488.8013888888889
8066,closed,Guyyyyyyyy,2022-12-17 14:25:56+00:00,2022-12-18 08:18:00+00:00,help i am in much pain my mod browser is not working ,['unlabeled'],17.86777777777778
8065,closed,Agzam-Ar,2022-12-17 13:53:01+00:00,2023-01-07 17:15:41+00:00,❗ nullpointerexception at  mindustry.entities.bullet.bullettype.lambda$updatehoming,['bug'],507.3777777777778
8062,closed,Legomonster33,2022-12-16 04:06:46+00:00,2023-01-07 19:08:04+00:00,shielded wall doesnt accept power after being picked up and placed back down,['bug'],543.0216666666666
8061,closed,miiichael,2022-12-16 03:53:41+00:00,2022-12-16 03:57:23+00:00,need to build payload mass driver but it's not unlocked yet!,['bug'],0.06166666666666667
8060,closed,matkoniecz,2022-12-15 20:31:41+00:00,2023-01-07 18:44:37+00:00,confusing results of playing campaign online - ahead of local state,['bug'],550.2155555555555
8052,closed,Goontnt,2022-12-10 20:52:49+00:00,2023-01-07 17:16:18+00:00,core upgrades can be shifted by 1 tile on erekir,['bug'],668.3913888888889
8051,closed,GreeningSiren,2022-12-10 19:05:24+00:00,2022-12-10 20:00:32+00:00,when i try to run the server on my windows pc it gives me the error 'the system cannot find the file c:\programdata\oracle\java\javapath\java.exe.' now i may be stupid but i think these paths are for linux?,['bug'],0.9188888888888889
8050,closed,LixieWulf,2022-12-10 17:48:02+00:00,2023-01-07 23:47:52+00:00,strange error with json parser causes cangameover problems,['bug'],677.9972222222223
8049,closed,Serzhmmm,2022-12-10 17:43:01+00:00,2022-12-10 22:46:21+00:00,can't land in sector 210,['unlabeled'],5.055555555555555
8048,closed,Serzhmmm,2022-12-10 13:42:58+00:00,2023-01-07 17:16:12+00:00,"sector 47, too much enemies",['bug'],675.5538888888889
8047,closed,Serzhmmm,2022-12-10 13:41:29+00:00,2022-12-10 22:46:47+00:00,bug on serpulo sector 47,['bug'],9.088333333333333
8046,closed,sandXI,2022-12-10 00:11:44+00:00,2023-01-07 17:16:32+00:00,what happen in sectors 229 ??? (playing on android),['bug'],689.08
8044,closed,awaMATRIXxN1,2022-12-09 11:03:36+00:00,2023-01-07 17:20:47+00:00,local host bug,['bug'],702.2863888888888
8043,closed,Garen7,2022-12-09 03:38:11+00:00,2023-01-07 17:19:57+00:00,titans can only hit one building at a time,['bug'],709.6961111111111
8042,closed,CallMeDutch2141,2022-12-08 23:17:58+00:00,2023-01-07 18:53:09+00:00,where sand in sector 219,['unlabeled'],715.5863888888889
8036,closed,westnordost,2022-12-07 19:46:25+00:00,2023-01-07 18:59:10+00:00,multiplayer: no units visible on client if server is connected via several network interfaces,['bug'],743.2125
8031,closed,renebrucknerjnr,2022-12-06 14:19:25+00:00,2022-12-08 06:10:05+00:00,*map/world border glitched.*,['bug'],39.84444444444444
8030,closed,Skyhero011,2022-12-06 10:07:56+00:00,2023-01-07 17:26:55+00:00,데이터 가져오기가 안됨,['unlabeled'],775.3163888888889
8028,closed,Priyantha-IT21021534,2022-12-06 09:52:33+00:00,2023-01-07 17:22:19+00:00,surge alloy unlocked before (nitrogen!?) in erekir,['bug'],775.4961111111111
8026,closed,Maxime90Rigaud,2022-12-05 10:38:24+00:00,2023-01-07 18:55:42+00:00,ios word document from files opens mindustry if installed,['bug'],800.2883333333333
8025,closed,AzmeurYahigai,2022-12-04 15:03:01+00:00,2023-01-07 20:07:59+00:00,logic code scrolls up on cancel editing value,['bug'],821.0827777777778
8024,closed,NazarikCH,2022-12-04 08:40:13+00:00,2023-01-07 17:16:47+00:00,auto path don't worok,['bug'],824.6094444444444
8022,closed,Gab304,2022-12-03 23:04:49+00:00,2023-01-07 17:17:01+00:00,sync of data,['unlabeled'],834.2033333333334
8016,closed,LeahLuong,2022-12-02 06:49:47+00:00,2023-01-07 17:20:38+00:00,frequent crashes on my ancient android,['bug'],874.5141666666667
8015,closed,hortiSquash,2022-12-02 03:06:59+00:00,2023-01-07 19:54:19+00:00,v7 bridges display bug + fix,['bug'],880.7888888888889
8014,closed,Splarkszter,2022-12-01 20:06:08+00:00,2023-01-07 17:31:21+00:00,borderless fullscreen not working as intended,['bug'],885.4202777777778
8013,closed,Sussy919,2022-12-01 13:44:05+00:00,2023-01-07 17:34:53+00:00,oh no,['bug'],891.8466666666667
8012,closed,Industrial15,2022-12-01 10:52:39+00:00,2023-01-07 17:28:26+00:00,bug with poly/mega (ru),['bug'],894.5963888888889
8011,closed,haseln,2022-11-30 22:06:12+00:00,2023-01-07 18:42:50+00:00,unexpected conduit bridge placement,['bug'],908.6105555555556
8010,closed,Jammo2000,2022-11-29 23:56:52+00:00,2023-01-07 18:46:19+00:00,guardians don't show up,['bug'],930.8241666666667
8008,closed,luiges90,2022-11-29 11:55:24+00:00,2023-01-07 19:10:44+00:00,sand boulders replaced by sand walls when applying the transforrm twice,['unlabeled'],943.2555555555556
8007,closed,mrendleman,2022-11-29 02:18:08+00:00,2023-01-07 17:30:21+00:00,"multiplayer campaign erekir - repeated crashing, sometimes minutes apart",['bug'],951.2036111111111
8005,closed,Ishakkkk,2022-11-28 06:59:25+00:00,2022-11-28 16:29:21+00:00,mindustry campaign bug,['bug'],9.498888888888889
8001,closed,Nkknkknkk,2022-11-27 18:40:39+00:00,2023-01-07 17:30:29+00:00,kanyon haritasına girilmiyor.atlas yerine göletçik haritasına bağlanıyor,['bug'],982.8305555555555
8000,closed,Theguywithsomesoup,2022-11-27 15:21:03+00:00,2023-01-07 17:35:01+00:00,the lake is broken (nvm fixed itself),['unlabeled'],986.2327777777778
7999,closed,ErPyrex,2022-11-27 00:15:28+00:00,2023-01-07 17:35:53+00:00,opengl error when opening the game even with the latest available opengl update higher than 2.1,['bug'],1001.3402777777778
7998,closed,Stone-Dog-Millionaire,2022-11-26 21:31:18+00:00,2023-01-07 17:52:59+00:00,"erekir campaign level ""intersect"" — ""walk around"" exploit with merui mech units",['bug'],1004.3613888888889
7997,closed,Ultrakekskanone,2022-11-26 12:44:31+00:00,2023-01-07 17:51:57+00:00,enemy turrets have infinite ammo,['bug'],1013.1238888888889
7996,closed,Shadow3276,2022-11-25 18:58:39+00:00,2023-01-07 19:00:05+00:00,launch pad menu icon and build texture don't match the new launch pad texture,['bug'],1032.023888888889
7995,closed,rafcioxx,2022-11-25 17:23:08+00:00,2023-01-07 17:31:57+00:00,game crashes on steam instantly on start up,['bug'],1032.1469444444444
7994,closed,PWDSerialgamer07,2022-11-25 16:41:39+00:00,2023-01-07 17:32:56+00:00,can't update on map,['bug'],1032.8547222222223
7986,closed,JasonP-01,2022-11-23 12:40:30+00:00,2023-01-07 17:32:22+00:00,no unit cap bug,['bug'],1084.8644444444444
7983,closed,IlSashalI,2022-11-22 18:01:17+00:00,2023-01-07 17:32:14+00:00,ы,['unlabeled'],1103.5158333333334
7982,closed,IlSashalI,2022-11-22 17:56:07+00:00,2023-01-07 17:32:11+00:00,я нашёл баг. иногда при заходе в сектор камера появляется не над ядром а далеко за приделами карты. очень далеко. приходится минуту в режиме паузы лететь обратно чтобы начать играть. в мультиплеере этот баг тоже встречается ,['unlabeled'],1103.601111111111
7979,closed,Keifwer,2022-11-22 11:58:16+00:00,2022-12-04 07:56:35+00:00,error multiplayer game,['unlabeled'],283.97194444444443
7978,closed,Quezler,2022-11-22 09:58:51+00:00,2023-01-07 17:37:40+00:00,powerlines being drawn to since rebuilt enemy buildings visible through the fog of war,['unlabeled'],1111.6469444444444
7975,closed,Voldzz,2022-11-21 22:34:27+00:00,2023-01-07 17:52:15+00:00,extraction outpost won't capture?,['bug'],1123.2966666666666
7970,closed,DushaDuh,2022-11-21 12:35:21+00:00,2023-01-07 19:00:27+00:00,показан блок меди вместо бериллия в обучающей подсказке,['unlabeled'],1134.4183333333333
7967,closed,meohent41zhead,2022-11-20 23:26:07+00:00,2022-11-30 21:55:20+00:00,mod bug,['bug'],238.48694444444445
7965,closed,Rusomati,2022-11-20 10:37:07+00:00,2023-01-07 17:37:54+00:00,zooming keybinds do not work everywhere,['bug'],1159.0130555555556
7964,closed,GFX993,2022-11-20 09:09:37+00:00,2023-01-07 17:18:17+00:00,crash first gameplay,['unlabeled'],1160.1444444444444
7963,closed,mathiasbader,2022-11-20 05:52:32+00:00,2023-01-07 17:18:51+00:00,switching to windows and back to the game brakes the game,['bug'],1163.4386111111112
7962,closed,Bell2U,2022-11-20 04:41:33+00:00,2023-01-07 19:01:35+00:00,cannot open the game,['bug'],1166.3338888888889
7961,closed,Chocolate-road,2022-11-20 03:28:58+00:00,2023-01-07 17:23:17+00:00,basin lower half bug,['bug'],1165.9052777777779
7959,closed,Xiao-yux,2022-11-20 00:17:34+00:00,2022-12-08 05:23:28+00:00,崩溃了,['bug'],437.09833333333336
7958,closed,L0615T1C5-216AC-9437,2022-11-20 00:03:43+00:00,2023-01-07 19:05:50+00:00,ability to placed banned blocks on map,['bug'],1171.0352777777778
7955,closed,rylid-umil,2022-11-19 16:13:10+00:00,2023-01-07 17:38:29+00:00,opening map bug and sector genrate crash,['bug'],1177.4219444444445
7952,closed,Pointifix,2022-11-19 06:29:01+00:00,2023-01-07 16:27:18+00:00,arrayindexoutofboundsexception in pathfinder,['bug'],1185.971388888889
7951,closed,gamemaster235,2022-11-19 06:10:17+00:00,2023-01-07 17:19:27+00:00,erekir tech tree bug,['bug'],1187.1527777777778
7949,closed,Raptor2213,2022-11-18 20:59:27+00:00,2022-12-02 00:16:47+00:00,opening tech tree can permanently lock maps,['bug'],315.2888888888889
7948,closed,Shadow3276,2022-11-18 17:12:22+00:00,2023-01-07 19:12:06+00:00,"missing ""d"" ""buildings deconstructe"" in the sector lost screen",['bug'],1201.9955555555555
7946,closed,kacperwyczawski,2022-11-18 14:29:27+00:00,2023-01-07 17:39:15+00:00,hint from serpulo showing on erekir,['bug'],1203.1633333333334
7945,closed,rayinfinite,2022-11-18 13:14:41+00:00,2023-01-07 17:39:50+00:00,ravine sector in erekir cannot launch,['unlabeled'],1204.4191666666666
7944,closed,Glino-MES,2022-11-18 10:32:51+00:00,2023-01-07 19:18:10+00:00,map area rule in custom game disables all buildings outside of the area,['bug'],1208.7552777777778
7943,closed,mdtrooper,2022-11-18 09:53:26+00:00,2023-01-07 17:40:22+00:00,tech tree (erekir) has red node between tungsten and surge alloy ,['bug'],1207.7822222222221
7941,closed,Machine047,2022-11-18 01:42:10+00:00,2023-01-07 17:40:31+00:00,sector error (bug),['unlabeled'],1215.9725
7940,closed,RedMatrix1,2022-11-17 23:31:05+00:00,2023-01-07 17:34:36+00:00,target editor does not save targets,['bug'],1218.058611111111
7939,closed,pixelv999,2022-11-17 21:27:41+00:00,2023-01-07 17:34:12+00:00,"cant trigger an achievement ""browser"" ",['bug'],1220.108611111111
7938,closed,Khanx,2022-11-17 19:24:04+00:00,2022-11-18 10:50:49+00:00,campaign: cannot launch core to sector because does not detect resources,['bug'],15.445833333333333
7936,closed,Kieaer,2022-11-17 11:32:38+00:00,2023-01-07 17:44:50+00:00,no enemy cores but not gameover,['bug'],1230.2033333333334
7932,closed,TheOnlyCool1,2022-11-16 23:53:32+00:00,2023-01-07 17:04:40+00:00,steam where's the manual achievement granted for logic processor instead of micro-processor,['bug'],1241.1855555555555
7931,closed,rissson,2022-11-16 22:31:22+00:00,2023-01-07 17:29:20+00:00,reconstruction can be deducted in the fog of war due to duct items showing as moving,['bug'],1242.966111111111
7930,closed,Edwardl256,2022-11-16 17:46:46+00:00,2023-01-07 17:40:54+00:00,erekir unloader loads a loader.,['bug'],1247.9022222222222
7929,closed,nilliboi,2022-11-16 17:28:14+00:00,2022-11-17 11:49:39+00:00,forbidden error when downloading mods,['bug'],18.356944444444444
7926,closed,ximega,2022-11-16 12:51:57+00:00,2023-01-07 17:40:59+00:00,electricity wires disappeared,['bug'],1252.8172222222222
7923,closed,dhrvalkyr,2022-11-15 17:07:16+00:00,2023-01-07 17:03:32+00:00,140.4 exception crash,['bug'],1271.9377777777777
