number,state,created_at,closed_at,title
6784,closed,2022-05-08 13:26:17+00:00,2023-01-04 05:09:12+00:00,Update bundle_zh_CN.properties for v7
6780,closed,2022-05-08 05:43:37+00:00,2022-05-08 13:33:29+00:00,Fix issue with unit selection rect glitching
6775,closed,2022-05-08 02:59:46+00:00,2022-05-08 03:03:08+00:00,Update bundle_zh_CN.properties
6772,closed,2022-05-07 23:39:01+00:00,2022-05-12 13:53:14+00:00,Erekir - Shadow on animated turrets
6766,closed,2022-05-07 11:23:22+00:00,2022-05-12 13:53:14+00:00,French translation
6758,closed,2022-05-07 01:48:38+00:00,2022-05-10 23:01:53+00:00,id_ID v7 translation
6757,closed,2022-05-07 01:45:10+00:00,2022-05-07 01:47:24+00:00, in_ID v7 translation
6747,closed,2022-05-03 17:55:26+00:00,2022-05-12 04:19:50+00:00,Allow for TextureRegion-based light to rotate
6734,closed,2022-04-26 21:58:45+00:00,2022-04-26 22:16:17+00:00,fix titanium sprite
6727,closed,2022-04-22 01:22:30+00:00,2022-09-20 15:29:53+00:00,Support of mods with textures in different resolution (HD or low-res)
6726,closed,2022-04-20 21:09:15+00:00,2022-04-23 16:12:56+00:00,Name Saves on Custom Game Screen
6723,closed,2022-04-19 04:30:58+00:00,2022-06-14 13:54:48+00:00,filterable power node connections
6717,closed,2022-04-17 23:46:42+00:00,2022-04-17 23:53:22+00:00,fix impact & compress images
6714,closed,2022-04-17 07:01:13+00:00,2022-05-06 07:09:37+00:00,"S: Load icons,locales in server launcher"
6711,closed,2022-04-16 08:54:32+00:00,2022-07-21 11:19:44+00:00,Update bundle_ru.properties
6693,closed,2022-04-03 08:06:31+00:00,2022-10-02 16:59:39+00:00,Update servers_v6.json
6681,closed,2022-03-30 21:02:29+00:00,2022-03-31 08:49:31+00:00,Improvements to Finnish translation
6673,closed,2022-03-28 18:42:04+00:00,2022-10-02 03:07:44+00:00,Better power nodes yet again
6668,closed,2022-03-26 10:21:37+00:00,2022-06-22 20:15:10+00:00,Correction of spelling mistakes in the French bundle
6666,closed,2022-03-26 01:18:19+00:00,2022-04-04 12:29:33+00:00,Just a sussy resprite nothing else
6664,closed,2022-03-25 05:42:34+00:00,2022-03-25 12:52:44+00:00,Fix bullet range calculation with `maxRange`
6663,closed,2022-03-25 01:19:26+00:00,2022-03-25 12:52:50+00:00,Refactor some power consumption
6660,closed,2022-03-23 17:13:16+00:00,2022-03-31 14:28:02+00:00,Sussy item sprites
6658,closed,2022-03-23 08:59:30+00:00,2022-04-04 12:30:03+00:00,flarogus but without breaking everything
6657,closed,2022-03-23 08:48:58+00:00,2022-03-23 19:55:46+00:00,add among to midustry
6649,closed,2022-03-20 10:08:00+00:00,2023-08-03 07:35:00+00:00,bind `usid` to hostname rather than ip
6648,closed,2022-03-19 20:57:49+00:00,2022-04-21 22:41:17+00:00,LiquidRouters - Loosen Throughput Reduction
6646,closed,2022-03-18 01:19:25+00:00,2022-03-18 01:30:18+00:00,Allow force projectors to not have item consumption
6644,closed,2022-03-16 23:27:47+00:00,2022-03-16 23:38:05+00:00,Code Cleanup
6636,closed,2022-03-14 09:50:21+00:00,2024-04-02 15:35:12+00:00,Updated bundle_hu.properties
6628,closed,2022-03-09 02:38:39+00:00,2022-03-09 02:54:24+00:00,Don't steal peoples formation units on death
6627,closed,2022-03-07 18:19:36+00:00,2022-03-07 19:00:03+00:00,For some reason the load world doesn't fire a WLE
6626,closed,2022-03-07 09:34:44+00:00,2022-03-07 15:10:11+00:00,Using right names
6624,closed,2022-03-06 19:01:31+00:00,2022-03-06 19:29:02+00:00,Unit frags shouldn't keep velocity
6623,closed,2022-03-06 07:12:08+00:00,2022-03-06 13:31:28+00:00,Improved Bullet Velocity Inheritance
6617,closed,2022-03-04 10:11:03+00:00,2022-09-02 01:12:42+00:00,Update servers_v7.json
6612,closed,2022-03-02 14:14:39+00:00,2022-10-01 21:44:25+00:00,Add `DamageSource` and `DamageEvent`
6610,closed,2022-03-02 01:08:43+00:00,2022-03-04 14:24:10+00:00,Update servers_v7.json
6607,closed,2022-02-28 17:26:13+00:00,2024-04-02 15:55:04+00:00,Update bundle_pt_BR.properties
6604,closed,2022-02-26 22:15:48+00:00,2024-04-05 19:24:55+00:00,Update bundle_et.properties
6596,closed,2022-02-22 18:18:23+00:00,2022-10-01 21:47:54+00:00,Continuous Recoil Delta
6593,closed,2022-02-20 22:32:07+00:00,2022-02-20 22:47:39+00:00,Fix warnings
6590,closed,2022-02-19 01:27:59+00:00,2022-02-20 15:04:30+00:00,Update servers_v7.json
6586,closed,2022-02-18 13:22:58+00:00,2022-02-19 01:18:16+00:00,Update servers_v7.json
6583,closed,2022-02-17 05:59:34+00:00,2022-02-17 18:17:53+00:00,Unhardcode the amount of explosiveness needed
6582,closed,2022-02-17 02:01:35+00:00,2022-10-01 21:49:42+00:00,Add Logic Lookup Id to ContentInfoDialog.java
6575,closed,2022-02-15 01:47:46+00:00,2022-02-23 18:12:56+00:00,Reorder weapon firing effects & chargeEffect
6572,closed,2022-02-14 05:05:40+00:00,2022-02-14 06:18:58+00:00,Add equals and hashCode for Content.java
6570,closed,2022-02-12 04:46:22+00:00,2022-02-14 19:07:07+00:00,Effect added/removed
6568,closed,2022-02-11 21:24:23+00:00,2022-02-12 14:11:46+00:00,Don't attempt to remove `itemCapacity` if there never was `itemCapacity` in the first place.
6561,closed,2022-02-08 19:14:08+00:00,2022-02-08 19:49:14+00:00,Move `powerUse` to `Turret` + fix turret power consumption conditions
6559,closed,2022-02-06 01:15:30+00:00,2022-02-06 01:30:38+00:00,Draw cracks underneath items
6551,closed,2022-02-02 21:31:04+00:00,2022-02-02 21:37:21+00:00,Fix NPE caused by #5252 when replacing mined tile in MinerComp
6549,closed,2022-02-02 09:55:21+00:00,2022-02-02 14:57:11+00:00,"Making ""wave"" aproximated to V7."
6545,closed,2022-02-01 05:52:13+00:00,2022-02-01 18:05:07+00:00,Shoot/smoke color
6542,closed,2022-01-31 18:01:39+00:00,2022-01-31 18:08:51+00:00,add server to global list
6536,closed,2022-01-27 08:58:16+00:00,2022-06-29 00:34:54+00:00,Update bundle_ko.properties
6530,closed,2022-01-25 12:48:18+00:00,2022-06-10 04:41:35+00:00,add 2 Server in Server.json
6529,closed,2022-01-25 11:52:08+00:00,2022-01-25 15:06:03+00:00,Update servers_v6.json
6528,closed,2022-01-25 11:28:45+00:00,2022-05-04 12:29:41+00:00,Update servers_v6.json
6522,closed,2022-01-23 01:53:01+00:00,2022-05-05 22:46:24+00:00,Remove inactive servers from v6 list
6515,closed,2022-01-22 09:25:07+00:00,2022-01-22 14:30:03+00:00,It has a **n a m e**
6511,closed,2022-01-21 20:19:07+00:00,2022-05-11 19:24:38+00:00,Ukrainian translation
6509,closed,2022-01-21 16:57:44+00:00,2022-01-22 02:38:06+00:00,Separate the Draw Z of Units and their Outlines
6505,closed,2022-01-19 08:49:44+00:00,2022-10-04 20:02:18+00:00,Customizable gameOver listener and more
6497,closed,2022-01-15 14:29:20+00:00,2022-01-15 15:03:04+00:00,Merged Omega and Infection Tab
6495,closed,2022-01-15 06:00:22+00:00,2022-06-08 15:30:35+00:00,ArtilleryBulletType is missing some draw stuff
6493,closed,2022-01-14 07:35:04+00:00,2022-10-01 22:03:33+00:00,"Ability to copy name, ip, uuid"
6490,closed,2022-01-13 09:24:00+00:00,2022-02-03 04:09:46+00:00,More Vietnamese Translate
6488,closed,2022-01-12 18:39:36+00:00,2022-02-17 04:10:08+00:00,Unit based default controllers
6476,closed,2022-01-08 14:25:35+00:00,2022-10-02 13:08:59+00:00,Update ServerControl.java
6466,closed,2022-01-03 13:10:49+00:00,2022-01-19 11:39:45+00:00,Add serverControl listener
6464,closed,2022-01-02 03:43:34+00:00,2022-01-09 12:09:10+00:00,Pull Request#2 - Translated more phrases 
6463,closed,2022-01-02 03:33:41+00:00,2022-01-09 12:09:07+00:00,Update bundle_vi.properties
6459,closed,2021-12-30 16:54:11+00:00,2021-12-30 18:11:52+00:00,made comment statement
6443,closed,2021-12-18 06:34:10+00:00,2022-10-02 16:59:47+00:00,Update servers_v7.json
6441,closed,2021-12-17 12:01:18+00:00,2024-04-02 03:10:29+00:00,Update bundle_fi.properties
6439,closed,2021-12-17 00:50:48+00:00,2021-12-17 00:52:47+00:00,Use `entity.consValid()` in consumer updates
6438,closed,2021-12-17 00:28:42+00:00,2021-12-17 02:29:04+00:00,Don't round amount in LiquidStack methods
6425,closed,2021-12-10 15:58:12+00:00,2021-12-10 16:01:01+00:00,Suggestion #3237
6423,closed,2021-12-10 15:39:12+00:00,2021-12-10 19:57:59+00:00,update() move
6422,closed,2021-12-10 08:54:07+00:00,2022-10-01 22:04:50+00:00,I've translated this list up to 204.
6416,closed,2021-12-08 18:42:17+00:00,2022-10-04 19:35:33+00:00,Little Impact Reactor things
6415,closed,2021-12-08 13:50:33+00:00,2022-01-11 04:38:15+00:00,Splash Damage Patch
6405,closed,2021-12-05 15:43:21+00:00,2024-01-10 01:53:36+00:00,Update bundle_zh_CN.properties
6404,closed,2021-12-05 14:51:26+00:00,2022-04-11 01:45:17+00:00,Message block UI fix
6403,closed,2021-12-05 10:54:39+00:00,2022-10-04 19:35:48+00:00,Scale impact reactor explosion with size
6400,closed,2021-12-03 16:29:56+00:00,2024-03-29 19:09:23+00:00,[TR] Slight fix in achievement localization
6399,closed,2021-12-03 11:51:45+00:00,2022-06-11 15:08:47+00:00,[KO Translation] cleanup of some details
6398,closed,2021-12-03 03:24:14+00:00,2022-04-21 22:41:22+00:00,Configurable Power source
6397,closed,2021-12-02 20:55:44+00:00,2021-12-02 21:48:57+00:00,add Call.copyText
6395,closed,2021-12-02 13:14:39+00:00,2021-12-02 14:43:11+00:00,left-shift to take all items
6392,closed,2021-11-30 09:52:06+00:00,2022-05-13 08:14:05+00:00,Update bundle_zh_CN.properties
6391,closed,2021-11-30 08:25:25+00:00,2024-04-14 15:17:18+00:00,coloredName in lastAccessed
6388,closed,2021-11-29 21:04:26+00:00,2021-11-30 08:08:54+00:00,GameOverMessage?
6386,closed,2021-11-29 11:16:47+00:00,2021-11-29 14:46:38+00:00,Add filters only if necessary
6384,closed,2021-11-27 08:21:19+00:00,2022-06-09 18:04:55+00:00,Update servers_v6.json
6377,closed,2021-11-26 05:53:50+00:00,2022-06-30 16:11:32+00:00,Update bundle_th.properties
6375,closed,2021-11-26 02:23:42+00:00,2021-11-26 06:45:29+00:00,switch to GFM markdown renderer for github pages
6363,closed,2021-11-23 06:34:45+00:00,2021-11-23 12:53:26+00:00,delete my server
6358,closed,2021-11-21 18:29:48+00:00,2022-06-09 17:51:39+00:00,unitRotationOffset
6350,closed,2021-11-19 19:15:30+00:00,2022-04-28 16:22:16+00:00,Pull apart bullet code
6346,closed,2021-11-17 06:04:47+00:00,2021-11-17 14:39:27+00:00,Fix little sprite details
6345,closed,2021-11-17 02:54:09+00:00,2021-11-17 04:30:54+00:00,remove newline
6342,closed,2021-11-15 18:59:49+00:00,2022-02-20 23:00:04+00:00,Weapon `cellRegion`
6339,closed,2021-11-15 02:15:16+00:00,2021-11-15 02:25:32+00:00,Team-colored Control/Despawn Effects
6327,closed,2021-11-11 03:42:30+00:00,2021-11-25 16:33:53+00:00,Fix some small annoyances in projector drawing
6315,closed,2021-11-08 07:19:45+00:00,2022-05-04 00:11:14+00:00,unit/building specific targeting and collision for turrets and bullets
6313,closed,2021-11-07 10:15:11+00:00,2024-03-28 10:40:15+00:00,Update bundle_et.properties
6309,closed,2021-11-06 17:28:43+00:00,2022-03-20 08:52:03+00:00,Use Early Pull Request strategy for large changes
6307,closed,2021-11-06 06:26:02+00:00,2021-11-06 15:34:43+00:00,Healing Buildings does not run `hit(b)`
6301,closed,2021-11-04 12:39:11+00:00,2022-03-23 08:48:23+00:00,Add flarogus to the unit list
6298,closed,2021-11-04 02:33:55+00:00,2021-11-04 02:37:51+00:00,Buff Liquid Source
6293,closed,2021-11-03 09:32:01+00:00,2021-11-04 01:15:30+00:00,Enemy drop zone indicators
6292,closed,2021-11-03 02:14:53+00:00,2021-11-03 13:42:04+00:00,Rotate block payload option
6271,closed,2021-10-30 17:53:45+00:00,2024-03-29 19:13:11+00:00,Payload logic
6266,closed,2021-10-30 08:50:21+00:00,2021-10-30 13:22:21+00:00,Armour damage reduction changes.
6263,closed,2021-10-29 17:25:17+00:00,2024-03-28 11:53:07+00:00,Update bundle_cs.properties
6262,closed,2021-10-29 16:03:42+00:00,2021-10-29 16:14:35+00:00,Cleanup
6258,closed,2021-10-29 08:37:18+00:00,2022-04-20 15:00:50+00:00,Update bundle_cs.properties
6253,closed,2021-10-28 20:21:25+00:00,2021-10-28 23:57:36+00:00,Fix CoreItemsDisplay alignment of last resource
6251,closed,2021-10-28 17:27:55+00:00,2022-01-12 05:24:54+00:00,Make non-blocking WASD formations
6242,closed,2021-10-27 19:01:50+00:00,2024-03-29 19:10:10+00:00,Update bundle_pt_BR.properties
6231,closed,2021-10-25 10:15:44+00:00,2023-06-16 18:23:55+00:00,Update servers_v6.json
6229,closed,2021-10-25 01:11:12+00:00,2021-10-28 17:15:28+00:00,Fixed wrong weapon outline height and code duplication
6225,closed,2021-10-24 12:11:14+00:00,2022-02-02 05:53:17+00:00,[Need Help] Add hostname for discovery and connect
6212,closed,2021-10-22 19:16:23+00:00,2021-10-22 19:17:20+00:00,Ukr translation
6210,closed,2021-10-22 11:52:20+00:00,2022-05-13 11:53:05+00:00,Update bundle_es.properties
6208,closed,2021-10-22 04:48:39+00:00,2021-10-22 12:56:54+00:00,Aatls -> atlas
6204,closed,2021-10-21 16:14:11+00:00,2023-04-03 19:25:46+00:00,Fix unreachable messages in script console
6199,closed,2021-10-20 18:17:30+00:00,2021-10-30 08:28:59+00:00,Allow payloads to not update via a variable
6195,closed,2021-10-19 04:55:07+00:00,2021-10-22 23:57:43+00:00,Update bundle_zh_CN.properties
6179,closed,2021-10-17 12:56:05+00:00,2022-10-02 13:11:23+00:00,bundle logic vartype
6178,closed,2021-10-17 12:30:34+00:00,2021-10-25 00:54:14+00:00,Block classes are now responsible for flipping of blocks in schematics.
6161,closed,2021-10-15 16:07:55+00:00,2022-06-09 18:29:18+00:00,Add new (probably useless) method
6160,closed,2021-10-15 15:59:42+00:00,2021-10-15 16:02:46+00:00,Unit.type is nullable
6153,closed,2021-10-14 18:11:19+00:00,2021-10-14 18:12:10+00:00,Made the Menus API less conflicting
6146,closed,2021-10-13 13:39:12+00:00,2022-06-09 19:25:36+00:00,lowPriority and hardness on OreBlock
6145,closed,2021-10-13 10:50:48+00:00,2021-10-13 16:21:10+00:00,Delete mindustry.pl from server list
6139,closed,2021-10-11 13:34:45+00:00,2021-10-22 21:50:53+00:00,Update servers_v6.json
6134,closed,2021-10-10 22:22:20+00:00,2021-10-13 16:12:21+00:00,`Drawf.build()` for `Shader.blockbuild`
6133,closed,2021-10-10 19:26:57+00:00,2021-10-17 12:57:10+00:00,Percentile Damage for bullets
6122,closed,2021-10-08 17:51:12+00:00,2021-10-09 17:14:57+00:00,Getter method for `items`
6117,closed,2021-10-08 01:51:27+00:00,2021-11-10 03:02:08+00:00,Battery Power Bar
6109,closed,2021-10-06 07:32:17+00:00,2021-10-07 04:44:15+00:00,Vela resprite
6108,closed,2021-10-06 02:44:49+00:00,2022-06-09 17:50:47+00:00,Update bundle_in_ID.properties
6106,closed,2021-10-06 00:14:16+00:00,2021-10-12 19:36:39+00:00,allow PointBulletType to have lightning
6104,closed,2021-10-05 11:31:06+00:00,2021-10-06 03:05:38+00:00,Fixed negative recoil
6101,closed,2021-10-04 19:48:33+00:00,2022-06-09 17:50:28+00:00,Liquid Drawing for non-`LiquidTurret`s
6100,closed,2021-10-04 18:23:55+00:00,2021-10-06 03:05:53+00:00,Modded servers are not allowed
6099,closed,2021-10-04 16:29:29+00:00,2021-10-06 16:11:52+00:00,Slight sorter change
6095,closed,2021-10-03 20:29:45+00:00,2021-10-12 21:30:09+00:00,add omega new gamemode to v7 serverlist
6086,closed,2021-10-01 12:12:14+00:00,2021-10-02 01:59:03+00:00,Update bundle_zh_CN.properties
6075,closed,2021-09-29 15:45:25+00:00,2021-10-21 16:36:55+00:00,Map Search by author and descriptions
6066,closed,2021-09-28 04:07:42+00:00,2021-09-28 12:40:54+00:00,get rid of unused variable.
6065,closed,2021-09-28 03:43:38+00:00,2021-09-28 12:45:05+00:00,remove unneeded while loop
6064,closed,2021-09-28 02:06:40+00:00,2021-09-30 02:45:03+00:00,Effect spawn delay
6062,closed,2021-09-27 23:39:29+00:00,2021-10-21 02:50:46+00:00,setBlock -> setNet
6060,closed,2021-09-27 21:00:06+00:00,2021-10-12 18:16:04+00:00,Make comments consistent
6055,closed,2021-09-27 04:38:57+00:00,2021-09-27 16:14:32+00:00,STOP ASKING ME
6053,closed,2021-09-26 19:44:13+00:00,2021-09-26 19:51:11+00:00,Minimap Labels setting
6046,closed,2021-09-25 19:42:02+00:00,2021-10-27 20:52:51+00:00,Updated Indonesian Bundle V7
6044,closed,2021-09-25 08:23:14+00:00,2021-09-25 12:50:53+00:00,Vela Rebalance
6042,closed,2021-09-24 18:56:05+00:00,2021-10-12 21:31:10+00:00,Update servers_v7.json
6041,closed,2021-09-24 09:35:37+00:00,2022-06-09 17:50:52+00:00,Update bundle_fil.properties
6040,closed,2021-09-24 08:07:56+00:00,2022-10-02 13:11:30+00:00,Update servers_v7.json
6029,closed,2021-09-20 15:16:37+00:00,2021-10-12 19:21:14+00:00,Layer editor
6027,closed,2021-09-20 05:29:39+00:00,2022-07-05 22:43:24+00:00,Update servers_v7.json
6021,closed,2021-09-18 22:12:26+00:00,2021-09-19 00:26:57+00:00,Friendly Fire
6018,closed,2021-09-18 09:39:19+00:00,2021-09-27 13:30:14+00:00,"Antumbra's sprite change, it's time"
6011,closed,2021-09-17 08:25:24+00:00,2021-09-17 08:25:59+00:00,Update bundle_es.properties
6007,closed,2021-09-16 19:33:20+00:00,2023-08-03 16:30:34+00:00,Add some instrument sounds
6003,closed,2021-09-15 11:40:59+00:00,2022-10-04 19:19:29+00:00,[RU] Translation of waves bundle
6000,closed,2021-09-15 01:16:38+00:00,2021-09-16 02:32:33+00:00,Parentize most ability effects
5994,closed,2021-09-14 10:42:11+00:00,2022-06-09 14:26:27+00:00,Server MagicDustry
5993,closed,2021-09-14 08:13:31+00:00,2022-07-05 22:43:20+00:00,Continual improvement of bundle_zh_CN.properties
5992,closed,2021-09-14 05:24:07+00:00,2021-09-14 14:02:46+00:00,Server MagicDustry
5982,closed,2021-09-12 19:18:24+00:00,2021-09-14 05:25:16+00:00,Update servers_v6.json
5977,closed,2021-09-11 18:39:08+00:00,2023-05-07 17:37:12+00:00,Wave UI 3: Electric Boogalee
5976,closed,2021-09-11 18:36:33+00:00,2021-09-14 14:02:43+00:00,Update servers_v6.json
5975,closed,2021-09-11 18:04:37+00:00,2021-09-12 00:58:56+00:00,Update servers_v6.json
5970,closed,2021-09-11 00:04:13+00:00,2022-10-01 21:43:11+00:00,Put looping sounds into their own folder
5963,closed,2021-09-09 00:35:53+00:00,2022-06-08 15:58:33+00:00,`hasTurbines` on `BurnerGenerator`
5956,closed,2021-09-07 21:42:58+00:00,2021-09-07 21:48:28+00:00,Update required MinGameVersion for mods
5951,closed,2021-09-07 00:49:59+00:00,2021-09-07 23:58:00+00:00,Trail color fixing or something
5950,closed,2021-09-06 22:54:59+00:00,2021-09-07 17:33:49+00:00,"A PR just to make minor changes to sprites don't break anything, so in that case the check boxes wouldn't really matter"
5942,closed,2021-09-05 17:38:06+00:00,2021-09-05 20:54:24+00:00,Even cleaner RTG-sprite
5934,closed,2021-09-04 16:48:25+00:00,2021-09-04 17:02:49+00:00,Censoring swear words on multiplayers + PlayerSwearEvent
5932,closed,2021-09-04 09:26:06+00:00,2021-09-12 15:07:37+00:00,Fix things that fade away while paused.
5930,closed,2021-09-03 17:23:48+00:00,2021-09-07 16:49:06+00:00,Add hide all button for unit graphs
5927,closed,2021-09-03 06:04:35+00:00,2021-09-04 14:13:40+00:00,TractorBeamTurret refactor
5924,closed,2021-09-02 18:15:52+00:00,2021-10-31 04:04:31+00:00,Update servers_v7.json
5921,closed,2021-09-02 08:51:33+00:00,2022-09-01 21:50:14+00:00,Better Item Selection UI
5916,closed,2021-09-01 06:52:45+00:00,2021-09-01 12:55:01+00:00,Moved Rapid from N2 to N5 - Server Update
5913,closed,2021-09-01 04:18:33+00:00,2021-09-04 14:17:38+00:00,update mindustry reborn ip
5905,closed,2021-08-30 18:16:46+00:00,2021-09-04 22:07:21+00:00,Consistent effect time with liquid-only generators
5903,closed,2021-08-30 12:23:12+00:00,2021-08-30 14:08:29+00:00,Combine MendProjector with OverdriveProjector
5898,closed,2021-08-29 23:50:51+00:00,2021-09-07 17:06:13+00:00,Add a button to duplicate wave unit groups
5897,closed,2021-08-29 19:43:10+00:00,2021-08-29 20:25:41+00:00,"Now, when changing a planet, the list of planets is updated."
5891,closed,2021-08-29 07:40:01+00:00,2022-08-09 23:41:59+00:00,Update WaveSpawner.java - make ground units not spawn on deep water
5888,closed,2021-08-28 19:04:26+00:00,2021-08-28 19:16:08+00:00,Make navals able to be wet by Liquid Turrets
5886,closed,2021-08-28 10:29:17+00:00,2022-09-02 01:03:41+00:00,add 'allowBridging' for distributor and liquid tank
5883,closed,2021-08-28 08:42:10+00:00,2021-10-12 22:04:45+00:00,Access to `canShoot` outside of `updateTile()`
5880,closed,2021-08-27 16:40:03+00:00,2024-03-28 10:38:09+00:00,Update bundle_hu.properties
5873,closed,2021-08-26 20:15:01+00:00,2021-08-26 20:23:34+00:00,Add item selection for drills
5872,closed,2021-08-26 18:09:26+00:00,2021-08-26 19:06:50+00:00,Make Drills don't show ores when under solid blocks
5870,closed,2021-08-26 16:01:17+00:00,2021-08-26 17:09:54+00:00,Bigger Schematic select limit by Shifting
5866,closed,2021-08-25 19:35:45+00:00,2021-09-13 23:38:14+00:00,Update bundle_es.properties
5865,closed,2021-08-25 18:51:47+00:00,2021-08-25 19:11:15+00:00,Spanish translation updated to Build 130.1
5853,closed,2021-08-24 11:55:32+00:00,2021-08-25 14:09:23+00:00,Wave UI 2: Electric Boogaloo
5852,closed,2021-08-24 11:40:43+00:00,2021-08-24 13:34:03+00:00,Unit's speed multiplier or Block's speed multiplier?
5851,closed,2021-08-24 04:57:02+00:00,2021-08-24 16:45:35+00:00,No reason to show build cost of sandbox blocks
5843,closed,2021-08-23 11:05:19+00:00,2021-08-23 14:03:37+00:00,Schematic Button in Menu
5837,closed,2021-08-22 21:48:13+00:00,2021-08-23 16:06:41+00:00,Wave UI
5825,closed,2021-08-21 13:37:12+00:00,2022-07-23 17:21:41+00:00,Update bundle_in_ID.properties
5823,closed,2021-08-20 23:48:55+00:00,2021-08-26 23:11:06+00:00,Make a method public
5815,closed,2021-08-20 02:31:10+00:00,2021-08-20 04:24:19+00:00,Consistent inside colors
5814,closed,2021-08-20 00:49:21+00:00,2021-08-20 01:13:33+00:00,>=
5811,closed,2021-08-19 18:58:14+00:00,2022-09-02 00:46:59+00:00,Allows logic to get floor types with getBlock
5792,closed,2021-08-18 08:30:44+00:00,2021-08-21 10:42:39+00:00,Fixed Typo in bundle_in_ID
5791,closed,2021-08-18 04:39:14+00:00,2021-10-06 02:21:22+00:00,Allow for dynamic absorption
5785,closed,2021-08-16 17:32:45+00:00,2021-08-23 18:47:24+00:00,hovering block info
5780,closed,2021-08-16 12:53:12+00:00,2021-08-17 21:06:32+00:00,Added the ability to use mod status effects in json / hjson mods(now …
5776,closed,2021-08-16 03:15:15+00:00,2021-08-16 12:19:41+00:00,Added the ability to use mod status effects in json / hjson mods
5771,closed,2021-08-15 15:11:23+00:00,2021-08-15 17:48:17+00:00,reuse <content.sector.name> for sector list
5768,closed,2021-08-15 04:41:55+00:00,2021-08-15 06:03:22+00:00,Update bundle_zh_CN.properties
5765,closed,2021-08-14 10:05:12+00:00,2021-08-14 13:34:35+00:00,added myself te the contributors
5764,closed,2021-08-14 10:00:32+00:00,2021-09-10 15:52:10+00:00,More correct text
5755,closed,2021-08-13 08:51:43+00:00,2022-08-11 12:33:09+00:00,Small RU translate and add me to contributors list
5750,closed,2021-08-12 07:16:02+00:00,2021-10-10 18:12:33+00:00,Light Speed Panning
5743,closed,2021-08-11 17:55:57+00:00,2021-08-12 06:34:19+00:00,derelict icon formatting
5741,closed,2021-08-11 15:06:23+00:00,2021-08-12 10:10:27+00:00,Bring back CxZx
5731,closed,2021-08-10 18:58:55+00:00,2021-08-13 05:46:16+00:00,Updated bundle_ko.properties
5729,closed,2021-08-10 06:46:07+00:00,2021-08-10 14:16:37+00:00,universal battery amount formatting
5726,closed,2021-08-09 15:45:11+00:00,2021-08-09 16:13:11+00:00,stone craters consistencies fix
5724,closed,2021-08-09 13:40:38+00:00,2021-08-13 18:27:49+00:00,bundle tr update
5723,closed,2021-08-09 12:37:25+00:00,2021-08-17 21:33:56+00:00,Update servers_v6.json
5720,closed,2021-08-08 09:09:10+00:00,2021-08-13 18:28:02+00:00,update bundle tr
5719,closed,2021-08-08 08:50:00+00:00,2021-08-14 19:20:54+00:00,Update bundle_tr.properties
5718,closed,2021-08-08 07:53:15+00:00,2021-08-15 12:25:23+00:00,Updated TR Bundle to Build 21630
5717,closed,2021-08-08 01:07:51+00:00,2021-08-09 18:20:04+00:00,MoveLightningAbility `offsetX`
5712,closed,2021-08-07 15:53:57+00:00,2021-08-16 01:26:03+00:00,Update servers_v6.json
5708,closed,2021-08-07 08:41:39+00:00,2021-08-12 05:14:57+00:00,Enemy Damage Multiplier
5704,closed,2021-08-06 10:58:31+00:00,2021-08-06 13:39:34+00:00,Muddy water
5690,closed,2021-08-03 13:51:38+00:00,2021-08-03 14:11:28+00:00,display sector description in stats dialog
5689,closed,2021-08-03 11:47:28+00:00,2021-10-08 22:40:44+00:00,Fix a French translation
5683,closed,2021-08-01 10:55:00+00:00,2021-08-08 07:50:42+00:00,Updated TR Bundle (Build 21618)
5665,closed,2021-07-29 05:03:26+00:00,2021-07-29 13:18:25+00:00,Disposable container behavior for mods
5661,closed,2021-07-28 16:31:32+00:00,2021-09-05 00:52:22+00:00,Update bundle_zh_CN.properties
5660,closed,2021-07-28 15:43:41+00:00,2021-07-28 15:47:41+00:00,Fixed desync on servers
5657,closed,2021-07-27 20:33:58+00:00,2022-06-14 14:38:53+00:00,Updated bundle_pl.properties
5656,closed,2021-07-27 13:45:47+00:00,2021-07-28 10:42:49+00:00,Update bundle_zh_CN.properties
5652,closed,2021-07-26 20:28:46+00:00,2021-08-06 14:02:54+00:00,Nuclear reactor heat
5644,closed,2021-07-25 13:35:06+00:00,2022-06-25 15:38:44+00:00,Swedish translation improvements
5641,closed,2021-07-24 23:39:24+00:00,2021-07-25 00:09:21+00:00,Why while loop
5635,closed,2021-07-23 16:18:16+00:00,2021-07-28 16:07:32+00:00,Update bundle_zh_CN.properties
5626,closed,2021-07-20 22:45:13+00:00,2021-07-22 16:43:44+00:00,Add the ability for draw() on status effects be able to access the effect's time
5620,closed,2021-07-20 06:16:37+00:00,2022-04-16 08:49:30+00:00,[RU] Change duct-* translate
5614,closed,2021-07-19 07:38:47+00:00,2021-07-19 07:41:25+00:00,Correct Lighting™ for Drills
5612,closed,2021-07-19 03:47:26+00:00,2021-07-19 12:49:28+00:00,use hub
5605,closed,2021-07-18 08:57:41+00:00,2022-10-04 19:59:31+00:00,[Translations/Filipino] Changes & additions
5602,closed,2021-07-18 04:23:02+00:00,2021-07-18 15:14:15+00:00,Add settings hint
5598,closed,2021-07-17 12:17:55+00:00,2021-07-17 12:56:23+00:00,Update Links.java
5597,closed,2021-07-17 11:10:27+00:00,2021-07-17 12:56:10+00:00,Remove spaces
