number,state,created_at,merged_at,closed_at,title,time_to_merge
7480,closed,2022-08-30 07:42:47+00:00,2022-09-12 13:59:18+00:00,2022-09-12 13:59:18+00:00,Fix things being detached from mech sway.,318.2752777777778
7478,closed,2022-08-30 02:17:13+00:00,2022-09-02 00:47:53+00:00,2022-09-02 00:47:53+00:00,Options for `SectorPreset` overriding plant launch fields.,70.5111111111111
7476,closed,2022-08-29 20:51:02+00:00,2022-08-29 20:54:26+00:00,2022-08-29 20:54:26+00:00,Map submission,0.056666666666666664
7475,closed,2022-08-29 20:08:17+00:00,2022-08-29 21:23:20+00:00,2022-08-29 21:23:20+00:00,`alwaysShooting` field for weapons,1.2508333333333332
7474,closed,2022-08-29 18:11:23+00:00,2022-10-02 03:06:46+00:00,2022-10-02 03:06:46+00:00,10 minutes of translating...,800.9230555555556
7471,closed,2022-08-29 05:06:09+00:00,2022-11-07 22:59:48+00:00,2022-11-07 22:59:48+00:00,Clearer Building Damage Multiplier Stat,1697.8941666666667
7467,closed,2022-08-28 11:47:38+00:00,2022-08-28 12:18:06+00:00,2022-08-28 12:18:06+00:00,Update bundle_es.properties,0.5077777777777778
7464,closed,2022-08-28 08:40:29+00:00,2022-08-28 12:15:20+00:00,2022-08-28 12:15:20+00:00,Update bundle_ko.properties,3.5808333333333335
7462,closed,2022-08-27 23:20:49+00:00,2022-08-27 23:44:33+00:00,2022-08-27 23:44:33+00:00,"""Arkycite Floor"" -> ""Arkycite""",0.39555555555555555
7461,closed,2022-08-27 15:40:48+00:00,2022-08-27 17:50:16+00:00,2022-08-27 17:50:16+00:00,Added CastleWars V7,2.1577777777777776
7460,closed,2022-08-27 14:31:40+00:00,2022-08-27 15:18:14+00:00,2022-08-27 15:18:14+00:00,drill mined item sensing,0.7761111111111111
7449,closed,2022-08-26 10:01:54+00:00,2022-08-26 12:07:07+00:00,2022-08-26 12:07:07+00:00,TR Bundle Update (erekir units),2.0869444444444443
7447,closed,2022-08-26 03:41:23+00:00,2022-08-26 12:07:59+00:00,2022-08-26 12:08:00+00:00,`drawSelect` for `RepairTower`,8.443333333333333
7445,closed,2022-08-25 18:41:21+00:00,2022-08-25 18:46:49+00:00,2022-08-25 18:46:49+00:00,Better Discord dialog,0.09111111111111111
7442,closed,2022-08-25 08:39:11+00:00,2022-09-07 22:54:26+00:00,2022-09-07 22:54:26+00:00,More control over wave sending,326.25416666666666
7440,closed,2022-08-24 17:10:30+00:00,2022-08-24 17:48:22+00:00,2022-08-24 17:48:22+00:00,XCore ip change,0.6311111111111111
7436,closed,2022-08-23 19:15:55+00:00,2022-08-24 17:48:06+00:00,2022-08-24 17:48:06+00:00,Move `damageMultiplier` to `BulletType`,22.53638888888889
7434,closed,2022-08-23 15:15:59+00:00,2022-08-29 16:40:08+00:00,2022-08-29 16:40:09+00:00,French Translation: The end of the trilogy,145.4025
7426,closed,2022-08-23 05:56:55+00:00,2022-08-23 12:11:11+00:00,2022-08-23 12:11:11+00:00,Moving CyanDustry into EradicationDustry,6.237777777777778
7423,closed,2022-08-23 03:28:11+00:00,2022-08-23 12:04:35+00:00,2022-08-23 12:04:35+00:00,Fix non-continuous bullets being removed when the unit dies,8.606666666666667
7418,closed,2022-08-22 19:46:01+00:00,2022-08-22 19:59:47+00:00,2022-08-22 19:59:47+00:00,Add Javadoc UTF-8 Encoding,0.22944444444444445
7416,closed,2022-08-22 15:44:39+00:00,2022-08-23 05:54:16+00:00,2022-08-23 05:54:16+00:00,Merging AAS and CyanDustry into Eradication Mindustry,14.160277777777777
7415,closed,2022-08-22 15:42:52+00:00,2022-08-22 17:22:41+00:00,2022-08-22 17:22:41+00:00,Update servers_v7.json,1.6636111111111112
7414,closed,2022-08-22 15:31:02+00:00,2022-08-22 15:38:39+00:00,2022-08-22 15:38:39+00:00,Update servers_v7.json,0.12694444444444444
7413,closed,2022-08-22 14:32:32+00:00,2022-08-22 15:16:33+00:00,2022-08-22 15:16:33+00:00,Update servers_v7.json,0.7336111111111111
7411,closed,2022-08-22 04:14:22+00:00,2022-08-22 11:32:35+00:00,2022-08-22 11:32:35+00:00,update v6 and v7 server lists,7.3036111111111115
7410,closed,2022-08-21 20:09:43+00:00,2022-08-21 21:11:13+00:00,2022-08-21 21:11:14+00:00,Stay warmed up while charging,1.025
7409,closed,2022-08-21 19:43:25+00:00,2022-08-21 21:10:39+00:00,2022-08-21 21:10:39+00:00,Payload source inputting into PayloadAmmoTurret fix,1.4538888888888888
7408,closed,2022-08-21 18:29:16+00:00,2022-08-21 21:09:47+00:00,2022-08-21 21:09:47+00:00,Fix more things that hit non-hittable units,2.6752777777777776
7406,closed,2022-08-21 06:20:13+00:00,2022-08-21 14:31:41+00:00,2022-08-21 14:31:41+00:00,Update contributors,8.19111111111111
7405,closed,2022-08-20 14:06:53+00:00,2022-08-21 14:32:59+00:00,2022-08-21 14:32:59+00:00,Added `autoPause` config for servers,24.435
7398,closed,2022-08-19 19:10:36+00:00,2022-08-19 20:51:58+00:00,2022-08-19 20:51:58+00:00,Omega Hub ServerList Change,1.6894444444444445
7392,closed,2022-08-18 18:48:59+00:00,2022-08-19 03:07:13+00:00,2022-08-19 03:07:13+00:00,ParticleEffect line cap option,8.303888888888888
7391,closed,2022-08-18 18:01:30+00:00,2022-08-20 02:05:11+00:00,2022-08-20 02:05:11+00:00,Fix units that can't be hit being hit by some things.,32.06138888888889
7385,closed,2022-08-18 00:56:17+00:00,2022-08-18 01:05:01+00:00,2022-08-18 01:05:01+00:00,Fixed reactor light,0.14555555555555555
7384,closed,2022-08-17 17:20:26+00:00,2022-08-17 18:17:06+00:00,2022-08-17 18:17:06+00:00,OmegaHub Event/Gamemode test server added,0.9444444444444444
7381,closed,2022-08-17 12:08:42+00:00,2022-08-23 12:33:46+00:00,2022-08-23 12:33:46+00:00, TRANSLATION (it),144.4177777777778
7378,closed,2022-08-16 13:36:22+00:00,2022-08-16 21:22:23+00:00,2022-08-16 21:22:23+00:00,Spanish translation for v7: 2 try,7.766944444444444
7377,closed,2022-08-16 11:35:18+00:00,2022-08-16 11:40:09+00:00,2022-08-16 11:40:09+00:00,AAS Moved to V7,0.08083333333333333
7375,closed,2022-08-15 21:05:19+00:00,2022-08-15 21:41:14+00:00,2022-08-15 21:41:14+00:00,Update bundle_ca.properties,0.5986111111111111
7369,closed,2022-08-15 09:06:52+00:00,2022-08-15 10:59:37+00:00,2022-08-15 10:59:37+00:00,Update bundle_ja.properties,1.8791666666666667
7368,closed,2022-08-15 06:16:45+00:00,2022-08-15 11:25:12+00:00,2022-08-15 11:25:12+00:00,Exclude player caller from packet's fields,5.140833333333333
7367,closed,2022-08-15 03:41:46+00:00,2022-08-15 10:59:11+00:00,2022-08-15 10:59:11+00:00,Fixed duct unloader works with core-linked storage,7.290277777777778
7365,closed,2022-08-14 15:52:35+00:00,2022-08-14 17:02:46+00:00,2022-08-14 17:02:46+00:00,Update servers_v7.json,1.1697222222222223
7364,closed,2022-08-14 15:50:45+00:00,2022-08-14 17:02:39+00:00,2022-08-14 17:02:39+00:00,Update servers_v6.json,1.1983333333333333
7361,closed,2022-08-14 06:38:36+00:00,2022-08-15 21:41:38+00:00,2022-08-15 21:41:38+00:00,Update bundle_id_ID.properties,39.050555555555555
7360,closed,2022-08-14 06:14:17+00:00,2022-08-15 21:41:46+00:00,2022-08-15 21:41:46+00:00,Update bundle_zh_TW.properties,39.45805555555555
7355,closed,2022-08-13 06:28:45+00:00,2022-08-13 10:52:46+00:00,2022-08-13 10:52:46+00:00,Better Duplicate Op Support (json/hjson) + 1 more op,4.400277777777778
7354,closed,2022-08-13 04:27:10+00:00,2022-08-13 10:52:20+00:00,2022-08-13 10:52:20+00:00,New V6 Omega Server,6.419444444444444
7353,closed,2022-08-13 02:25:46+00:00,2022-08-13 10:51:58+00:00,2022-08-13 10:51:58+00:00,New V7 Omega Server,8.436666666666667
7351,closed,2022-08-12 15:20:22+00:00,2022-08-13 17:52:47+00:00,2022-08-13 17:52:47+00:00,Allow servers to send openable links to players,26.540277777777778
7349,closed,2022-08-12 11:18:28+00:00,2022-08-12 11:22:46+00:00,2022-08-12 11:22:47+00:00,Update servers_be.json,0.07166666666666667
7348,closed,2022-08-12 10:10:23+00:00,2022-08-12 11:26:30+00:00,2022-08-12 11:26:30+00:00,[ServerList] Add new Darkdustry servers,1.2686111111111111
7345,closed,2022-08-11 09:19:43+00:00,2022-08-11 11:23:12+00:00,2022-08-11 11:23:12+00:00,worldCell.targetable = false  (proposed by @blac8 ),2.0580555555555557
7343,closed,2022-08-10 18:44:08+00:00,2022-08-10 18:52:20+00:00,2022-08-10 18:52:20+00:00,Make shielded wall shield visuals scale to the size of the block.,0.13666666666666666
7342,closed,2022-08-10 17:47:31+00:00,2022-08-10 18:52:26+00:00,2022-08-10 18:52:27+00:00,Update servers_v7.json,1.0819444444444444
7341,closed,2022-08-10 11:45:24+00:00,2022-08-10 12:06:22+00:00,2022-08-10 12:06:22+00:00,Added Rush v7,0.34944444444444445
7340,closed,2022-08-10 06:18:26+00:00,2022-08-10 12:06:12+00:00,2022-08-10 12:06:12+00:00,Fixed ground units logic approach without distance kept,5.796111111111111
7339,closed,2022-08-10 03:57:25+00:00,2022-08-10 12:06:31+00:00,2022-08-10 12:06:31+00:00,Update servers_v7.json,8.151666666666667
7338,closed,2022-08-10 03:11:45+00:00,2022-08-10 03:27:23+00:00,2022-08-10 03:27:23+00:00,Update servers_v7.json,0.26055555555555554
7337,closed,2022-08-10 03:03:48+00:00,2022-08-11 12:32:17+00:00,2022-08-11 12:32:17+00:00,Update servers_be.json,33.47472222222222
7333,closed,2022-08-09 23:32:29+00:00,2022-08-10 02:50:14+00:00,2022-08-10 02:50:14+00:00,"Previous ""update bundle_sr.properties"" but no Sine shenanigans",3.2958333333333334
7332,closed,2022-08-09 19:54:43+00:00,2022-08-12 14:46:08+00:00,2022-08-12 14:46:08+00:00,Update bundle_ca.properties. Change periphrases and apostrophe symbol.,66.85694444444445
7320,closed,2022-08-07 21:30:26+00:00,2022-08-11 12:38:45+00:00,2022-08-11 12:38:45+00:00,Make PayloadAmmoTurret accept units,87.13861111111112
7319,closed,2022-08-07 16:40:10+00:00,2022-08-07 17:10:13+00:00,2022-08-07 17:10:13+00:00,The return of Deselectable,0.5008333333333334
7318,closed,2022-08-07 15:25:56+00:00,2022-08-09 20:02:20+00:00,2022-08-09 20:02:20+00:00,Update bundle_uk_UA.properties,52.60666666666667
7314,closed,2022-08-06 08:28:13+00:00,2022-08-09 12:56:37+00:00,2022-08-09 12:56:37+00:00,Added CampaignLike v7 Server to OmegaHub,76.47333333333333
7313,closed,2022-08-06 07:35:02+00:00,2022-08-06 17:29:48+00:00,2022-08-06 17:29:48+00:00,Erekir core units make flak bullets explode,9.912777777777778
7311,closed,2022-08-06 04:58:03+00:00,2022-08-06 17:32:14+00:00,2022-08-06 17:32:14+00:00,liquidTank should be consistant as well,12.569722222222222
7307,closed,2022-08-06 02:19:09+00:00,2022-08-09 20:02:29+00:00,2022-08-09 20:02:29+00:00,Update bundle_ko.properties,89.72222222222223
7305,closed,2022-08-05 22:19:26+00:00,2022-08-11 15:36:10+00:00,2022-08-11 15:36:10+00:00,Community server search,137.2788888888889
7304,closed,2022-08-05 17:01:22+00:00,2022-08-05 18:25:52+00:00,2022-08-05 18:25:52+00:00,Update servers_v7.json,1.4083333333333334
7301,closed,2022-08-05 16:28:12+00:00,2022-08-05 19:09:05+00:00,2022-08-05 19:09:05+00:00,Update bundle_ca.properties,2.681388888888889
7291,closed,2022-08-04 18:34:15+00:00,2022-08-04 18:39:36+00:00,2022-08-04 18:39:36+00:00,Update servers_v7.json,0.08916666666666667
7289,closed,2022-08-04 17:26:39+00:00,2022-08-04 17:36:03+00:00,2022-08-04 17:36:03+00:00,Updated server ip,0.15666666666666668
7288,closed,2022-08-04 16:03:51+00:00,2022-08-08 18:24:46+00:00,2022-08-08 18:24:46+00:00,Fixed HeatCrafter consumes improper amount of liquid,98.34861111111111
7287,closed,2022-08-04 15:48:03+00:00,2022-08-04 15:49:31+00:00,2022-08-04 15:49:31+00:00,Update servers_v7.json,0.024444444444444446
7286,closed,2022-08-04 11:26:43+00:00,2022-08-04 15:11:11+00:00,2022-08-04 15:11:11+00:00,Update servers_be.json,3.741111111111111
7285,closed,2022-08-04 10:46:01+00:00,2022-08-04 18:06:48+00:00,2022-08-04 18:06:48+00:00,Update bundle_ko.properties,7.346388888888889
7282,closed,2022-08-04 03:20:16+00:00,2022-10-04 19:52:24+00:00,2022-10-04 19:52:24+00:00,smaller MirrorFilter in map editor,1480.5355555555554
7281,closed,2022-08-03 20:24:00+00:00,2022-08-03 21:08:53+00:00,2022-08-03 21:08:54+00:00,FlakDelay,0.7480555555555556
7273,closed,2022-08-02 16:26:36+00:00,2022-08-03 23:35:50+00:00,2022-08-03 23:35:50+00:00,Update servers_v7.json,31.15388888888889
7270,closed,2022-08-02 00:17:01+00:00,2022-08-02 12:11:06+00:00,2022-08-02 12:11:06+00:00,Update Xpdustry servers,11.901388888888889
7269,closed,2022-08-01 03:32:03+00:00,2022-08-03 00:18:52+00:00,2022-08-03 00:18:52+00:00,Update servers_v7.json,44.780277777777776
7266,closed,2022-07-31 17:28:36+00:00,2022-07-31 18:00:20+00:00,2022-07-31 18:00:20+00:00,Update servers_v7.json,0.5288888888888889
7265,closed,2022-07-31 17:25:04+00:00,2022-07-31 17:44:49+00:00,2022-07-31 17:44:49+00:00,Update servers_v6.json,0.32916666666666666
7262,closed,2022-07-31 05:16:47+00:00,2022-08-03 23:36:06+00:00,2022-08-03 23:36:06+00:00,Update bundle_ko.properties,90.32194444444444
7261,closed,2022-07-31 02:52:28+00:00,2022-08-03 12:32:20+00:00,2022-08-03 12:32:21+00:00,Update bundle_zh_CN.properties,81.66444444444444
7258,closed,2022-07-30 15:45:33+00:00,2022-07-30 19:22:56+00:00,2022-07-30 19:22:56+00:00,Deleted SubZero,3.6230555555555557
7253,closed,2022-07-29 08:04:12+00:00,2022-07-31 04:50:27+00:00,2022-07-31 04:50:27+00:00,Update bundle_ko.properties,44.770833333333336
7252,closed,2022-07-28 19:49:58+00:00,2022-08-03 23:37:02+00:00,2022-08-03 23:37:02+00:00,Update servers_v7.json,147.78444444444443
7251,closed,2022-07-28 12:01:57+00:00,2024-04-25 14:23:14+00:00,2024-04-25 14:23:14+00:00,Add logic filter,15290.354722222222
7249,closed,2022-07-28 10:00:51+00:00,2022-07-28 13:41:11+00:00,2022-07-28 13:41:11+00:00,More Optimized Unloaders (Serpulo),3.672222222222222
7248,closed,2022-07-28 06:16:04+00:00,2022-07-28 13:42:52+00:00,2022-07-28 13:42:52+00:00,Fixed ToggleOption builds without checkbox initialization,7.446666666666666
7244,closed,2022-07-26 17:44:37+00:00,2022-07-28 13:43:53+00:00,2022-07-28 13:43:53+00:00,Water in cryofluid mixer & cultivator,43.98777777777778
7243,closed,2022-07-26 16:52:06+00:00,2022-07-28 13:41:31+00:00,2022-07-28 13:41:31+00:00,Allow `printflush`ing to null,44.82361111111111
7242,closed,2022-07-26 06:56:26+00:00,2022-07-28 13:42:16+00:00,2022-07-28 13:42:16+00:00,Update address of Tinylake,54.763888888888886
7240,closed,2022-07-25 08:44:13+00:00,2022-07-28 13:42:33+00:00,2022-07-28 13:42:33+00:00,Why is it here?,76.97222222222223
7232,closed,2022-07-23 19:06:04+00:00,2022-11-10 16:40:35+00:00,2022-11-10 16:40:35+00:00,german translation (again),2637.575277777778
7230,closed,2022-07-23 18:51:29+00:00,2022-07-28 13:39:30+00:00,2022-07-28 13:39:30+00:00,update heat source description to match other sources,114.80027777777778
7229,closed,2022-07-23 16:56:46+00:00,2022-07-28 19:38:16+00:00,2022-07-28 19:38:16+00:00,TR Bundle Cleanup,122.69166666666666
7226,closed,2022-07-23 02:20:16+00:00,2022-07-23 17:04:18+00:00,2022-07-23 17:04:18+00:00,Restrict the ipt,14.733888888888888
7225,closed,2022-07-22 12:01:55+00:00,2022-07-22 14:33:44+00:00,2022-07-22 14:33:44+00:00,Rename server,2.5302777777777776
7221,closed,2022-07-22 03:02:38+00:00,2022-07-22 17:43:37+00:00,2022-07-22 17:43:37+00:00,onShoot on StatusFieldAbility,14.683055555555555
7211,closed,2022-07-20 15:37:14+00:00,2022-07-20 19:59:19+00:00,2022-07-20 19:59:19+00:00,Update servers_v7.json,4.368055555555555
7205,closed,2022-07-20 00:50:40+00:00,2022-07-20 01:59:26+00:00,2022-07-20 01:59:27+00:00,Update servers_v7.json,1.146111111111111
7200,closed,2022-07-19 12:33:59+00:00,2022-10-04 20:12:41+00:00,2022-10-04 20:12:41+00:00,Update bundle_th.properties,1855.645
7192,closed,2022-07-18 08:42:19+00:00,2022-07-18 14:01:41+00:00,2022-07-18 14:01:41+00:00,[ServerList] Update Darkdustry IP,5.322777777777778
7191,closed,2022-07-17 15:36:05+00:00,2022-08-16 02:33:31+00:00,2022-08-16 02:33:31+00:00,Update bundle_es.properties,706.9572222222222
7190,closed,2022-07-17 15:27:06+00:00,2022-08-08 01:38:01+00:00,2022-08-08 01:38:01+00:00,Update bundle_zh_TW.properties,514.1819444444444
7189,closed,2022-07-17 14:09:28+00:00,2022-07-28 14:21:38+00:00,2022-07-28 14:21:38+00:00,Update bundle_zh_CN.properties,264.2027777777778
7182,closed,2022-07-16 15:27:19+00:00,2022-07-16 15:31:20+00:00,2022-07-16 15:31:20+00:00,distributorium rename to .pl,0.06694444444444445
7181,closed,2022-07-16 15:20:15+00:00,2022-07-16 15:31:35+00:00,2022-07-16 15:31:35+00:00,Update bundle_sr.properties,0.18888888888888888
7179,closed,2022-07-16 00:58:05+00:00,2022-07-17 13:21:31+00:00,2022-07-17 13:21:31+00:00,"Objective Editor UI Rework, Part 1",36.39055555555556
7175,closed,2022-07-15 07:35:46+00:00,2022-08-05 18:26:38+00:00,2022-08-05 18:26:38+00:00,[ID] id_ID bundle update,514.8477777777778
7173,closed,2022-07-15 03:21:22+00:00,2022-07-15 03:36:32+00:00,2022-07-15 03:36:32+00:00,Fix: The flying unit has no crash damage,0.25277777777777777
7172,closed,2022-07-14 16:28:35+00:00,2022-07-15 12:45:06+00:00,2022-07-15 12:45:06+00:00,Add a drawSelect to shockwave towers,20.275277777777777
7164,closed,2022-07-12 07:53:07+00:00,2022-07-15 03:37:14+00:00,2022-07-15 03:37:14+00:00,Update bundle_fi.properties,67.73527777777778
7163,closed,2022-07-11 07:23:26+00:00,2022-07-11 10:44:58+00:00,2022-07-11 10:44:58+00:00,Update bundle_fi.properties,3.358888888888889
7160,closed,2022-07-10 01:02:13+00:00,2022-07-10 01:21:29+00:00,2022-07-10 01:21:29+00:00,Fix setblock block not accepting @air,0.3211111111111111
7159,closed,2022-07-09 19:38:47+00:00,2022-07-09 20:31:18+00:00,2022-07-09 20:31:18+00:00,Big update to bundle_pl,0.8752777777777778
7158,closed,2022-07-09 14:50:00+00:00,2022-07-09 15:29:39+00:00,2022-07-09 15:29:39+00:00,SwitchBlock clickSound,0.6608333333333334
7157,closed,2022-07-09 12:33:51+00:00,2022-07-09 15:29:27+00:00,2022-07-09 15:29:27+00:00,New HexPvP with team mechanics,2.9266666666666667
7152,closed,2022-07-08 14:18:59+00:00,2022-07-15 14:41:18+00:00,2022-07-15 14:41:18+00:00,Tree-like objective node structure,168.37194444444444
7142,closed,2022-07-07 06:56:08+00:00,2022-07-10 14:13:38+00:00,2022-07-10 14:13:38+00:00,Update bundle_fi.properties,79.29166666666667
7138,closed,2022-07-06 19:10:34+00:00,2022-07-07 02:09:27+00:00,2022-07-07 02:09:27+00:00,Update bundle_uk_UA.properties,6.981388888888889
7137,closed,2022-07-06 18:21:45+00:00,2022-07-07 02:09:17+00:00,2022-07-07 02:09:17+00:00,Update bundle_th.properties,7.792222222222223
7135,closed,2022-07-06 11:16:35+00:00,2022-07-17 13:21:53+00:00,2022-07-17 13:21:53+00:00,Update bundle_zh_CN.properties,266.0883333333333
7134,closed,2022-07-06 10:37:52+00:00,2022-07-07 02:31:59+00:00,2022-07-07 02:31:59+00:00,Hosting account patch 3,15.901944444444444
7130,closed,2022-07-05 18:46:34+00:00,2022-07-05 18:59:02+00:00,2022-07-05 18:59:02+00:00,update bundle_sr.properties,0.20777777777777778
7129,closed,2022-07-05 17:54:10+00:00,2022-07-05 19:04:13+00:00,2022-07-05 19:04:13+00:00,Update bundle_nl.properties,1.1675
7128,closed,2022-07-05 15:45:22+00:00,2022-07-05 19:04:27+00:00,2022-07-05 19:04:27+00:00,Update bundle_zh_TW.properties,3.3180555555555555
7127,closed,2022-07-05 14:31:58+00:00,2022-07-05 14:44:16+00:00,2022-07-05 14:44:16+00:00,Use new drawers,0.205
7125,closed,2022-07-05 08:31:22+00:00,2022-07-05 15:54:45+00:00,2022-07-05 15:54:45+00:00,Update servers_v6.json,7.389722222222222
7124,closed,2022-07-04 21:01:34+00:00,2022-07-04 21:28:23+00:00,2022-07-04 21:28:23+00:00,Don't display fire rate stat on `alwaysContinuous` weapons,0.4469444444444444
7123,closed,2022-07-04 20:17:09+00:00,2022-07-04 20:52:36+00:00,2022-07-04 20:52:36+00:00,AAS Sandbox,0.5908333333333333
7119,closed,2022-07-03 19:11:37+00:00,2022-07-03 20:15:36+00:00,2022-07-03 20:15:36+00:00,There was an attempt...,1.0663888888888888
7118,closed,2022-07-03 18:06:17+00:00,2022-07-03 18:17:52+00:00,2022-07-03 18:17:52+00:00,Update bundle_uk_UA.properties(small changes),0.19305555555555556
7117,closed,2022-07-03 16:40:05+00:00,2022-07-03 17:54:30+00:00,2022-07-03 17:54:30+00:00,"""Better"" Generation UI",1.2402777777777778
7116,closed,2022-07-03 15:05:49+00:00,2022-07-03 18:45:00+00:00,2022-07-03 18:45:00+00:00,Update at bundle_pl.properties,3.6530555555555555
7114,closed,2022-07-03 10:19:26+00:00,2022-07-03 13:26:44+00:00,2022-07-03 13:26:44+00:00,i made a mistake aaaaaaaaaaa,3.1216666666666666
7112,closed,2022-07-03 04:23:26+00:00,2022-07-03 18:49:25+00:00,2022-07-03 18:49:25+00:00,revert the most vehemently OPPOSED zh-CN translation,14.433055555555555
7111,closed,2022-07-02 23:29:29+00:00,2022-07-03 00:22:00+00:00,2022-07-03 00:22:00+00:00,Wall in mindustry is not a wall in a house,0.8752777777777778
7110,closed,2022-07-02 20:18:45+00:00,2022-07-02 21:37:11+00:00,2022-07-02 21:37:11+00:00,Update at bundle_pl.properties,1.3072222222222223
7109,closed,2022-07-02 11:09:30+00:00,2022-07-02 21:36:41+00:00,2022-07-02 21:36:41+00:00,Display Bullet Status Duration,10.453055555555556
7108,closed,2022-07-02 05:46:59+00:00,2022-07-02 14:17:43+00:00,2022-07-02 14:17:43+00:00,fix added assembler module doesnt reset progress,8.512222222222222
7107,closed,2022-07-02 03:49:56+00:00,2022-07-02 14:17:50+00:00,2022-07-02 14:17:50+00:00,Update bundle_zh_CN.properties lacess to laccess,10.465
7106,closed,2022-07-02 02:57:38+00:00,2022-07-02 14:10:03+00:00,2022-07-02 14:10:03+00:00,fix: IconConverter using deprecated inkscape --verb option,11.206944444444444
7105,closed,2022-07-02 00:47:15+00:00,2022-07-02 14:17:58+00:00,2022-07-02 14:17:58+00:00,Update bundle_ko.properties,13.511944444444444
7104,closed,2022-07-01 16:50:14+00:00,2022-07-01 16:51:47+00:00,2022-07-01 16:51:48+00:00,lacess,0.025833333333333333
7103,closed,2022-07-01 14:37:52+00:00,2022-07-01 15:49:50+00:00,2022-07-01 15:49:50+00:00,Update bundle_fi.properties,1.1994444444444445
7102,closed,2022-07-01 14:05:31+00:00,2022-07-01 15:48:25+00:00,2022-07-01 15:48:25+00:00,Update bundle_uk_UA.properties),1.715
7101,closed,2022-06-30 16:17:38+00:00,2022-07-01 15:48:44+00:00,2022-07-01 15:48:44+00:00,Update bundle_th.properties,23.518333333333334
7098,closed,2022-06-30 08:27:13+00:00,2022-07-01 15:48:55+00:00,2022-07-01 15:48:55+00:00,Update bundle_ko.properties,31.361666666666668
7096,closed,2022-06-30 02:19:41+00:00,2022-06-30 03:03:26+00:00,2022-06-30 03:03:26+00:00,Update bundle.properties for shielded-wall,0.7291666666666666
7095,closed,2022-06-30 02:16:30+00:00,2022-07-01 15:50:03+00:00,2022-07-01 15:50:03+00:00,Update bundle_zh_CN.properties for scathe,37.55916666666667
7093,closed,2022-06-29 14:34:23+00:00,2022-06-29 15:32:48+00:00,2022-06-29 15:32:48+00:00,Fix Rules-initialWaveSpacing comment,0.9736111111111111
7090,closed,2022-06-29 06:00:56+00:00,2022-06-29 15:33:04+00:00,2022-06-29 15:33:04+00:00,Deconstructable Core in Editor Mode,9.535555555555556
7089,closed,2022-06-29 05:24:30+00:00,2022-06-29 16:39:10+00:00,2022-06-29 16:39:10+00:00,changes,11.244444444444444
7088,closed,2022-06-28 15:51:58+00:00,2022-06-29 03:27:51+00:00,2022-06-29 03:27:51+00:00,BulletType despawnUnit field,11.598055555555556
7086,closed,2022-06-27 21:00:28+00:00,2022-08-12 11:43:39+00:00,2022-08-12 11:43:39+00:00,French Translation: The return,1094.7197222222221
7085,closed,2022-06-27 19:53:39+00:00,2022-06-28 20:09:59+00:00,2022-06-28 20:09:59+00:00,Unhardcode reactor explosion sound,24.272222222222222
7084,closed,2022-06-27 17:43:30+00:00,2022-06-27 18:08:28+00:00,2022-06-27 18:08:28+00:00,Update servers_v7.json,0.4161111111111111
7079,closed,2022-06-26 15:52:59+00:00,2022-06-27 13:56:45+00:00,2022-06-27 13:56:46+00:00,Selectable mod releases,22.06277777777778
7078,closed,2022-06-25 17:26:58+00:00,2022-06-26 15:51:17+00:00,2022-06-26 15:51:17+00:00,Better Generation UI,22.405277777777776
7077,closed,2022-06-25 15:36:59+00:00,2022-07-03 18:47:26+00:00,2022-07-03 18:47:26+00:00,Update bundle_sv.properties,195.17416666666668
7076,closed,2022-06-25 12:44:09+00:00,2022-07-31 14:57:00+00:00,2022-07-31 14:57:00+00:00,Add Catalan to available languages and start its localisation.,866.2141666666666
7073,closed,2022-06-25 07:39:00+00:00,2022-06-25 13:07:09+00:00,2022-06-25 13:07:09+00:00,Update bundle.properties for block.lustre.name,5.469166666666666
7072,closed,2022-06-25 07:35:32+00:00,2022-06-27 16:53:01+00:00,2022-06-27 16:53:01+00:00,Update bundle_zh_CN.properties aaaaaagain,57.29138888888889
7070,closed,2022-06-24 20:00:28+00:00,2022-06-25 13:11:53+00:00,2022-06-25 13:11:53+00:00,new server,17.190277777777776
7060,closed,2022-06-22 14:54:30+00:00,2022-06-22 18:21:05+00:00,2022-06-22 18:21:05+00:00,OmegaHub ip change,3.4430555555555555
7054,closed,2022-06-20 23:09:56+00:00,2022-06-20 23:36:52+00:00,2022-06-20 23:36:52+00:00,Module tier stat display,0.4488888888888889
7053,closed,2022-06-20 14:59:51+00:00,2022-06-20 17:02:43+00:00,2022-06-20 17:02:43+00:00,Update servers_v7.json,2.0477777777777777
7052,closed,2022-06-20 10:42:17+00:00,2022-06-20 14:43:13+00:00,2022-06-20 14:43:13+00:00,Name and structure update,4.015555555555555
7048,closed,2022-06-19 20:58:23+00:00,2022-06-20 14:39:41+00:00,2022-06-20 14:39:42+00:00,Update servers_v7.json,17.688333333333333
7047,closed,2022-06-19 14:56:10+00:00,2022-06-19 15:13:55+00:00,2022-06-19 15:13:56+00:00,Fix docs,0.29583333333333334
7046,closed,2022-06-19 11:39:47+00:00,2022-06-19 14:57:49+00:00,2022-06-19 14:57:49+00:00,LStatement categories + improved UI,3.3005555555555555
7045,closed,2022-06-19 08:37:06+00:00,2022-06-19 13:14:00+00:00,2022-06-19 13:14:00+00:00,bundle_uk_UA.properties(corrections),4.615
