sha,date,author,message,files_changed,files_commited,month
53206e4b318712948092aac0ea9949e1b34269c3,2023-02-09 03:54:45+00:00,unknown,"Update servers_v7.json (#8256)

Explosive hub deleted",1,['servers_v7.json'],2023-02
53f410fee09a128df541117a868ca459e6bce0dc,2023-02-09 14:20:06+00:00,way-zer,"Fix Turret bug when `cheat` (#8273)

* （C/S) Fix ItemTurret ammo when `cheat`.

* （C/S) Fix `TurretBuild.updateReload` NPE when `cheat`",2,"['core/src/mindustry/world/blocks/defense/turrets/ItemTurret.java', 'core/src/mindustry/world/blocks/defense/turrets/Turret.java']",2023-02
0fd26e68d4073522ad9007517e6d5cb25b0be80a,2023-02-09 14:21:55+00:00,Kieaer,"Fix server auto pause when gameover (#8220)

* Fix server auto pause when gameover

* Update ServerControl.java

* Update ServerControl.java",1,['server/src/mindustry/server/ServerControl.java'],2023-02
e104591dec38d7bedd9ea7385061db6a5e34299b,2023-02-09 14:22:58+00:00,SSTentacleSS,"Update servers_v7.json (#8271)

**SRV proved to be really too inefficient and unprofitable!!**

1. Huge delays
2. These records do not work for everyone",1,['servers_v7.json'],2023-02
29bf99fe1aa286d4c7d827d71e53341d2c7b4102,2023-02-09 22:43:11+00:00,Volas171,Update servers_v7.json (#8276),1,['servers_v7.json'],2023-02
00f35183496c6620d8234126317706355c0db5c8,2023-02-09 22:50:43+00:00,Anuken,Fixed #8277,1,['core/src/mindustry/input/MobileInput.java'],2023-02
946e36c66e4627c856dfb685c2c021bb23ddcad6,2023-02-09 22:50:46+00:00,Anuken,Merge branch 'master' of https://github.com/Anuken/Mindustry,7,"['SERVERLIST.md', 'core/assets/bundles/bundle_ja.properties', 'core/src/mindustry/world/blocks/defense/turrets/ItemTurret.java', 'core/src/mindustry/world/blocks/defense/turrets/Turret.java', 'server/src/mindustry/server/ServerControl.java', 'servers_v6.json', 'servers_v7.json']",2023-02
ec8262418fb2f4e604eb9463d591f4f07971aec9,2023-02-11 22:40:57+00:00,Anuken,Basic unit boost command support,9,"['core/assets/bundles/bundle.properties', 'core/src/mindustry/ai/UnitCommand.java', 'core/src/mindustry/ai/types/BoostAI.java', 'core/src/mindustry/ai/types/CommandAI.java', 'core/src/mindustry/entities/comp/UnitComp.java', 'core/src/mindustry/entities/units/AIController.java', 'core/src/mindustry/input/InputHandler.java', 'core/src/mindustry/type/UnitType.java', 'core/src/mindustry/ui/fragments/PlacementFragment.java']",2023-02
b08136e3ea36a10303314f5e0437be068e86588d,2023-02-13 19:12:53+00:00,Anuken,Quell no longer targets flying units,3,"['core/src/mindustry/ai/UnitCommand.java', 'core/src/mindustry/content/UnitTypes.java', 'core/src/mindustry/input/InputHandler.java']",2023-02
5ac9e9f63cf233621e335ccfc9a19df582d32599,2023-02-13 19:13:48+00:00,unknown,Automatic bundle update,34,"['core/assets/bundles/bundle_be.properties', 'core/assets/bundles/bundle_bg.properties', 'core/assets/bundles/bundle_ca.properties', 'core/assets/bundles/bundle_cs.properties', 'core/assets/bundles/bundle_da.properties', 'core/assets/bundles/bundle_de.properties', 'core/assets/bundles/bundle_es.properties', 'core/assets/bundles/bundle_et.properties', 'core/assets/bundles/bundle_eu.properties', 'core/assets/bundles/bundle_fi.properties', 'core/assets/bundles/bundle_fil.properties', 'core/assets/bundles/bundle_fr.properties', 'core/assets/bundles/bundle_hu.properties', 'core/assets/bundles/bundle_id_ID.properties', 'core/assets/bundles/bundle_it.properties', 'core/assets/bundles/bundle_ja.properties', 'core/assets/bundles/bundle_ko.properties', 'core/assets/bundles/bundle_lt.properties', 'core/assets/bundles/bundle_nl.properties', 'core/assets/bundles/bundle_nl_BE.properties', 'core/assets/bundles/bundle_pl.properties', 'core/assets/bundles/bundle_pt_BR.properties', 'core/assets/bundles/bundle_pt_PT.properties', 'core/assets/bundles/bundle_ro.properties', 'core/assets/bundles/bundle_ru.properties', 'core/assets/bundles/bundle_sr.properties', 'core/assets/bundles/bundle_sv.properties', 'core/assets/bundles/bundle_th.properties', 'core/assets/bundles/bundle_tk.properties', 'core/assets/bundles/bundle_tr.properties', 'core/assets/bundles/bundle_uk_UA.properties', 'core/assets/bundles/bundle_vi.properties', 'core/assets/bundles/bundle_zh_CN.properties', 'core/assets/bundles/bundle_zh_TW.properties']",2023-02
0b7c7907775f3edea3d839466857befe857fe6c2,2023-02-14 20:08:24+00:00,Anuken,turret status fix,2,"['core/src/mindustry/content/UnitTypes.java', 'core/src/mindustry/world/blocks/units/RepairTurret.java']",2023-02
5027b70f5a060900bf2408f4dec48e77ae0b97a9,2023-02-14 20:08:27+00:00,Anuken,Merge branch 'master' of https://github.com/Anuken/Mindustry,34,"['core/assets/bundles/bundle_be.properties', 'core/assets/bundles/bundle_bg.properties', 'core/assets/bundles/bundle_ca.properties', 'core/assets/bundles/bundle_cs.properties', 'core/assets/bundles/bundle_da.properties', 'core/assets/bundles/bundle_de.properties', 'core/assets/bundles/bundle_es.properties', 'core/assets/bundles/bundle_et.properties', 'core/assets/bundles/bundle_eu.properties', 'core/assets/bundles/bundle_fi.properties', 'core/assets/bundles/bundle_fil.properties', 'core/assets/bundles/bundle_fr.properties', 'core/assets/bundles/bundle_hu.properties', 'core/assets/bundles/bundle_id_ID.properties', 'core/assets/bundles/bundle_it.properties', 'core/assets/bundles/bundle_ja.properties', 'core/assets/bundles/bundle_ko.properties', 'core/assets/bundles/bundle_lt.properties', 'core/assets/bundles/bundle_nl.properties', 'core/assets/bundles/bundle_nl_BE.properties', 'core/assets/bundles/bundle_pl.properties', 'core/assets/bundles/bundle_pt_BR.properties', 'core/assets/bundles/bundle_pt_PT.properties', 'core/assets/bundles/bundle_ro.properties', 'core/assets/bundles/bundle_ru.properties', 'core/assets/bundles/bundle_sr.properties', 'core/assets/bundles/bundle_sv.properties', 'core/assets/bundles/bundle_th.properties', 'core/assets/bundles/bundle_tk.properties', 'core/assets/bundles/bundle_tr.properties', 'core/assets/bundles/bundle_uk_UA.properties', 'core/assets/bundles/bundle_vi.properties', 'core/assets/bundles/bundle_zh_CN.properties', 'core/assets/bundles/bundle_zh_TW.properties']",2023-02
d17f0ebc51e87be109900fb309627b90b4f6ad1d,2023-02-15 13:35:53+00:00,Anuken,Fixed #8297,1,['core/src/mindustry/world/blocks/units/UnitAssembler.java'],2023-02
40ec7fd6fcf9eed00335e67de1a347b22e4fa135,2023-02-15 13:57:06+00:00,Anuken,Less Core.app.post for build events,2,"['core/src/mindustry/entities/comp/BuilderComp.java', 'core/src/mindustry/world/Build.java']",2023-02
359e59bbad88c56a0c6d1d82c5825318181714c5,2023-02-15 13:58:09+00:00,Darkness6030,"Changed Darkdustry domain to direct IP address (#8292)

Why? Because darkdustry.net is not available in some countries (Ukraine, Israel and some more)
Also improved formatting",1,['servers_v7.json'],2023-02
cc3ae2c66cd963f8a136a6e237e127941f53601e,2023-02-15 13:59:57+00:00,MEEPofFaith,Use setBars instead of overriding displayBars (#8296),1,['core/src/mindustry/world/blocks/defense/turrets/ItemTurret.java'],2023-02
652aa4c45698084a52754e5773a6e9d540fe73c1,2023-02-15 14:00:10+00:00,ulwepo,Update bundle_ja.properties (#8300),1,['core/assets/bundles/bundle_ja.properties'],2023-02
a189ac8613420ddadb5117aaeaf2f4f1835fbb95,2023-02-15 14:00:34+00:00,Larofeticus,"Update Team.java to increase dynamic range of team colors (#8279)

I'm having a lot of trouble finding enough visually distinct team colors; In the worst case I need about 25 colors. I am manually excluded colliding team numbers I know about, but, I can only find about 14 easily distinguishable colors before everything is another bright magenta, or yellow, or cyan, or pale green.",1,['core/src/mindustry/game/Team.java'],2023-02
8726cde05df415998183eb3a4cb8f51f9d6f6fb9,2023-02-15 14:01:03+00:00,MEEPofFaith,Return salvo and swarmer to how they were before shoot changes (#8278),1,['core/src/mindustry/content/Blocks.java'],2023-02
e4f929a8510f0b628204da6a84c7d28991b47ce5,2023-02-15 14:02:32+00:00,way-zer,"Fix turret when cheating (#8291)

* （C/S) Fix ItemTurret ammo when `cheat`.

* （C/S) Fix `TurretBuild.updateReload` NPE when `cheat`

* Why `shouldConsume` cause `potentialEfficiency=0`",1,['core/src/mindustry/entities/comp/BuildingComp.java'],2023-02
87d7089df3fc16b075afc22d0904c2a237f16e45,2023-02-15 14:02:46+00:00,SSTentacleSS,"Update servers_v7.json (#8294)

DNS doesn't work for everyone",1,['servers_v7.json'],2023-02
e029321e5bda60b9949c39c68e080166fb7f4571,2023-02-15 14:34:38+00:00,Baldur404,"Update servers_v7.json (#8290)

Co-authored-by: Anuken <arnukren@gmail.com>",1,['servers_v7.json'],2023-02
e564602fd110b328caeeef91f759fbd0d4cee8cf,2023-02-15 14:59:32+00:00,Anuken,Hide isHidden content in mod info,1,['core/src/mindustry/ui/dialogs/ModsDialog.java'],2023-02
460dbff7d14550121c8a1107a5a91ec351b34eb0,2023-02-15 15:33:36+00:00,Anuken,Fixed shield break effect,1,['core/src/mindustry/content/Fx.java'],2023-02
d457901d2e937040b0a3e6a3c2b9383a0ab37281,2023-02-15 15:34:52+00:00,Anuken,Minor Conquer buff,2,"['core/src/mindustry/content/UnitTypes.java', 'core/src/mindustry/logic/Settable.java']",2023-02
f0933605654916ee5674cc6085a69ba1899fe942,2023-02-15 15:34:57+00:00,Anuken,Merge branch 'master' of https://github.com/Anuken/Mindustry,6,"['core/assets/bundles/bundle_ja.properties', 'core/src/mindustry/content/Blocks.java', 'core/src/mindustry/entities/comp/BuildingComp.java', 'core/src/mindustry/game/Team.java', 'core/src/mindustry/world/blocks/defense/turrets/ItemTurret.java', 'servers_v7.json']",2023-02
9b02a274f103e50b2b7d6485076dfaddeb68f607,2023-02-15 15:38:44+00:00,unknown,"Update servers_v7.json (#8293)

Explosive corp deleted",1,['servers_v7.json'],2023-02
a8a3453632b881d6e3368f557d79ff3813826d8d,2023-02-15 17:16:51+00:00,MEEPofFaith,"Move core launch/landing to CoreBlock (#8055)

* Move core launch/landing to CoreBlock

* Slight cleanup

* just gonna...",2,"['core/src/mindustry/core/Renderer.java', 'core/src/mindustry/world/blocks/storage/CoreBlock.java']",2023-02
348819d1aca8c0d477388ab0b89672144945af72,2023-02-16 04:22:05+00:00,MEEPofFaith,`connectedPower` similar to `conductivePower` (#8306),4,"['core/src/mindustry/entities/comp/BuildingComp.java', 'core/src/mindustry/world/Block.java', 'core/src/mindustry/world/blocks/power/BeamNode.java', 'core/src/mindustry/world/blocks/power/PowerNode.java']",2023-02
ebb798cac30aa530008935d128f23ab13c4ffa27,2023-02-17 14:03:44+00:00,Kowkodivka,Update servers_v7.json (#8307),1,['servers_v7.json'],2023-02
f7ccf3c04abb32741aa0a318730c1dfb9a47739a,2023-02-17 14:13:59+00:00,Kieaer,"Add window size parameter (#8281)

* Add window size parameter

* Formatting

* Java 8",1,['desktop/src/mindustry/desktop/DesktopLauncher.java'],2023-02
150215712b40e3aca0987b536efd0e45c2c22304,2023-02-17 14:18:08+00:00,Anuken,formatting,1,['desktop/src/mindustry/desktop/DesktopLauncher.java'],2023-02
7401e7fe313e18b7e399f02649f9c2806f7cd036,2023-02-19 00:47:22+00:00,Anuken,Fixed #8316,2,"['core/src/mindustry/mod/Mods.java', 'gradle.properties']",2023-02
b65c3cd931170836eae722c8cd8a738c4759a3f0,2023-02-19 00:48:08+00:00,ferrandusqui31,"Missing translation and errors correction (#8312)

On line 104 updated joingame from ""Uneix-me a una partida"" to ""Unir-se a una partida"".
On line 494 update editor.savemap from ""Desa un mapa"" to ""Desa el mapa"".
On line 1386 updated block.kiln.name from ""Kiln"" to ""Forn de vidre"".
On line 1468 updated block.reinforced.message  from ""Missatge remarcat"" to ""Missatge reforçat"".",1,['core/assets/bundles/bundle_ca.properties'],2023-02
29f36c19276430c95bb1b2683eb94d04540ded85,2023-02-19 00:48:22+00:00,MEEPofFaith,ClientServerConnectEvent (#8309),2,"['core/src/mindustry/game/EventType.java', 'core/src/mindustry/net/Net.java']",2023-02
7d300a273b90d073d3774e06c2743d659e18bea4,2023-02-19 04:12:47+00:00,Anuken,added missing break,1,['desktop/src/mindustry/desktop/DesktopLauncher.java'],2023-02
83c55fdbb421ddb91c333be4b6e03b9212e39411,2023-02-19 04:12:52+00:00,Anuken,Merge remote-tracking branch 'origin/master',3,"['core/assets/bundles/bundle_ca.properties', 'core/src/mindustry/game/EventType.java', 'core/src/mindustry/net/Net.java']",2023-02
ff39e5f90d49b45e56c0e4316120b0c3cfdd9234,2023-02-19 14:25:09+00:00,osp54,[XCore] Change ip (#8319),1,['servers_v7.json'],2023-02
92c0552fd590d6e3c1b96e10502f4cec074ee81b,2023-02-19 14:26:59+00:00,Fischer1000,"Update hungarian language file (#8315)

Fine tune the file. I have made it to it's quarter today (line 537).",1,['core/assets/bundles/bundle_hu.properties'],2023-02
9c4bdc213defcf3e05d29c8970bd7d9a6620e0ca,2023-02-20 17:19:56+00:00,Anuken,Crash fix,1,['core/src/mindustry/ui/fragments/MinimapFragment.java'],2023-02
64cea34a98e1638958eee37aef7f197b7284a3a8,2023-02-20 17:20:01+00:00,Anuken,Merge remote-tracking branch 'origin/master',2,"['core/assets/bundles/bundle_hu.properties', 'servers_v7.json']",2023-02
74de125700a1d8428fcc6928aab818635c16ec9d,2023-02-20 17:27:24+00:00,Anuken,githubImportMod old signature returned,1,['core/src/mindustry/ui/dialogs/ModsDialog.java'],2023-02
9efb1824af665c0230d7c974c86f5b04d92a807e,2023-02-20 18:46:01+00:00,Taras4k,Update servers_v7.json (#8322),1,['servers_v7.json'],2023-02
1a8c4d8d8a87df99f6807f8b2a682dce11f6d4c1,2023-02-20 19:19:36+00:00,Anuken,Update deployment.yml,1,['.github/workflows/deployment.yml'],2023-02
421c5e2879ee0d1b806d8b3a431d9ab1dbf0735c,2023-02-21 14:52:55+00:00,DikHalz,"Update servers_v7.json (#8325)

HUB

Co-authored-by: ColaHz <87813567+ColaHz@users.noreply.github.com>",1,['servers_v7.json'],2023-02
b24403232838ebd455dd65083f329fb8b4e6c22c,2023-02-21 14:55:33+00:00,unknown,Update servers_v7.json (#8320),1,['servers_v7.json'],2023-02
ab772dccd4d54e91491b51559668f98f5c05334f,2023-02-21 14:55:55+00:00,ulwepo,Update bundle_ja.properties (#8324),1,['core/assets/bundles/bundle_ja.properties'],2023-02
e0d6cebb2e0aacc4aff1edddf542546339f4312a,2023-02-21 15:24:45+00:00,Anuken,Fixed #8326,2,"['core/src/mindustry/ClientLauncher.java', 'gradle.properties']",2023-02
b00c5b4cab5ab3234f61c0bec8380249fc4d50a4,2023-02-21 15:24:50+00:00,Anuken,Merge remote-tracking branch 'origin/master',3,"['.github/workflows/deployment.yml', 'core/assets/bundles/bundle_ja.properties', 'servers_v7.json']",2023-02
804dd61cd983f2702bec76138951444a8c13a0d7,2023-02-21 15:26:04+00:00,twinflac,"Updated belarusian translate. (#8327)

Edited by monodx.",1,['core/assets/bundles/bundle_be.properties'],2023-02
df11dd7a74955793e8d37d9f9091e7e62fef64f8,2023-02-21 15:54:56+00:00,Anuken,Fixed issues with #7972,1,['core/src/mindustry/mod/Mods.java'],2023-02
4410f31888e313b8710ee2d9fbb3817790ef056c,2023-02-21 15:55:01+00:00,Anuken,Merge remote-tracking branch 'origin/master',1,['core/assets/bundles/bundle_be.properties'],2023-02
39e88ae6144a1c2a6fc7e0627a43f645112d5652,2023-02-21 23:15:20+00:00,Anuken,Fixed #8328,2,"['core/src/mindustry/mod/Mods.java', 'server/src/mindustry/server/ServerControl.java']",2023-02
8eb3c16c5084c5356f7a58f1ac70c8c9cb213a07,2023-02-22 18:02:04+00:00,Kieaer,Fix server always paused (#8330),1,['server/src/mindustry/server/ServerControl.java'],2023-02
46c75af9e4fb1baa7b05f44724f6b643b85facfa,2023-02-22 18:02:09+00:00,twinflac,"Updated and improved belarusian translation. (#8331)

Edited by monodx.",1,['core/assets/bundles/bundle_be.properties'],2023-02
ab2138d8e772640ac39b83fa2563e1bf4fc430c0,2023-02-22 18:03:15+00:00,unknown,Automatic bundle update,1,['core/assets/bundles/bundle_be.properties'],2023-02
4d8de72a8e300793a8e0d5d858de01ed2ebbf504,2023-02-23 14:06:07+00:00,SSTentacleSS,Update servers_v7.json (#8332),1,['servers_v7.json'],2023-02
a38351d41f94283043abf6b1743ec023e0dbb3ca,2023-02-23 21:12:52+00:00,Anuken,isLogicControllable,5,"['core/src/mindustry/ai/types/CommandAI.java', 'core/src/mindustry/entities/comp/PlayerComp.java', 'core/src/mindustry/entities/units/AIController.java', 'core/src/mindustry/entities/units/UnitController.java', 'core/src/mindustry/logic/LExecutor.java']",2023-02
2388091ed6ccf4e7948bb16c9043b10b35df1ba3,2023-02-23 21:12:57+00:00,Anuken,Merge remote-tracking branch 'origin/master',1,['servers_v7.json'],2023-02
e234ac43a602cdfd5a56c776c5d40146fcd7c699,2023-02-25 16:38:18+00:00,Anuken,Fixed keybind names,36,"['core/assets/bundles/bundle.properties', 'core/assets/bundles/bundle_be.properties', 'core/assets/bundles/bundle_bg.properties', 'core/assets/bundles/bundle_ca.properties', 'core/assets/bundles/bundle_cs.properties', 'core/assets/bundles/bundle_da.properties', 'core/assets/bundles/bundle_de.properties', 'core/assets/bundles/bundle_es.properties', 'core/assets/bundles/bundle_et.properties', 'core/assets/bundles/bundle_eu.properties', 'core/assets/bundles/bundle_fi.properties', 'core/assets/bundles/bundle_fil.properties', 'core/assets/bundles/bundle_fr.properties', 'core/assets/bundles/bundle_hu.properties', 'core/assets/bundles/bundle_id_ID.properties', 'core/assets/bundles/bundle_it.properties', 'core/assets/bundles/bundle_ja.properties', 'core/assets/bundles/bundle_ko.properties', 'core/assets/bundles/bundle_lt.properties', 'core/assets/bundles/bundle_nl.properties', 'core/assets/bundles/bundle_nl_BE.properties', 'core/assets/bundles/bundle_pl.properties', 'core/assets/bundles/bundle_pt_BR.properties', 'core/assets/bundles/bundle_pt_PT.properties', 'core/assets/bundles/bundle_ro.properties', 'core/assets/bundles/bundle_ru.properties', 'core/assets/bundles/bundle_sr.properties', 'core/assets/bundles/bundle_sv.properties', 'core/assets/bundles/bundle_th.properties', 'core/assets/bundles/bundle_tk.properties', 'core/assets/bundles/bundle_tr.properties', 'core/assets/bundles/bundle_uk_UA.properties', 'core/assets/bundles/bundle_vi.properties', 'core/assets/bundles/bundle_zh_CN.properties', 'core/assets/bundles/bundle_zh_TW.properties', 'core/src/mindustry/world/blocks/payloads/PayloadUnloader.java']",2023-02
cc207d3d7c0cde25330007a5b286ae3ef9bcd17f,2023-02-26 20:36:28+00:00,Anuken,a,1,['core/src/mindustry/core/UI.java'],2023-02
b5696463102547b3f0516df875139e8643393eae,2023-02-27 04:03:03+00:00,Anuken,fixed ignoreLiquidFullness,1,['core/src/mindustry/world/blocks/production/GenericCrafter.java'],2023-02
6750cfead8b8b1607c0e1de1dc0bab395c2dc482,2023-02-27 16:25:12+00:00,TheTrueInfinity,"Update servers_v7.json (#8349)

* Update servers_v7.json

* Update servers_v7.json

* Update servers_v7.json",1,['servers_v7.json'],2023-02
4f314afe213c815c46d3f82976a93d3525d798e7,2023-02-27 16:25:29+00:00,Kowkodivka,"[RU] Small translation update (#8342)

* [RU] Small translation update

* Update bundle_ru.properties",1,['core/assets/bundles/bundle_ru.properties'],2023-02
219084fe3ce664702fd37e887784d0164e58363c,2023-02-27 16:26:26+00:00,MEEPofFaith,Don't generate edges if edges already exist (#8338),1,['core/src/mindustry/world/blocks/environment/Floor.java'],2023-02
0760923943ba75aa7aeb2278186a9dad4568f154,2023-02-27 16:26:47+00:00,MEEPofFaith,overRegion (#8337),1,['core/src/mindustry/world/blocks/payloads/PayloadLoader.java'],2023-02
11f8e067082590b0e8accf153df9fce3f93a5971,2023-03-08 11:56:44+00:00,Anuken,Fixed #8340 / Reverted #8220,1,['server/src/mindustry/server/ServerControl.java'],2023-03
028c189dc8025005afbfba18fcbc7747ee39716a,2023-03-08 11:56:49+00:00,Anuken,Merge remote-tracking branch 'origin/master',4,"['core/assets/bundles/bundle_ru.properties', 'core/src/mindustry/world/blocks/environment/Floor.java', 'core/src/mindustry/world/blocks/payloads/PayloadLoader.java', 'servers_v7.json']",2023-03
a857eaed745306df8315ad83a55d7ae3a2b1d58e,2023-03-08 12:06:59+00:00,Anuken,Fixed #8368,2,"['core/src/mindustry/core/NetClient.java', 'gradle.properties']",2023-03
327a8fc61b8a1e014c0bbacabd3148a6aaf500fe,2023-03-08 12:12:04+00:00,SunkyMP3G,"Clearer translations (#8364)

* Clearer translations

* Small changes",1,['core/assets/bundles/bundle_ru.properties'],2023-03
75e1e6f1666136f2e8067abb4dfdd37be7e6da24,2023-03-08 13:26:11+00:00,MEEPofFaith,"Player unit spawns before core animation finishes (#8375)

* Player unit spawns before core animation finishes

* the

* Shouldn't the landing particles also be aimed at the tile's world pos?",2,"['core/src/mindustry/core/Control.java', 'core/src/mindustry/world/blocks/storage/CoreBlock.java']",2023-03
0a1957eb135754294c169d2a80ab928bdeee51aa,2023-03-08 14:10:34+00:00,MEEPofFaith,"Display Interval Bullet in Stats + Collapsers (#8366)

* Display interval bullets in stats

* Collapsers for sub-bullets

* highlight /sec as well

* top",2,"['core/assets/bundles/bundle.properties', 'core/src/mindustry/world/meta/StatValues.java']",2023-03
3c9b3680bcc59fb99d66028d616089c850277932,2023-03-08 14:11:07+00:00,MEEPofFaith,"Interval Bullet Delay (#8365)

Like homing delay",1,['core/src/mindustry/entities/bullet/BulletType.java'],2023-03
2cc486febca0274febbcbdf1eef57452d014f810,2023-03-08 14:11:55+00:00,unknown,Automatic bundle update,34,"['core/assets/bundles/bundle_be.properties', 'core/assets/bundles/bundle_bg.properties', 'core/assets/bundles/bundle_ca.properties', 'core/assets/bundles/bundle_cs.properties', 'core/assets/bundles/bundle_da.properties', 'core/assets/bundles/bundle_de.properties', 'core/assets/bundles/bundle_es.properties', 'core/assets/bundles/bundle_et.properties', 'core/assets/bundles/bundle_eu.properties', 'core/assets/bundles/bundle_fi.properties', 'core/assets/bundles/bundle_fil.properties', 'core/assets/bundles/bundle_fr.properties', 'core/assets/bundles/bundle_hu.properties', 'core/assets/bundles/bundle_id_ID.properties', 'core/assets/bundles/bundle_it.properties', 'core/assets/bundles/bundle_ja.properties', 'core/assets/bundles/bundle_ko.properties', 'core/assets/bundles/bundle_lt.properties', 'core/assets/bundles/bundle_nl.properties', 'core/assets/bundles/bundle_nl_BE.properties', 'core/assets/bundles/bundle_pl.properties', 'core/assets/bundles/bundle_pt_BR.properties', 'core/assets/bundles/bundle_pt_PT.properties', 'core/assets/bundles/bundle_ro.properties', 'core/assets/bundles/bundle_ru.properties', 'core/assets/bundles/bundle_sr.properties', 'core/assets/bundles/bundle_sv.properties', 'core/assets/bundles/bundle_th.properties', 'core/assets/bundles/bundle_tk.properties', 'core/assets/bundles/bundle_tr.properties', 'core/assets/bundles/bundle_uk_UA.properties', 'core/assets/bundles/bundle_vi.properties', 'core/assets/bundles/bundle_zh_CN.properties', 'core/assets/bundles/bundle_zh_TW.properties']",2023-03
a046f0f11b15fba243f03e25dc95d6c90a75cdee,2023-03-08 14:16:07+00:00,MEEPofFaith,Non-hexagonal force projectors (#8358),1,['core/src/mindustry/world/blocks/defense/ForceProjector.java'],2023-03
a3f8ca9ca573d8ff40e84bbac1562d4a416bd535,2023-03-08 14:17:39+00:00,MEEPofFaith,"Shield flash on top (#8373)

Co-authored-by: Anuken <arnukren@gmail.com>",2,"['core/src/mindustry/entities/abilities/ForceFieldAbility.java', 'core/src/mindustry/world/blocks/defense/ForceProjector.java']",2023-03
3a73a97746100427449a75481514d331ccf00fcc,2023-03-08 14:18:17+00:00,twinflac,"Update bundle_be.properties. (#8374)

Worked Dima Pozniac and monodx.

Thanks.",1,['core/assets/bundles/bundle_be.properties'],2023-03
65c5d206a8006391060c233e563b5b4f281d8f4a,2023-03-08 14:18:46+00:00,osp54,[XCore] new server (#8372),1,['servers_v7.json'],2023-03
29d42460197ac04215b2cdc96a9503fc172161a2,2023-03-08 14:19:41+00:00,unknown,Automatic bundle update,1,['core/assets/bundles/bundle_be.properties'],2023-03
10e0be9d683677c873caeb214c7fc45bf40c6005,2023-03-08 14:19:57+00:00,MEEPofFaith,"Drill multipliers for regular drills and beam drills (#8339)

* Drill multipliers for other drills

* h",3,"['core/src/mindustry/world/blocks/production/BeamDrill.java', 'core/src/mindustry/world/blocks/production/BurstDrill.java', 'core/src/mindustry/world/blocks/production/Drill.java']",2023-03
0e9f250e93afacb9115b49c86c832f28d5adf823,2023-03-08 14:20:48+00:00,NgLam2911,"Vietnamese translation for mindustry v7 update (Phase 1) (#7843)

* Update bundle_vi.properties

* Update bundle_vi.properties

* Alot of todo ...

* More...

* REEEEEEEE

* Alot of descriptions

* re-translate sectors desc

* fck VSC

* update sector descriptions

* Sector hints

* Block description

---------

Co-authored-by: Arckyn Nightingale <86044974+Kynarc@users.noreply.github.com>
Co-authored-by: Anuken <arnukren@gmail.com>",1,['core/assets/bundles/bundle_vi.properties'],2023-03
a216c9c56ef436e70c8437abfd3464f6b9918136,2023-03-08 14:21:36+00:00,unknown,Automatic bundle update,1,['core/assets/bundles/bundle_vi.properties'],2023-03
d937af74972a733653596f34e96d73c60064ea01,2023-03-08 14:25:56+00:00,J0anJosep,"Update bundle_ca.properties (#8341)

Missatge reforçat->Missatge destacat
Unir->Uneix (use imperative in buttons)",1,['core/assets/bundles/bundle_ca.properties'],2023-03
515a6f9c8d4bb8389be860ca16ed863c529b21b9,2023-03-08 18:11:53+00:00,MEEPofFaith,json-able attributes (#8334),2,"['core/src/mindustry/mod/ContentParser.java', 'core/src/mindustry/world/meta/Attribute.java']",2023-03
bae3884d96a25d079a2ed113f2c6f70612b7be39,2023-03-09 10:25:35+00:00,Anuken,Basic setProp implementation,9,"['core/src/mindustry/core/NetServer.java', 'core/src/mindustry/entities/comp/BuildingComp.java', 'core/src/mindustry/entities/comp/UnitComp.java', 'core/src/mindustry/logic/LAccess.java', 'core/src/mindustry/logic/LExecutor.java', 'core/src/mindustry/logic/LStatements.java', 'core/src/mindustry/logic/Settable.java', 'core/src/mindustry/world/modules/LiquidModule.java', 'gradle.properties']",2023-03
