number,state,created_at,merged_at,closed_at,title
7021,closed,2022-06-15 08:06:53+00:00,2022-06-15 11:35:34+00:00,2022-06-15 11:35:34+00:00,make unit plan ui pretty
7019,closed,2022-06-15 06:32:40+00:00,2022-06-15 11:34:58+00:00,2022-06-15 11:34:58+00:00,non-suppressable blocks shouldn't be heal suppressed
7018,closed,2022-06-15 05:27:32+00:00,2022-06-15 11:35:44+00:00,2022-06-15 11:35:44+00:00,make overdrivebuild fields public like in mendbuild
7017,closed,2022-06-15 01:16:00+00:00,2022-06-15 02:40:22+00:00,2022-06-15 02:40:22+00:00,update bundle_zh_cn.properties by rules.solarmultiplier
7016,closed,2022-06-14 10:36:05+00:00,2022-06-17 22:19:17+00:00,2022-06-17 22:19:17+00:00,more info on unit control responsibility
7015,closed,2022-06-14 04:18:36+00:00,2022-06-14 12:18:42+00:00,2022-06-14 12:18:42+00:00,[id] bundle updates
7014,closed,2022-06-13 19:19:01+00:00,,2022-10-04 17:07:39+00:00,unit cost multiplier
7013,closed,2022-06-13 15:16:20+00:00,2022-06-14 01:09:07+00:00,2022-06-14 01:09:08+00:00,add a solar panel output multiplier
7012,closed,2022-06-13 13:48:50+00:00,2022-06-14 00:49:13+00:00,2022-06-14 00:49:13+00:00,add vars.state.rules.possessionallowed
7010,closed,2022-06-13 11:04:49+00:00,2022-06-13 12:30:53+00:00,2022-06-13 12:30:53+00:00,bugfix
7009,closed,2022-06-13 01:22:58+00:00,2022-06-13 02:47:08+00:00,2022-06-13 02:47:08+00:00,format infinities
7008,closed,2022-06-12 21:52:18+00:00,,2022-08-29 12:59:06+00:00,update servers_v6.json
7006,closed,2022-06-12 07:11:36+00:00,2022-06-12 13:12:34+00:00,2022-06-12 13:12:34+00:00,address update
7005,closed,2022-06-12 02:33:06+00:00,2022-06-17 02:36:03+00:00,2022-06-17 02:36:03+00:00,shapepart hollow + stroke + stroketo
7004,closed,2022-06-11 18:16:59+00:00,2022-06-14 14:26:32+00:00,2022-06-14 14:26:32+00:00,update
7003,closed,2022-06-11 06:00:27+00:00,2022-06-11 12:17:29+00:00,2022-06-11 12:17:30+00:00,come back to v6
7001,closed,2022-06-10 13:41:58+00:00,2022-06-11 12:17:10+00:00,2022-06-11 12:17:10+00:00,update bundle_zh_cn.properties again
7000,closed,2022-06-09 23:08:08+00:00,2022-06-10 02:23:33+00:00,2022-06-10 02:23:33+00:00,update servers_v6.json
6999,closed,2022-06-09 20:03:02+00:00,,2022-07-15 03:37:50+00:00,update bundle_de.properties
6998,closed,2022-06-09 15:55:36+00:00,,2022-06-29 08:29:16+00:00,vars.mobliefreecam
6995,closed,2022-06-08 18:56:22+00:00,,2022-06-08 19:14:56+00:00,update mobile command hint
6994,closed,2022-06-08 17:30:55+00:00,2022-06-08 17:35:45+00:00,2022-06-08 17:35:45+00:00,omegahub be server
6992,closed,2022-06-08 12:38:04+00:00,2022-06-14 12:27:53+00:00,2022-06-14 12:27:53+00:00,(update bundle_fil.properties) when will anuken merge this lol
6991,closed,2022-06-08 12:36:10+00:00,2022-06-08 15:17:17+00:00,2022-06-08 15:17:17+00:00,"update pl server address, put into server category"
6989,closed,2022-06-08 05:23:37+00:00,2022-06-08 12:58:53+00:00,2022-06-08 12:58:53+00:00,drawcracks and createrubble
6988,closed,2022-06-08 04:46:48+00:00,2022-06-08 12:50:20+00:00,2022-06-08 12:50:21+00:00,fix #6949
6986,closed,2022-06-07 16:24:43+00:00,2022-06-08 15:17:24+00:00,2022-06-08 15:17:24+00:00,omegahub port change
6982,closed,2022-06-06 17:36:33+00:00,2022-07-03 14:37:58+00:00,2022-07-03 14:37:58+00:00,add support for srv records
6981,closed,2022-06-06 16:05:08+00:00,,2023-05-26 12:00:28+00:00,let the user decide to reset the sector or not when corrupted
6971,closed,2022-06-03 15:39:04+00:00,2022-06-10 02:23:47+00:00,2022-06-10 02:23:47+00:00,add another host of tendhost
6962,closed,2022-06-02 11:03:08+00:00,2022-06-08 15:20:03+00:00,2022-06-08 15:20:03+00:00,meowland comeback
6961,open,2022-06-02 10:35:37+00:00,,,update bundle_cs.properties
6959,closed,2022-06-02 06:35:27+00:00,,2022-06-08 13:10:36+00:00,fix beamdrill mining ore covered by buildings.
6957,closed,2022-06-02 01:00:02+00:00,2022-07-05 22:41:13+00:00,2022-07-05 22:41:13+00:00,underflow duct
6956,closed,2022-06-01 20:33:10+00:00,,2022-09-02 01:11:06+00:00,merge functionality of getblocki into unit getblock
6954,closed,2022-06-01 06:25:32+00:00,,2022-06-01 23:26:53+00:00,continuousweapon
6953,open,2022-06-01 03:35:45+00:00,,,make a setting for accessible world logic
6951,closed,2022-05-31 01:00:03+00:00,,2022-06-10 14:03:40+00:00,command units to get onto payload conveyors
6947,closed,2022-05-30 03:57:03+00:00,2022-06-08 13:13:12+00:00,2022-06-08 13:13:12+00:00,charge progress
6946,closed,2022-05-30 02:20:38+00:00,2022-06-08 12:42:17+00:00,2022-06-08 12:42:17+00:00,wrap immunities in unit stats
6945,closed,2022-05-28 22:27:59+00:00,2022-06-08 12:40:16+00:00,2022-06-08 12:40:17+00:00,fixed #6935
6944,open,2022-05-28 22:12:53+00:00,,,fixed loading mods with non-existent or disabled dependencies
6943,open,2022-05-28 14:26:15+00:00,,,update bundle_cs.properties
6942,closed,2022-05-28 06:06:47+00:00,2022-06-08 12:28:15+00:00,2022-06-08 12:28:15+00:00,fix inconsistent power bar name
6940,open,2022-05-27 01:35:31+00:00,,,fix payload router rotation via logic
6939,closed,2022-05-26 15:23:49+00:00,,2022-06-08 12:54:50+00:00,achievements on non-steam versions
6938,closed,2022-05-26 12:53:53+00:00,2022-06-08 15:18:37+00:00,2022-06-08 15:18:37+00:00,new createdustry ip
6936,closed,2022-05-26 05:40:14+00:00,2022-06-08 12:24:22+00:00,2022-06-08 12:24:23+00:00,no more free core upgrades
6934,closed,2022-05-24 21:59:16+00:00,,2022-10-02 13:08:23+00:00,adding skip shortcut with f9.
6933,closed,2022-05-24 16:05:42+00:00,,2022-06-08 15:20:23+00:00,omegahub be server
6932,closed,2022-05-24 14:29:52+00:00,2022-06-08 12:26:08+00:00,2022-06-08 12:26:08+00:00,fix crash in rtsai
6931,closed,2022-05-24 13:55:01+00:00,2022-06-08 12:24:43+00:00,2022-06-08 12:24:43+00:00,fix sublimate crashes when team.infiniteresources is true
6929,closed,2022-05-23 17:23:57+00:00,2022-06-09 16:38:19+00:00,2022-06-09 16:38:19+00:00,4x4 map grid aaaaaa
6928,open,2022-05-23 15:38:59+00:00,,,added the ability to change the position of the ammouse effect from the shootpattern
6927,closed,2022-05-23 12:38:22+00:00,2022-06-08 15:18:49+00:00,2022-06-08 15:18:49+00:00,thai translation for v7
6925,closed,2022-05-23 02:50:19+00:00,2022-06-08 13:20:35+00:00,2022-06-08 13:20:35+00:00,so i made a slag heater
6924,closed,2022-05-22 16:25:10+00:00,2022-06-08 12:57:42+00:00,2022-06-08 12:57:42+00:00,reconstructor -> refabricator
6922,closed,2022-05-22 13:16:58+00:00,,2022-05-22 13:18:55+00:00,update bundle_vi.properties
6919,closed,2022-05-22 09:34:52+00:00,,2022-05-25 16:38:47+00:00,added bariscodefx servers
6918,closed,2022-05-22 00:17:28+00:00,2022-06-08 12:24:55+00:00,2022-06-08 12:24:55+00:00,"a build ""weapon"" is not a weapon"
6916,closed,2022-05-21 05:31:57+00:00,2022-06-08 13:02:40+00:00,2022-06-08 13:02:40+00:00,generates building keybindings per planet
6915,closed,2022-05-21 04:32:17+00:00,2022-06-08 12:41:17+00:00,2022-06-08 12:41:17+00:00,make crawlunit jsonable
6914,closed,2022-05-21 02:08:52+00:00,2022-06-08 15:19:31+00:00,2022-06-08 15:19:31+00:00,update servers_be.json
6913,closed,2022-05-20 22:40:01+00:00,2022-06-08 13:03:38+00:00,2022-06-08 13:03:38+00:00,stats for new blocks
6911,closed,2022-05-20 00:51:59+00:00,2022-06-08 12:25:04+00:00,2022-06-08 12:25:04+00:00,fix ci on forks
6910,closed,2022-05-20 00:48:51+00:00,,2022-06-08 12:33:16+00:00,fix sand being unsensable
6909,open,2022-05-19 14:48:40+00:00,,,more translations for serbian
6908,closed,2022-05-19 14:21:25+00:00,,2022-06-11 18:09:18+00:00,another update to pl
6907,closed,2022-05-19 13:39:35+00:00,2022-06-08 12:41:32+00:00,2022-06-08 12:41:32+00:00,wrong variable in `regenprojector`
6906,closed,2022-05-19 04:42:52+00:00,,2022-05-28 18:36:45+00:00,fix improper liquid bar display
6905,closed,2022-05-19 03:48:32+00:00,2022-06-08 15:23:20+00:00,2022-06-08 15:23:20+00:00,`getcategories()`
6904,closed,2022-05-18 17:38:12+00:00,2022-06-09 12:47:30+00:00,2022-06-09 12:47:30+00:00,update xpdustry servers
6902,closed,2022-05-18 06:53:36+00:00,2022-06-08 13:17:30+00:00,2022-06-08 13:17:30+00:00,`canwithdraw()` + changes to `displayable()`
6899,closed,2022-05-17 16:22:27+00:00,,2022-10-04 19:38:14+00:00,update bundle_de.properties
6894,closed,2022-05-16 06:59:46+00:00,,2022-11-22 00:02:58+00:00,[ru] v7 translation
6892,closed,2022-05-15 22:38:04+00:00,,2022-06-18 11:14:51+00:00,ukrainian translation for v7
6891,closed,2022-05-15 22:30:48+00:00,,2022-05-15 22:38:22+00:00,ukrainian translation for v7
6890,closed,2022-05-15 22:27:31+00:00,,2022-05-15 22:29:14+00:00,ukrainian translation for v7
6889,open,2022-05-15 20:44:21+00:00,,,reloadwhilecharging
6888,closed,2022-05-15 19:21:47+00:00,,2024-03-28 16:21:45+00:00,updated ru and ua bundles
6885,closed,2022-05-15 13:59:47+00:00,,2022-10-11 00:44:27+00:00,update description.txt
6881,closed,2022-05-14 23:50:47+00:00,2022-06-08 15:21:07+00:00,2022-06-08 15:21:07+00:00,update servers_v6.json
6880,closed,2022-05-14 21:57:17+00:00,2022-06-08 12:40:38+00:00,2022-06-08 12:40:38+00:00,misleading description fix - spectre does not fire armor piercing bullets
6879,closed,2022-05-14 21:47:58+00:00,2022-11-06 19:28:59+00:00,2022-11-06 19:28:59+00:00,allow heat region to produce light
6877,closed,2022-05-14 15:47:52+00:00,2022-06-09 18:30:43+00:00,2022-06-09 18:30:43+00:00,update zh-tw bundle translations
6876,open,2022-05-14 09:48:30+00:00,,,[it] status translations + minor improvements
6873,closed,2022-05-13 22:16:27+00:00,2022-06-08 13:05:13+00:00,2022-06-08 13:05:13+00:00,add reinforced surge wall names
6872,closed,2022-05-13 21:18:08+00:00,,2022-05-16 06:56:15+00:00,[ru] complete v7 translation (soon)
6870,closed,2022-05-13 15:53:23+00:00,,2022-10-04 20:02:46+00:00,update bundle_de.properties
6869,closed,2022-05-13 14:05:26+00:00,2022-07-15 03:33:26+00:00,2022-07-15 03:33:26+00:00,german erekir & v7 translation
6868,closed,2022-05-13 11:01:27+00:00,2022-06-16 19:37:19+00:00,2022-06-16 19:37:19+00:00,[es] bundle_es.properties quality fixes
6866,closed,2022-05-13 10:51:06+00:00,2022-06-08 13:22:35+00:00,2022-06-08 13:22:35+00:00,update contributors
6863,closed,2022-05-13 08:29:15+00:00,,2022-06-10 23:04:37+00:00,update bundle_zh_cn.properties
6861,closed,2022-05-13 04:17:56+00:00,,2022-05-17 03:53:01+00:00,made beamdrill show ores it can mine
6860,closed,2022-05-13 04:09:43+00:00,2022-06-08 13:22:46+00:00,2022-06-08 13:22:46+00:00,tank.
6859,closed,2022-05-13 03:40:36+00:00,,2022-05-17 03:53:01+00:00,rearrange unit factory
6856,closed,2022-05-12 16:43:18+00:00,2022-06-08 15:38:23+00:00,2022-06-08 15:38:23+00:00,update contributors
6855,closed,2022-05-12 15:43:48+00:00,2022-07-22 17:59:32+00:00,2022-07-22 17:59:32+00:00,adding block: heat source
6854,closed,2022-05-12 15:37:02+00:00,2022-05-12 15:40:11+00:00,2022-05-12 15:40:11+00:00,fix burstdrill lastdrillspeed
6853,closed,2022-05-12 14:48:59+00:00,2022-06-09 18:33:08+00:00,2022-06-09 18:33:08+00:00,update pl
6851,closed,2022-05-12 14:36:45+00:00,2022-05-12 14:51:03+00:00,2022-05-12 14:51:03+00:00,update bundle_zh_tw.properties
6850,open,2022-05-12 14:30:29+00:00,,,"fix mods on mac, other misc items"
6849,closed,2022-05-12 14:14:31+00:00,2022-05-12 15:26:43+00:00,2022-05-12 15:26:43+00:00,[ru] big bundle update
6848,closed,2022-05-12 14:12:04+00:00,2022-06-08 13:08:29+00:00,2022-06-08 13:08:29+00:00,update bundle_ko.properties
6847,closed,2022-05-12 11:12:09+00:00,,2022-05-12 13:53:16+00:00,update bundle_zh_tw.properties
6846,closed,2022-05-12 10:39:26+00:00,,2022-05-12 11:11:06+00:00,update bundle_zh_tw.properties
6845,open,2022-05-12 04:16:44+00:00,,,update bundle_zh_cn.properties
6844,closed,2022-05-12 03:45:14+00:00,2022-05-12 04:06:47+00:00,2022-05-12 04:06:48+00:00,fix bundle_zh_cn.properties
6841,closed,2022-05-12 01:59:06+00:00,2022-05-12 02:03:06+00:00,2022-05-12 02:03:06+00:00,"yes, another omega servers pull request"
6840,closed,2022-05-12 01:58:02+00:00,2022-05-12 02:39:50+00:00,2022-05-12 02:39:50+00:00,unloader fix 4 - new load priority
6839,closed,2022-05-12 01:41:51+00:00,2022-05-12 14:06:27+00:00,2022-05-12 14:06:27+00:00,fix `handlebullet` receiving incorrect angle offset
6838,closed,2022-05-12 01:41:30+00:00,2022-05-12 01:57:27+00:00,2022-05-12 01:57:27+00:00,translated everything in bundle_pl.properties
6837,closed,2022-05-12 00:51:23+00:00,2022-06-09 18:30:03+00:00,2022-06-09 18:30:03+00:00,another v7 id_id bundle update
6836,closed,2022-05-12 00:12:32+00:00,2022-05-12 00:13:47+00:00,2022-05-12 00:13:47+00:00,update contributors
6834,closed,2022-05-11 23:16:33+00:00,2022-05-11 23:27:58+00:00,2022-05-11 23:27:58+00:00,update bundle_zh_cn.properties the third time
6833,closed,2022-05-11 23:16:27+00:00,2022-05-11 23:27:48+00:00,2022-05-11 23:27:48+00:00,remove legacy comment
6832,closed,2022-05-11 22:07:55+00:00,2022-05-11 22:43:39+00:00,2022-05-11 22:43:39+00:00,update .pl in server list
6831,closed,2022-05-11 21:31:43+00:00,,2022-05-11 22:07:13+00:00,.pl move to be list
6828,closed,2022-05-11 18:24:25+00:00,2022-05-11 18:28:04+00:00,2022-05-11 18:28:04+00:00,when the buttons are too big to fit in mobile...
6827,closed,2022-05-11 16:58:15+00:00,2022-05-11 18:01:11+00:00,2022-05-11 18:01:11+00:00,a better way to do this
6826,closed,2022-05-11 14:52:10+00:00,2022-05-11 18:04:32+00:00,2022-05-11 18:04:32+00:00,update bundle_es.properties
6825,closed,2022-05-11 14:11:51+00:00,2022-05-11 14:14:13+00:00,2022-05-11 14:14:13+00:00,update bundle_es.properties
6824,closed,2022-05-11 14:07:38+00:00,,2022-05-11 14:08:23+00:00,update bundle_es.properties
6823,closed,2022-05-11 13:12:36+00:00,2022-05-11 14:02:00+00:00,2022-05-11 14:02:00+00:00,[ko] fix incorrect translations
6822,closed,2022-05-11 12:44:34+00:00,,2022-05-11 14:04:11+00:00,update bundle_es.properties
6821,closed,2022-05-11 11:27:11+00:00,,2022-05-12 13:53:16+00:00,update bundle_ru.properties
6819,closed,2022-05-11 09:37:22+00:00,2022-05-11 13:41:53+00:00,2022-05-11 13:41:53+00:00,fix show wrong output liquid icon
6817,closed,2022-05-11 04:58:49+00:00,2022-05-11 21:07:58+00:00,2022-05-11 21:07:58+00:00,update servers_be.json
6814,closed,2022-05-11 02:50:55+00:00,,2022-05-12 04:20:20+00:00,update circleattack condition to fix a crush
6812,closed,2022-05-11 01:14:52+00:00,2022-05-11 01:16:32+00:00,2022-05-11 01:16:32+00:00,translate things from erekir and some other
6810,closed,2022-05-10 21:59:54+00:00,2022-05-10 22:12:32+00:00,2022-05-10 22:12:32+00:00,add omega servers
6808,closed,2022-05-10 17:47:57+00:00,2022-05-10 20:04:30+00:00,2022-05-10 20:04:30+00:00,buildturret infinite resources fix
6805,closed,2022-05-10 06:48:38+00:00,,2022-05-12 04:14:41+00:00,update bundle_vi.properties
6804,closed,2022-05-10 04:17:18+00:00,,2022-05-10 04:18:09+00:00,fix annotations
6803,closed,2022-05-09 23:53:38+00:00,,2022-05-10 22:58:49+00:00,typo fix for bundle.properties
6802,closed,2022-05-09 23:20:12+00:00,2022-05-10 00:06:23+00:00,2022-05-10 00:06:23+00:00,update bundle_zh_cn.properties twice
6801,closed,2022-05-09 19:59:28+00:00,2022-05-09 20:52:36+00:00,2022-05-09 20:52:36+00:00,"""speed"" -> ""alpha"""
6793,closed,2022-05-09 02:43:03+00:00,2022-05-09 03:50:14+00:00,2022-05-09 03:50:14+00:00,correct gameoverdialog label position
6791,closed,2022-05-09 00:11:57+00:00,2022-05-09 00:18:02+00:00,2022-05-09 00:18:02+00:00,minor blockrenderer cleanup
6790,closed,2022-05-08 22:50:28+00:00,,2022-05-12 13:53:15+00:00,"fix mods on mac, other misc items"
6788,closed,2022-05-08 20:17:34+00:00,2022-05-09 21:06:55+00:00,2022-05-09 21:06:55+00:00,liquid output display
6784,closed,2022-05-08 13:26:17+00:00,,2023-01-04 05:09:12+00:00,update bundle_zh_cn.properties for v7
6783,closed,2022-05-08 13:07:02+00:00,2022-05-08 13:26:49+00:00,2022-05-08 13:26:49+00:00,gameoverdialog rework
6780,closed,2022-05-08 05:43:37+00:00,,2022-05-08 13:33:29+00:00,fix issue with unit selection rect glitching
6776,closed,2022-05-08 04:23:53+00:00,2022-05-08 04:27:30+00:00,2022-05-08 04:27:30+00:00,no.
6775,closed,2022-05-08 02:59:46+00:00,,2022-05-08 03:03:08+00:00,update bundle_zh_cn.properties
6772,closed,2022-05-07 23:39:01+00:00,,2022-05-12 13:53:14+00:00,erekir - shadow on animated turrets
6768,closed,2022-05-07 13:57:29+00:00,2022-05-10 22:58:36+00:00,2022-05-10 22:58:36+00:00,update bundle_de.properties
6767,closed,2022-05-07 12:17:15+00:00,2022-05-07 17:39:42+00:00,2022-05-07 17:39:42+00:00,tr bundle update (v7)
6766,closed,2022-05-07 11:23:22+00:00,,2022-05-12 13:53:14+00:00,french translation
6763,closed,2022-05-07 07:37:01+00:00,2022-05-10 22:56:56+00:00,2022-05-10 22:56:56+00:00,update bundle_ko.properties
6762,closed,2022-05-07 06:21:38+00:00,2022-05-11 01:07:13+00:00,2022-05-11 01:07:13+00:00,update bundle_ru.properties
6760,closed,2022-05-07 05:31:44+00:00,2022-05-11 01:07:33+00:00,2022-05-11 01:07:33+00:00,update bundle_ru.properties
6759,closed,2022-05-07 03:10:09+00:00,2022-05-09 01:28:21+00:00,2022-05-09 01:28:21+00:00,update bundle_zh_cn.properties
6758,closed,2022-05-07 01:48:38+00:00,,2022-05-10 23:01:53+00:00,id_id v7 translation
6757,closed,2022-05-07 01:45:10+00:00,,2022-05-07 01:47:24+00:00, in_id v7 translation
6756,closed,2022-05-06 23:09:09+00:00,2022-05-06 23:13:55+00:00,2022-05-06 23:13:55+00:00,update servers_v7.json
6754,closed,2022-05-06 16:40:55+00:00,2022-05-07 17:21:04+00:00,2022-05-07 17:21:04+00:00,updated bundle_zh_tw translations
6753,open,2022-05-06 05:27:14+00:00,,,update achievements.vdf for zh_cn
6751,closed,2022-05-05 20:18:27+00:00,2022-05-05 21:28:03+00:00,2022-05-05 21:28:03+00:00,remove inactive server
6749,closed,2022-05-04 13:18:10+00:00,2022-05-04 13:33:16+00:00,2022-05-04 13:33:16+00:00,rapid ip fix
6748,closed,2022-05-03 18:56:25+00:00,2022-05-03 19:44:34+00:00,2022-05-03 19:44:34+00:00,omegahub ip change
6747,closed,2022-05-03 17:55:26+00:00,,2022-05-12 04:19:50+00:00,allow for textureregion-based light to rotate
6746,closed,2022-05-03 17:17:07+00:00,2022-05-06 12:58:37+00:00,2022-05-06 12:58:37+00:00,rename .pl category
6744,closed,2022-05-03 12:15:45+00:00,2022-05-03 12:45:43+00:00,2022-05-03 12:45:44+00:00,.pl servers update
6743,closed,2022-05-01 23:59:06+00:00,2022-05-02 00:03:28+00:00,2022-05-02 00:03:28+00:00,server change list
6742,closed,2022-04-30 16:43:29+00:00,2022-04-30 17:28:28+00:00,2022-04-30 17:28:28+00:00,add server
6736,closed,2022-04-28 12:58:18+00:00,2022-04-28 13:27:24+00:00,2022-04-28 13:27:24+00:00,update routerchain location
6735,closed,2022-04-27 15:31:56+00:00,2022-05-01 19:10:03+00:00,2022-05-01 19:10:03+00:00,update servers_v6.json
6734,closed,2022-04-26 21:58:45+00:00,,2022-04-26 22:16:17+00:00,fix titanium sprite
6731,closed,2022-04-23 12:48:18+00:00,2022-04-23 14:32:39+00:00,2022-04-23 14:32:39+00:00,update servers_v6.json
6729,closed,2022-04-23 06:48:31+00:00,2022-04-23 14:32:30+00:00,2022-04-23 14:32:30+00:00,update servers_v7.json
6727,closed,2022-04-22 01:22:30+00:00,,2022-09-20 15:29:53+00:00,support of mods with textures in different resolution (hd or low-res)
6726,closed,2022-04-20 21:09:15+00:00,,2022-04-23 16:12:56+00:00,name saves on custom game screen
6725,closed,2022-04-20 17:58:19+00:00,2022-04-20 18:15:36+00:00,2022-04-20 18:15:36+00:00,use sprites instead of polygons
6724,closed,2022-04-19 13:12:09+00:00,2022-04-20 14:41:25+00:00,2022-04-20 14:41:25+00:00,update servers_v7.json
6723,closed,2022-04-19 04:30:58+00:00,,2022-06-14 13:54:48+00:00,filterable power node connections
6720,closed,2022-04-18 11:15:57+00:00,2022-04-18 13:26:52+00:00,2022-04-18 13:26:52+00:00,[id] desolate rift description change
6718,closed,2022-04-18 00:49:58+00:00,2022-04-20 14:33:32+00:00,2022-04-20 14:33:32+00:00,impact reactor fix
6717,closed,2022-04-17 23:46:42+00:00,,2022-04-17 23:53:22+00:00,fix impact & compress images
6716,closed,2022-04-17 18:16:38+00:00,2022-04-20 14:48:13+00:00,2022-04-20 14:48:13+00:00,updated bundle_cs.properties
6714,closed,2022-04-17 07:01:13+00:00,,2022-05-06 07:09:37+00:00,"s: load icons,locales in server launcher"
6713,closed,2022-04-16 15:48:58+00:00,2022-04-25 04:06:41+00:00,2022-04-25 04:06:41+00:00,update bundle_ko.properties
6712,closed,2022-04-16 13:33:39+00:00,2022-04-16 13:38:08+00:00,2022-04-16 13:38:08+00:00,fix da damn 8
6711,closed,2022-04-16 08:54:32+00:00,,2022-07-21 11:19:44+00:00,update bundle_ru.properties
6708,closed,2022-04-14 09:23:44+00:00,2022-04-14 16:48:51+00:00,2022-04-14 16:48:51+00:00,update bundle_de.properties
6706,closed,2022-04-12 08:44:35+00:00,2022-04-16 13:27:19+00:00,2022-04-16 13:27:19+00:00,some fixes in ru bundle
6705,closed,2022-04-11 19:29:29+00:00,2022-04-11 19:31:50+00:00,2022-04-11 19:31:50+00:00,update servers_v6.json
6704,closed,2022-04-11 15:04:59+00:00,2023-06-16 18:27:05+00:00,2023-06-16 18:27:05+00:00,allow ulocate to output enemy buildings
6701,closed,2022-04-08 15:45:35+00:00,2022-04-08 19:56:53+00:00,2022-04-08 19:56:53+00:00,[ru] update bundle
6699,closed,2022-04-06 04:47:35+00:00,2022-04-06 04:54:14+00:00,2022-04-06 04:54:14+00:00,cullable logiccanvas
6698,closed,2022-04-06 03:49:54+00:00,2022-04-06 04:03:16+00:00,2022-04-06 04:03:16+00:00,flabel
6697,closed,2022-04-05 17:02:07+00:00,2022-04-05 18:04:53+00:00,2022-04-05 18:04:53+00:00,commmunityhosts
6696,closed,2022-04-05 08:22:01+00:00,2022-04-05 15:23:24+00:00,2022-04-05 15:23:24+00:00,add casing flipping to particleeffect
6695,closed,2022-04-04 14:51:41+00:00,2022-04-06 16:15:45+00:00,2022-04-06 16:15:45+00:00,update bundle_pl.properites
6693,closed,2022-04-03 08:06:31+00:00,,2022-10-02 16:59:39+00:00,update servers_v6.json
6689,closed,2022-04-01 18:58:01+00:00,2022-04-01 19:29:21+00:00,2022-04-01 19:29:21+00:00,update contributors
6688,closed,2022-04-01 18:15:13+00:00,2022-04-01 18:21:57+00:00,2022-04-01 18:21:57+00:00,update bundle_pl.properties
6685,closed,2022-04-01 03:11:12+00:00,2022-04-17 15:23:13+00:00,2022-04-17 15:23:13+00:00,another in_id bundles update
6684,closed,2022-03-31 17:36:19+00:00,2022-04-17 16:37:36+00:00,2022-04-17 16:37:36+00:00,change desolate rift description
6682,closed,2022-03-31 10:18:01+00:00,2022-03-31 13:14:02+00:00,2022-03-31 13:14:02+00:00,in_id bundle update
6681,closed,2022-03-30 21:02:29+00:00,,2022-03-31 08:49:31+00:00,improvements to finnish translation
6680,closed,2022-03-30 18:23:07+00:00,2022-03-30 18:24:47+00:00,2022-03-30 18:24:47+00:00,update servers_v6.json
6678,open,2022-03-30 16:59:39+00:00,,,fix desync when two players control the same unit at the same time
6676,closed,2022-03-30 04:06:25+00:00,2022-03-30 04:28:26+00:00,2022-03-30 04:28:26+00:00,make closestenemycore find the actual closest core
6675,closed,2022-03-29 14:00:31+00:00,2022-03-29 14:17:19+00:00,2022-03-29 14:17:19+00:00,re-added rapid to omega
6674,closed,2022-03-29 12:56:25+00:00,2022-03-29 14:17:31+00:00,2022-03-29 14:17:31+00:00,add `tinylake` server to v7 list
6673,closed,2022-03-28 18:42:04+00:00,,2022-10-02 03:07:44+00:00,better power nodes yet again
6672,closed,2022-03-28 13:54:14+00:00,2022-03-28 14:09:03+00:00,2022-03-28 14:09:03+00:00,apply color stripping to player names in console wherever applicable.
6670,closed,2022-03-28 03:09:49+00:00,2022-03-28 18:32:36+00:00,2022-03-28 18:32:36+00:00,cease node dumbness
6668,closed,2022-03-26 10:21:37+00:00,,2022-06-22 20:15:10+00:00,correction of spelling mistakes in the french bundle
6666,closed,2022-03-26 01:18:19+00:00,,2022-04-04 12:29:33+00:00,just a sussy resprite nothing else
6664,closed,2022-03-25 05:42:34+00:00,,2022-03-25 12:52:44+00:00,fix bullet range calculation with `maxrange`
6663,closed,2022-03-25 01:19:26+00:00,,2022-03-25 12:52:50+00:00,refactor some power consumption
6662,closed,2022-03-24 11:44:30+00:00,2022-03-24 14:42:44+00:00,2022-03-24 14:42:44+00:00,"add ""exiting to reload mods."" logger message"
6660,closed,2022-03-23 17:13:16+00:00,,2022-03-31 14:28:02+00:00,sussy item sprites
6658,closed,2022-03-23 08:59:30+00:00,,2022-04-04 12:30:03+00:00,flarogus but without breaking everything
6657,closed,2022-03-23 08:48:58+00:00,,2022-03-23 19:55:46+00:00,add among to midustry
6656,open,2022-03-22 22:24:03+00:00,,,update visibility of reset key in configurations
6655,closed,2022-03-22 22:21:15+00:00,2022-03-29 14:18:43+00:00,2022-03-29 14:18:43+00:00,update servers_v7.json
6651,open,2022-03-22 02:02:12+00:00,,,modify translation of wave.waiting
6649,closed,2022-03-20 10:08:00+00:00,,2023-08-03 07:35:00+00:00,bind `usid` to hostname rather than ip
6648,closed,2022-03-19 20:57:49+00:00,,2022-04-21 22:41:17+00:00,liquidrouters - loosen throughput reduction
6646,closed,2022-03-18 01:19:25+00:00,,2022-03-18 01:30:18+00:00,allow force projectors to not have item consumption
6644,closed,2022-03-16 23:27:47+00:00,,2022-03-16 23:38:05+00:00,code cleanup
6641,closed,2022-03-16 01:06:53+00:00,2022-03-16 01:26:11+00:00,2022-03-16 01:26:12+00:00,update to servers_v7.json - new domain
6640,closed,2022-03-16 01:01:22+00:00,2022-03-16 01:25:56+00:00,2022-03-16 01:25:56+00:00,update to servers_v6.json - update domain
6639,closed,2022-03-15 14:17:08+00:00,2022-03-15 14:48:12+00:00,2022-03-15 14:48:12+00:00,that one omega server is back.
6636,closed,2022-03-14 09:50:21+00:00,,2024-04-02 15:35:12+00:00,updated bundle_hu.properties
